,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
21445,Ohio Street Beach,2013-09-03 03:00:00,21.9,4.97,0.241,7.0,9.4,09/03/2013 3:00 AM,OhioStreetBeach201309030300
21446,Ohio Street Beach,2014-06-05 12:00:00,16.9,1.6,0.159,3.0,12.8,06/05/2014 12:00 PM,OhioStreetBeach201406051200
21447,Ohio Street Beach,2014-06-06 14:00:00,18.8,0.7,0.135,2.0,12.4,06/06/2014 2:00 PM,OhioStreetBeach201406061400
21448,Ohio Street Beach,2014-06-06 17:00:00,19.8,0.78,0.162,3.0,12.3,06/06/2014 5:00 PM,OhioStreetBeach201406061700
21449,Ohio Street Beach,2014-06-06 18:00:00,19.7,0.77,0.13,3.0,12.3,06/06/2014 6:00 PM,OhioStreetBeach201406061800
21450,Ohio Street Beach,2014-06-06 19:00:00,19.2,0.8,0.137,2.0,12.3,06/06/2014 7:00 PM,OhioStreetBeach201406061900
21451,Ohio Street Beach,2014-06-06 20:00:00,18.7,1.03,0.147,2.0,12.3,06/06/2014 8:00 PM,OhioStreetBeach201406062000
21452,Ohio Street Beach,2014-06-06 21:00:00,18.1,0.83,0.144,2.0,12.3,06/06/2014 9:00 PM,OhioStreetBeach201406062100
21453,Ohio Street Beach,2014-06-06 22:00:00,17.3,1.0,0.133,2.0,12.3,06/06/2014 10:00 PM,OhioStreetBeach201406062200
21454,Ohio Street Beach,2014-06-06 23:00:00,17.1,1.12,0.119,3.0,12.3,06/06/2014 11:00 PM,OhioStreetBeach201406062300
21478,Ohio Street Beach,2014-06-07 00:00:00,16.8,1.21,0.127,3.0,12.3,06/07/2014 12:00 AM,OhioStreetBeach201406072400
21455,Ohio Street Beach,2014-06-07 01:00:00,16.6,0.97,0.104,2.0,12.3,06/07/2014 1:00 AM,OhioStreetBeach201406070100
21456,Ohio Street Beach,2014-06-07 02:00:00,16.6,0.95,0.089,3.0,12.3,06/07/2014 2:00 AM,OhioStreetBeach201406070200
21457,Ohio Street Beach,2014-06-07 03:00:00,16.6,0.97,0.087,4.0,12.2,06/07/2014 3:00 AM,OhioStreetBeach201406070300
21458,Ohio Street Beach,2014-06-07 04:00:00,16.6,1.04,0.08,2.0,12.2,06/07/2014 4:00 AM,OhioStreetBeach201406070400
21459,Ohio Street Beach,2014-06-07 05:00:00,16.5,0.79,0.071,2.0,12.2,06/07/2014 5:00 AM,OhioStreetBeach201406070500
21460,Ohio Street Beach,2014-06-07 06:00:00,16.6,0.71,0.068,2.0,12.2,06/07/2014 6:00 AM,OhioStreetBeach201406070600
21461,Ohio Street Beach,2014-06-07 07:00:00,16.7,0.73,0.096,3.0,12.2,06/07/2014 7:00 AM,OhioStreetBeach201406070700
21462,Ohio Street Beach,2014-06-07 08:00:00,16.8,0.84,0.103,2.0,12.2,06/07/2014 8:00 AM,OhioStreetBeach201406070800
21463,Ohio Street Beach,2014-06-07 09:00:00,17.0,0.81,0.078,3.0,12.2,06/07/2014 9:00 AM,OhioStreetBeach201406070900
21464,Ohio Street Beach,2014-06-07 10:00:00,17.2,1.4,0.089,7.0,12.1,06/07/2014 10:00 AM,OhioStreetBeach201406071000
21465,Ohio Street Beach,2014-06-07 11:00:00,17.5,0.86,0.144,2.0,12.1,06/07/2014 11:00 AM,OhioStreetBeach201406071100
21466,Ohio Street Beach,2014-06-07 12:00:00,17.7,1.13,0.121,3.0,12.1,06/07/2014 12:00 PM,OhioStreetBeach201406071200
21467,Ohio Street Beach,2014-06-07 13:00:00,17.6,1.04,0.175,6.0,12.1,06/07/2014 1:00 PM,OhioStreetBeach201406071300
21468,Ohio Street Beach,2014-06-07 14:00:00,18.1,1.13,0.178,3.0,12.1,06/07/2014 2:00 PM,OhioStreetBeach201406071400
21469,Ohio Street Beach,2014-06-07 15:00:00,18.4,1.15,0.169,3.0,12.1,06/07/2014 3:00 PM,OhioStreetBeach201406071500
21470,Ohio Street Beach,2014-06-07 16:00:00,18.4,0.86,0.166,2.0,12.1,06/07/2014 4:00 PM,OhioStreetBeach201406071600
21471,Ohio Street Beach,2014-06-07 17:00:00,18.5,0.77,0.174,2.0,12.1,06/07/2014 5:00 PM,OhioStreetBeach201406071700
21472,Ohio Street Beach,2014-06-07 18:00:00,18.3,1.08,0.167,2.0,12.1,06/07/2014 6:00 PM,OhioStreetBeach201406071800
21473,Ohio Street Beach,2014-06-07 19:00:00,18.3,1.14,0.145,2.0,12.1,06/07/2014 7:00 PM,OhioStreetBeach201406071900
21474,Ohio Street Beach,2014-06-07 20:00:00,18.0,0.99,0.149,2.0,12.1,06/07/2014 8:00 PM,OhioStreetBeach201406072000
21475,Ohio Street Beach,2014-06-07 21:00:00,17.8,0.92,0.158,3.0,12.1,06/07/2014 9:00 PM,OhioStreetBeach201406072100
21476,Ohio Street Beach,2014-06-07 22:00:00,17.7,0.83,0.153,3.0,12.0,06/07/2014 10:00 PM,OhioStreetBeach201406072200
21477,Ohio Street Beach,2014-06-07 23:00:00,17.6,0.8,0.16,3.0,12.0,06/07/2014 11:00 PM,OhioStreetBeach201406072300
21502,Ohio Street Beach,2014-06-08 00:00:00,17.5,0.9,0.158,3.0,12.0,06/08/2014 12:00 AM,OhioStreetBeach201406082400
21479,Ohio Street Beach,2014-06-08 01:00:00,17.4,0.85,0.211,3.0,12.0,06/08/2014 1:00 AM,OhioStreetBeach201406080100
21480,Ohio Street Beach,2014-06-08 02:00:00,17.3,2.3,0.28,4.0,12.0,06/08/2014 2:00 AM,OhioStreetBeach201406080200
21481,Ohio Street Beach,2014-06-08 03:00:00,17.1,3.03,0.26,4.0,12.0,06/08/2014 3:00 AM,OhioStreetBeach201406080300
21482,Ohio Street Beach,2014-06-08 04:00:00,16.9,3.63,0.293,4.0,12.0,06/08/2014 4:00 AM,OhioStreetBeach201406080400
21483,Ohio Street Beach,2014-06-08 05:00:00,16.5,4.59,0.331,4.0,12.0,06/08/2014 5:00 AM,OhioStreetBeach201406080500
21484,Ohio Street Beach,2014-06-08 06:00:00,16.6,6.32,0.319,4.0,12.0,06/08/2014 6:00 AM,OhioStreetBeach201406080600
21485,Ohio Street Beach,2014-06-08 07:00:00,16.5,6.76,0.355,5.0,12.0,06/08/2014 7:00 AM,OhioStreetBeach201406080700
21486,Ohio Street Beach,2014-06-08 08:00:00,16.1,6.87,0.32,5.0,12.0,06/08/2014 8:00 AM,OhioStreetBeach201406080800
21487,Ohio Street Beach,2014-06-08 09:00:00,16.0,6.34,0.357,5.0,12.0,06/08/2014 9:00 AM,OhioStreetBeach201406080900
21488,Ohio Street Beach,2014-06-08 10:00:00,16.0,6.64,0.372,5.0,11.9,06/08/2014 10:00 AM,OhioStreetBeach201406081000
21489,Ohio Street Beach,2014-06-08 11:00:00,16.2,7.23,0.425,5.0,12.0,06/08/2014 11:00 AM,OhioStreetBeach201406081100
21490,Ohio Street Beach,2014-06-08 12:00:00,16.4,6.74,0.384,6.0,11.9,06/08/2014 12:00 PM,OhioStreetBeach201406081200
21491,Ohio Street Beach,2014-06-08 13:00:00,16.7,8.66,0.402,6.0,11.9,06/08/2014 1:00 PM,OhioStreetBeach201406081300
21492,Ohio Street Beach,2014-06-08 14:00:00,16.8,9.15,0.357,6.0,11.9,06/08/2014 2:00 PM,OhioStreetBeach201406081400
21493,Ohio Street Beach,2014-06-08 15:00:00,17.0,8.54,0.348,3.0,11.9,06/08/2014 3:00 PM,OhioStreetBeach201406081500
21494,Ohio Street Beach,2014-06-08 16:00:00,16.9,8.47,0.409,4.0,11.9,06/08/2014 4:00 PM,OhioStreetBeach201406081600
21495,Ohio Street Beach,2014-06-08 17:00:00,16.9,8.83,0.354,4.0,11.9,06/08/2014 5:00 PM,OhioStreetBeach201406081700
21496,Ohio Street Beach,2014-06-08 18:00:00,16.8,8.21,0.36,4.0,11.9,06/08/2014 6:00 PM,OhioStreetBeach201406081800
21497,Ohio Street Beach,2014-06-08 19:00:00,16.7,6.65,0.293,4.0,11.9,06/08/2014 7:00 PM,OhioStreetBeach201406081900
21498,Ohio Street Beach,2014-06-08 20:00:00,16.7,7.33,0.321,6.0,11.9,06/08/2014 8:00 PM,OhioStreetBeach201406082000
21499,Ohio Street Beach,2014-06-08 21:00:00,16.3,7.0,0.283,4.0,11.9,06/08/2014 9:00 PM,OhioStreetBeach201406082100
21500,Ohio Street Beach,2014-06-08 22:00:00,16.3,7.23,0.266,4.0,11.9,06/08/2014 10:00 PM,OhioStreetBeach201406082200
21501,Ohio Street Beach,2014-06-08 23:00:00,16.2,6.73,0.249,4.0,11.9,06/08/2014 11:00 PM,OhioStreetBeach201406082300
21526,Ohio Street Beach,2014-06-09 00:00:00,16.1,7.58,0.239,5.0,11.9,06/09/2014 12:00 AM,OhioStreetBeach201406092400
21503,Ohio Street Beach,2014-06-09 01:00:00,16.0,5.63,0.223,4.0,11.8,06/09/2014 1:00 AM,OhioStreetBeach201406090100
21504,Ohio Street Beach,2014-06-09 02:00:00,15.9,6.63,0.249,4.0,11.8,06/09/2014 2:00 AM,OhioStreetBeach201406090200
21505,Ohio Street Beach,2014-06-09 03:00:00,15.8,6.71,0.238,4.0,11.8,06/09/2014 3:00 AM,OhioStreetBeach201406090300
21506,Ohio Street Beach,2014-06-09 04:00:00,15.8,7.36,0.228,5.0,11.8,06/09/2014 4:00 AM,OhioStreetBeach201406090400
21507,Ohio Street Beach,2014-06-09 05:00:00,15.8,6.29,0.222,4.0,11.8,06/09/2014 5:00 AM,OhioStreetBeach201406090500
21508,Ohio Street Beach,2014-06-09 06:00:00,15.8,5.72,0.213,5.0,11.8,06/09/2014 6:00 AM,OhioStreetBeach201406090600
21509,Ohio Street Beach,2014-06-09 07:00:00,15.7,6.04,0.202,4.0,11.8,06/09/2014 7:00 AM,OhioStreetBeach201406090700
21510,Ohio Street Beach,2014-06-09 08:00:00,15.8,6.15,0.201,4.0,11.8,06/09/2014 8:00 AM,OhioStreetBeach201406090800
21511,Ohio Street Beach,2014-06-09 09:00:00,16.0,6.52,0.21,4.0,11.8,06/09/2014 9:00 AM,OhioStreetBeach201406090900
21512,Ohio Street Beach,2014-06-09 10:00:00,16.3,4.62,0.218,3.0,11.8,06/09/2014 10:00 AM,OhioStreetBeach201406091000
21513,Ohio Street Beach,2014-06-09 11:00:00,16.6,5.04,0.199,4.0,11.8,06/09/2014 11:00 AM,OhioStreetBeach201406091100
21514,Ohio Street Beach,2014-06-09 12:00:00,16.9,4.67,0.201,4.0,11.8,06/09/2014 12:00 PM,OhioStreetBeach201406091200
21515,Ohio Street Beach,2014-06-09 13:00:00,17.6,3.17,0.193,4.0,11.8,06/09/2014 1:00 PM,OhioStreetBeach201406091300
21516,Ohio Street Beach,2014-06-09 14:00:00,18.1,3.64,0.199,3.0,11.8,06/09/2014 2:00 PM,OhioStreetBeach201406091400
21517,Ohio Street Beach,2014-06-09 15:00:00,17.9,5.17,0.237,3.0,11.8,06/09/2014 3:00 PM,OhioStreetBeach201406091500
21518,Ohio Street Beach,2014-06-09 16:00:00,17.9,6.31,0.213,4.0,11.8,06/09/2014 4:00 PM,OhioStreetBeach201406091600
21519,Ohio Street Beach,2014-06-09 17:00:00,18.1,5.21,0.219,4.0,11.8,06/09/2014 5:00 PM,OhioStreetBeach201406091700
21520,Ohio Street Beach,2014-06-09 18:00:00,17.9,5.14,0.272,4.0,11.7,06/09/2014 6:00 PM,OhioStreetBeach201406091800
21521,Ohio Street Beach,2014-06-09 19:00:00,18.1,4.67,0.216,3.0,11.7,06/09/2014 7:00 PM,OhioStreetBeach201406091900
21522,Ohio Street Beach,2014-06-09 20:00:00,17.9,4.33,0.203,3.0,11.7,06/09/2014 8:00 PM,OhioStreetBeach201406092000
21523,Ohio Street Beach,2014-06-09 21:00:00,17.9,6.24,0.189,3.0,11.7,06/09/2014 9:00 PM,OhioStreetBeach201406092100
21524,Ohio Street Beach,2014-06-09 22:00:00,17.4,4.83,0.199,3.0,11.7,06/09/2014 10:00 PM,OhioStreetBeach201406092200
21525,Ohio Street Beach,2014-06-09 23:00:00,17.4,4.42,0.182,3.0,11.7,06/09/2014 11:00 PM,OhioStreetBeach201406092300
21550,Ohio Street Beach,2014-06-10 00:00:00,16.7,4.81,0.168,3.0,11.7,06/10/2014 12:00 AM,OhioStreetBeach201406102400
21527,Ohio Street Beach,2014-06-10 01:00:00,17.1,3.98,0.173,3.0,11.7,06/10/2014 1:00 AM,OhioStreetBeach201406100100
21528,Ohio Street Beach,2014-06-10 02:00:00,17.0,3.27,0.152,3.0,11.7,06/10/2014 2:00 AM,OhioStreetBeach201406100200
21529,Ohio Street Beach,2014-06-10 03:00:00,16.9,3.4,0.162,3.0,11.7,06/10/2014 3:00 AM,OhioStreetBeach201406100300
21530,Ohio Street Beach,2014-06-10 04:00:00,16.5,3.41,0.157,3.0,11.7,06/10/2014 4:00 AM,OhioStreetBeach201406100400
21531,Ohio Street Beach,2014-06-10 05:00:00,16.5,3.6,0.152,3.0,11.7,06/10/2014 5:00 AM,OhioStreetBeach201406100500
21532,Ohio Street Beach,2014-06-10 06:00:00,16.2,4.13,0.159,3.0,11.7,06/10/2014 6:00 AM,OhioStreetBeach201406100600
21533,Ohio Street Beach,2014-06-10 07:00:00,15.9,4.2,0.178,4.0,11.7,06/10/2014 7:00 AM,OhioStreetBeach201406100700
21534,Ohio Street Beach,2014-06-10 08:00:00,15.7,4.25,0.204,3.0,11.7,06/10/2014 8:00 AM,OhioStreetBeach201406100800
21535,Ohio Street Beach,2014-06-10 09:00:00,15.9,4.06,0.188,4.0,11.7,06/10/2014 9:00 AM,OhioStreetBeach201406100900
21536,Ohio Street Beach,2014-06-10 10:00:00,16.0,4.45,0.211,3.0,11.7,06/10/2014 10:00 AM,OhioStreetBeach201406101000
21537,Ohio Street Beach,2014-06-10 11:00:00,16.1,4.23,0.206,3.0,11.7,06/10/2014 11:00 AM,OhioStreetBeach201406101100
21538,Ohio Street Beach,2014-06-10 12:00:00,16.2,4.29,0.198,3.0,11.7,06/10/2014 12:00 PM,OhioStreetBeach201406101200
21539,Ohio Street Beach,2014-06-10 13:00:00,16.2,4.46,0.205,3.0,11.7,06/10/2014 1:00 PM,OhioStreetBeach201406101300
21540,Ohio Street Beach,2014-06-10 14:00:00,16.2,4.76,0.211,3.0,11.7,06/10/2014 2:00 PM,OhioStreetBeach201406101400
21541,Ohio Street Beach,2014-06-10 15:00:00,16.2,4.8,0.225,3.0,11.7,06/10/2014 3:00 PM,OhioStreetBeach201406101500
21542,Ohio Street Beach,2014-06-10 16:00:00,16.2,4.84,0.217,4.0,11.7,06/10/2014 4:00 PM,OhioStreetBeach201406101600
21543,Ohio Street Beach,2014-06-10 17:00:00,16.1,5.58,0.242,3.0,11.7,06/10/2014 5:00 PM,OhioStreetBeach201406101700
21544,Ohio Street Beach,2014-06-10 18:00:00,16.0,5.49,0.256,4.0,11.7,06/10/2014 6:00 PM,OhioStreetBeach201406101800
21545,Ohio Street Beach,2014-06-10 19:00:00,15.8,5.5,0.243,4.0,11.6,06/10/2014 7:00 PM,OhioStreetBeach201406101900
21546,Ohio Street Beach,2014-06-10 20:00:00,15.7,5.64,0.262,4.0,11.6,06/10/2014 8:00 PM,OhioStreetBeach201406102000
21547,Ohio Street Beach,2014-06-10 21:00:00,15.6,6.35,0.289,4.0,11.6,06/10/2014 9:00 PM,OhioStreetBeach201406102100
21548,Ohio Street Beach,2014-06-10 22:00:00,15.6,6.79,0.311,4.0,11.6,06/10/2014 10:00 PM,OhioStreetBeach201406102200
21549,Ohio Street Beach,2014-06-10 23:00:00,15.5,7.62,0.294,4.0,11.6,06/10/2014 11:00 PM,OhioStreetBeach201406102300
21574,Ohio Street Beach,2014-06-11 00:00:00,15.5,6.53,0.308,4.0,11.6,06/11/2014 12:00 AM,OhioStreetBeach201406112400
21551,Ohio Street Beach,2014-06-11 01:00:00,15.5,6.13,0.274,4.0,11.6,06/11/2014 1:00 AM,OhioStreetBeach201406110100
21552,Ohio Street Beach,2014-06-11 02:00:00,15.5,5.72,0.247,4.0,11.6,06/11/2014 2:00 AM,OhioStreetBeach201406110200
21553,Ohio Street Beach,2014-06-11 03:00:00,15.5,5.4,0.257,4.0,11.6,06/11/2014 3:00 AM,OhioStreetBeach201406110300
21554,Ohio Street Beach,2014-06-11 04:00:00,15.5,5.24,0.297,4.0,11.6,06/11/2014 4:00 AM,OhioStreetBeach201406110400
21555,Ohio Street Beach,2014-06-11 05:00:00,15.4,6.31,0.28,4.0,11.6,06/11/2014 5:00 AM,OhioStreetBeach201406110500
21556,Ohio Street Beach,2014-06-11 06:00:00,15.4,7.16,0.254,4.0,11.6,06/11/2014 6:00 AM,OhioStreetBeach201406110600
21557,Ohio Street Beach,2014-06-11 07:00:00,15.5,5.61,0.257,5.0,11.6,06/11/2014 7:00 AM,OhioStreetBeach201406110700
21558,Ohio Street Beach,2014-06-11 08:00:00,15.6,5.67,0.22,4.0,11.6,06/11/2014 8:00 AM,OhioStreetBeach201406110800
21559,Ohio Street Beach,2014-06-11 09:00:00,15.6,5.99,0.224,5.0,11.6,06/11/2014 9:00 AM,OhioStreetBeach201406110900
21560,Ohio Street Beach,2014-06-11 10:00:00,15.6,6.24,0.23,5.0,11.6,06/11/2014 10:00 AM,OhioStreetBeach201406111000
21561,Ohio Street Beach,2014-06-11 11:00:00,15.7,7.43,0.256,5.0,11.6,06/11/2014 11:00 AM,OhioStreetBeach201406111100
21562,Ohio Street Beach,2014-06-11 12:00:00,15.7,7.41,0.225,4.0,11.6,06/11/2014 12:00 PM,OhioStreetBeach201406111200
21563,Ohio Street Beach,2014-06-11 13:00:00,16.0,7.01,0.221,4.0,11.6,06/11/2014 1:00 PM,OhioStreetBeach201406111300
21564,Ohio Street Beach,2014-06-11 14:00:00,16.3,6.95,0.186,4.0,11.6,06/11/2014 2:00 PM,OhioStreetBeach201406111400
21565,Ohio Street Beach,2014-06-11 15:00:00,16.5,6.88,0.172,4.0,11.6,06/11/2014 3:00 PM,OhioStreetBeach201406111500
21566,Ohio Street Beach,2014-06-11 16:00:00,16.5,6.68,0.18,4.0,11.6,06/11/2014 4:00 PM,OhioStreetBeach201406111600
21567,Ohio Street Beach,2014-06-11 17:00:00,16.5,6.27,0.175,4.0,11.6,06/11/2014 5:00 PM,OhioStreetBeach201406111700
21568,Ohio Street Beach,2014-06-11 18:00:00,16.7,5.89,0.185,4.0,11.6,06/11/2014 6:00 PM,OhioStreetBeach201406111800
21569,Ohio Street Beach,2014-06-11 19:00:00,16.7,5.53,0.197,5.0,11.6,06/11/2014 7:00 PM,OhioStreetBeach201406111900
21570,Ohio Street Beach,2014-06-11 20:00:00,16.6,5.78,0.174,5.0,11.6,06/11/2014 8:00 PM,OhioStreetBeach201406112000
21571,Ohio Street Beach,2014-06-11 21:00:00,16.2,7.07,0.176,4.0,11.6,06/11/2014 9:00 PM,OhioStreetBeach201406112100
21572,Ohio Street Beach,2014-06-11 22:00:00,15.9,6.45,0.177,5.0,11.5,06/11/2014 10:00 PM,OhioStreetBeach201406112200
21573,Ohio Street Beach,2014-06-11 23:00:00,15.8,6.91,0.156,4.0,11.5,06/11/2014 11:00 PM,OhioStreetBeach201406112300
21598,Ohio Street Beach,2014-06-12 00:00:00,15.8,6.76,0.159,4.0,11.5,06/12/2014 12:00 AM,OhioStreetBeach201406122400
21575,Ohio Street Beach,2014-06-12 01:00:00,15.8,6.37,0.159,5.0,11.5,06/12/2014 1:00 AM,OhioStreetBeach201406120100
21576,Ohio Street Beach,2014-06-12 02:00:00,15.7,6.52,0.148,5.0,11.5,06/12/2014 2:00 AM,OhioStreetBeach201406120200
21577,Ohio Street Beach,2014-06-12 03:00:00,15.7,6.55,0.145,4.0,11.5,06/12/2014 3:00 AM,OhioStreetBeach201406120300
21578,Ohio Street Beach,2014-06-12 04:00:00,15.7,6.59,0.128,4.0,11.5,06/12/2014 4:00 AM,OhioStreetBeach201406120400
21579,Ohio Street Beach,2014-06-12 05:00:00,15.7,6.04,0.136,4.0,11.5,06/12/2014 5:00 AM,OhioStreetBeach201406120500
21580,Ohio Street Beach,2014-06-12 06:00:00,15.7,6.05,0.14,4.0,11.5,06/12/2014 6:00 AM,OhioStreetBeach201406120600
21581,Ohio Street Beach,2014-06-12 07:00:00,15.7,5.91,0.132,4.0,11.5,06/12/2014 7:00 AM,OhioStreetBeach201406120700
21582,Ohio Street Beach,2014-06-12 08:00:00,15.8,5.55,0.13,4.0,11.5,06/12/2014 8:00 AM,OhioStreetBeach201406120800
21583,Ohio Street Beach,2014-06-12 09:00:00,16.1,5.78,0.127,4.0,11.5,06/12/2014 9:00 AM,OhioStreetBeach201406120900
21584,Ohio Street Beach,2014-06-12 10:00:00,16.3,5.92,0.122,4.0,11.5,06/12/2014 10:00 AM,OhioStreetBeach201406121000
21585,Ohio Street Beach,2014-06-12 11:00:00,16.5,5.92,0.118,4.0,11.5,06/12/2014 11:00 AM,OhioStreetBeach201406121100
21586,Ohio Street Beach,2014-06-12 12:00:00,16.6,5.76,0.131,4.0,11.5,06/12/2014 12:00 PM,OhioStreetBeach201406121200
21587,Ohio Street Beach,2014-06-12 13:00:00,17.0,5.4,0.134,4.0,11.5,06/12/2014 1:00 PM,OhioStreetBeach201406121300
21588,Ohio Street Beach,2014-06-12 14:00:00,17.0,5.08,0.123,4.0,11.5,06/12/2014 2:00 PM,OhioStreetBeach201406121400
21589,Ohio Street Beach,2014-06-12 15:00:00,17.6,5.06,0.119,3.0,11.5,06/12/2014 3:00 PM,OhioStreetBeach201406121500
21590,Ohio Street Beach,2014-06-12 16:00:00,17.8,5.13,0.115,4.0,11.5,06/12/2014 4:00 PM,OhioStreetBeach201406121600
21591,Ohio Street Beach,2014-06-12 17:00:00,18.3,4.8,0.122,4.0,11.5,06/12/2014 5:00 PM,OhioStreetBeach201406121700
21592,Ohio Street Beach,2014-06-12 18:00:00,18.3,4.62,0.125,4.0,11.5,06/12/2014 6:00 PM,OhioStreetBeach201406121800
21593,Ohio Street Beach,2014-06-12 19:00:00,18.3,4.64,0.165,3.0,11.5,06/12/2014 7:00 PM,OhioStreetBeach201406121900
21594,Ohio Street Beach,2014-06-12 20:00:00,18.3,4.6,0.126,4.0,11.5,06/12/2014 8:00 PM,OhioStreetBeach201406122000
21595,Ohio Street Beach,2014-06-12 21:00:00,18.1,4.57,0.135,4.0,11.5,06/12/2014 9:00 PM,OhioStreetBeach201406122100
21596,Ohio Street Beach,2014-06-12 22:00:00,18.0,4.47,0.141,2.0,11.5,06/12/2014 10:00 PM,OhioStreetBeach201406122200
21597,Ohio Street Beach,2014-06-12 23:00:00,17.8,4.44,0.122,2.0,11.5,06/12/2014 11:00 PM,OhioStreetBeach201406122300
21622,Ohio Street Beach,2014-06-13 00:00:00,17.6,4.45,0.116,3.0,11.5,06/13/2014 12:00 AM,OhioStreetBeach201406132400
21599,Ohio Street Beach,2014-06-13 01:00:00,17.4,4.49,0.117,3.0,11.5,06/13/2014 1:00 AM,OhioStreetBeach201406130100
21600,Ohio Street Beach,2014-06-13 02:00:00,17.3,4.57,0.148,2.0,11.5,06/13/2014 2:00 AM,OhioStreetBeach201406130200
21601,Ohio Street Beach,2014-06-13 03:00:00,17.2,4.43,0.141,2.0,11.5,06/13/2014 3:00 AM,OhioStreetBeach201406130300
21602,Ohio Street Beach,2014-06-13 04:00:00,17.1,4.35,0.133,3.0,11.5,06/13/2014 4:00 AM,OhioStreetBeach201406130400
21603,Ohio Street Beach,2014-06-13 05:00:00,17.0,4.46,0.104,3.0,11.5,06/13/2014 5:00 AM,OhioStreetBeach201406130500
21604,Ohio Street Beach,2014-06-13 06:00:00,16.9,4.42,0.127,3.0,11.5,06/13/2014 6:00 AM,OhioStreetBeach201406130600
21605,Ohio Street Beach,2014-06-13 07:00:00,16.8,4.48,0.115,3.0,11.5,06/13/2014 7:00 AM,OhioStreetBeach201406130700
21606,Ohio Street Beach,2014-06-13 08:00:00,16.8,4.4,0.144,3.0,11.5,06/13/2014 8:00 AM,OhioStreetBeach201406130800
21607,Ohio Street Beach,2014-06-13 09:00:00,17.0,4.39,0.143,3.0,11.5,06/13/2014 9:00 AM,OhioStreetBeach201406130900
21608,Ohio Street Beach,2014-06-13 10:00:00,17.1,4.29,0.153,3.0,11.5,06/13/2014 10:00 AM,OhioStreetBeach201406131000
21609,Ohio Street Beach,2014-06-13 11:00:00,17.5,4.11,0.14,3.0,11.4,06/13/2014 11:00 AM,OhioStreetBeach201406131100
21610,Ohio Street Beach,2014-06-13 12:00:00,18.3,4.08,0.153,3.0,11.5,06/13/2014 12:00 PM,OhioStreetBeach201406131200
21611,Ohio Street Beach,2014-06-13 13:00:00,19.2,3.77,0.134,2.0,11.4,06/13/2014 1:00 PM,OhioStreetBeach201406131300
21612,Ohio Street Beach,2014-06-13 14:00:00,19.3,4.02,0.132,2.0,11.5,06/13/2014 2:00 PM,OhioStreetBeach201406131400
21613,Ohio Street Beach,2014-06-13 15:00:00,18.7,3.7,0.144,3.0,11.4,06/13/2014 3:00 PM,OhioStreetBeach201406131500
21614,Ohio Street Beach,2014-06-13 16:00:00,18.4,3.25,0.138,3.0,11.4,06/13/2014 4:00 PM,OhioStreetBeach201406131600
21615,Ohio Street Beach,2014-06-13 17:00:00,17.6,3.09,0.154,3.0,11.4,06/13/2014 5:00 PM,OhioStreetBeach201406131700
21616,Ohio Street Beach,2014-06-13 18:00:00,17.3,2.85,0.144,3.0,11.4,06/13/2014 6:00 PM,OhioStreetBeach201406131800
21617,Ohio Street Beach,2014-06-13 19:00:00,16.9,2.73,0.147,2.0,11.4,06/13/2014 7:00 PM,OhioStreetBeach201406131900
21618,Ohio Street Beach,2014-06-13 20:00:00,16.4,2.48,0.136,3.0,11.4,06/13/2014 8:00 PM,OhioStreetBeach201406132000
21619,Ohio Street Beach,2014-06-13 21:00:00,16.1,2.31,0.11,4.0,11.4,06/13/2014 9:00 PM,OhioStreetBeach201406132100
21620,Ohio Street Beach,2014-06-13 22:00:00,16.0,2.28,0.107,4.0,11.4,06/13/2014 10:00 PM,OhioStreetBeach201406132200
21621,Ohio Street Beach,2014-06-13 23:00:00,15.9,2.13,0.101,4.0,11.4,06/13/2014 11:00 PM,OhioStreetBeach201406132300
21646,Ohio Street Beach,2014-06-14 00:00:00,15.9,2.09,0.11,3.0,11.4,06/14/2014 12:00 AM,OhioStreetBeach201406142400
21623,Ohio Street Beach,2014-06-14 01:00:00,15.9,2.17,0.098,3.0,11.4,06/14/2014 1:00 AM,OhioStreetBeach201406140100
21624,Ohio Street Beach,2014-06-14 02:00:00,15.8,2.25,0.107,3.0,11.4,06/14/2014 2:00 AM,OhioStreetBeach201406140200
21625,Ohio Street Beach,2014-06-14 03:00:00,15.8,2.04,0.098,4.0,11.4,06/14/2014 3:00 AM,OhioStreetBeach201406140300
21626,Ohio Street Beach,2014-06-14 04:00:00,15.7,2.04,0.1,4.0,11.4,06/14/2014 4:00 AM,OhioStreetBeach201406140400
21627,Ohio Street Beach,2014-06-14 05:00:00,15.7,2.02,0.095,4.0,11.4,06/14/2014 5:00 AM,OhioStreetBeach201406140500
21628,Ohio Street Beach,2014-06-14 06:00:00,15.6,1.96,0.101,3.0,11.4,06/14/2014 6:00 AM,OhioStreetBeach201406140600
21629,Ohio Street Beach,2014-06-14 07:00:00,15.8,1.91,0.12,4.0,11.4,06/14/2014 7:00 AM,OhioStreetBeach201406140700
21630,Ohio Street Beach,2014-06-14 08:00:00,15.8,1.85,0.098,3.0,11.4,06/14/2014 8:00 AM,OhioStreetBeach201406140800
21631,Ohio Street Beach,2014-06-14 09:00:00,16.1,1.92,0.116,2.0,11.4,06/14/2014 9:00 AM,OhioStreetBeach201406140900
