Row ID,Battery Life,Beach Name,TSNE-0,TSNE-1,Measurement Timestamp,Turbidity,Water Temperature,Wave Height,Wave Period,t_0_trx,t_1_trx,AscendingManifold,MorseSmaleManifold
24298,1.01299,3,-61.1332,-43.9775,1464595200,-0.122868,-1.44905,-0.87162,0.0764631,41,73,11,12
24299,1.1502,2,-60.9581,-44.0096,1464598800,-0.150173,-1.80282,-0.964182,0.0764631,42,73,11,12
24300,1.01299,3,-60.9581,-44.0096,1464598800,-0.120918,-1.30164,-1.04517,0.0764631,42,73,11,12
24301,1.1502,2,-60.7835,-44.0423,1464602400,-0.150173,-1.59645,-0.906331,0.0764631,42,73,11,12
24302,1.01299,3,-60.7835,-44.0423,1464602400,-0.098814,-1.30164,-0.83691,-0.568405,42,73,11,12
24303,1.1502,2,-60.6103,-44.0756,1464606000,-0.150173,-1.53749,-0.755918,0.0764631,42,73,11,12
24304,1.01299,3,-60.6103,-44.0756,1464606000,-0.0835362,-1.06579,-0.316251,-0.568405,42,73,11,12
24305,1.1502,2,-60.4381,-44.1097,1464609600,-0.150173,-1.50801,-0.385672,0.721331,43,73,11,12
24306,1.01299,3,-60.4381,-44.1097,1464609600,-0.106615,-1.24268,0.019285,-0.568405,43,73,11,12
24307,1.1502,2,-60.2636,-44.1453,1464613200,-0.150173,-1.15423,0.0655658,0.0764631,43,73,11,12
24308,1.01299,3,-60.2636,-44.1453,1464613200,-0.0637077,-1.00683,0.077136,-0.568405,43,73,11,12
24309,1.1502,2,-60.0901,-44.1817,1464616800,-0.150173,-0.859418,-0.223689,-0.568405,43,73,11,12
24310,1.01299,3,-60.0901,-44.1817,1464616800,-0.10369,-0.8889,0.100276,-0.568405,43,73,11,12
24311,1.01299,2,-59.9167,-44.2193,1464620400,-0.150173,-1.09527,-0.0269958,0.721331,44,73,11,12
24312,1.01299,3,-59.9167,-44.2193,1464620400,-0.0796355,-1.00683,0.169698,-1.21327,44,73,11,12
24313,1.01299,2,-59.745,-44.2577,1464624000,-0.150173,-1.33112,-0.200549,0.721331,44,73,11,12
24314,1.01299,3,-59.745,-44.2577,1464624000,-0.0799606,-1.21319,-0.096417,-0.568405,44,73,11,12
24315,1.01299,2,-59.5717,-44.2978,1464627600,-0.150173,-1.50801,-0.443523,-0.568405,44,73,11,12
24316,1.01299,3,-59.5717,-44.2978,1464627600,-0.0695587,-1.30164,-0.316251,-0.568405,44,73,11,12
24317,1.01299,2,-59.4005,-44.3387,1464631200,-0.150173,-1.50801,-0.154268,0.721331,44,73,11,12
