Row ID,Battery Life,Beach Name,UMAP-0,UMAP-1,Measurement Timestamp,Turbidity,Water Temperature,Wave Height,Wave Period,u_0_trx,u_1_trx,AscendingManifold,MorseSmaleManifold
3924,-0.633588,3,-8.9192,-60.3013,1404468000,-0.136521,-0.859418,0.0539956,-1.21327,133,45,5,6
3925,-0.0847284,4,-9.13511,-60.7896,1404471600,-0.125469,-0.564605,-0.327821,-1.21327,132,44,5,6
3926,-0.633588,5,-9.13511,-60.7896,1404471600,-0.116692,-0.476161,0.435812,-1.21327,132,44,5,6
3927,-0.359158,0,-9.13511,-60.7896,1404471600,-0.125794,-0.68253,0.528374,-1.21327,132,44,5,6
3928,-1.18245,1,-9.13511,-60.7896,1404471600,-0.105965,-0.151866,-0.628646,-1.21327,132,44,5,6
3929,-0.908017,2,-9.13511,-60.7896,1404471600,-0.138796,-0.535124,0.146557,-1.21327,132,44,5,6
3930,-0.633588,3,-9.13511,-60.7896,1404471600,-0.13392,-0.741493,0.111847,-1.21327,132,44,5,6
3931,-0.359158,0,-9.34475,-61.2713,1404475200,-0.129044,-0.653049,0.262259,-0.568405,132,43,5,6
3932,-1.04523,1,-9.34475,-61.2713,1404475200,-0.108891,-0.063422,-0.686497,-0.568405,132,43,5,6
3933,-0.908017,2,-9.34475,-61.2713,1404475200,-0.139771,-0.44668,-0.0269958,-1.21327,132,43,5,6
3934,-0.633588,3,-9.34475,-61.2713,1404475200,-0.138471,-0.564605,-0.0269958,-0.568405,132,43,5,6
3935,-0.0847284,4,-9.34475,-61.2713,1404475200,-0.126769,-0.476161,-0.223689,0.0764631,132,43,5,6
3936,-0.633588,5,-9.34475,-61.2713,1404475200,-0.122543,-0.387717,0.192838,-0.568405,132,43,5,6
3937,-0.359158,0,-9.55028,-61.7464,1404478800,-0.131645,-0.564605,0.493663,-0.568405,132,42,5,6
3938,-1.18245,1,-9.55028,-61.7464,1404478800,-0.109866,0.0545034,-0.223689,-1.21327,132,42,5,6
3939,-0.908017,2,-9.55028,-61.7464,1404478800,-0.138796,-0.299273,0.748207,-1.21327,132,42,5,6
3940,-0.633588,3,-9.55028,-61.7464,1404478800,-0.130995,-0.269791,0.539944,-0.568405,132,42,5,6
3941,-0.0847284,4,-9.55028,-61.7464,1404478800,-0.134895,-0.387717,0.0539956,-0.568405,132,42,5,6
3942,-0.633588,5,-9.55028,-61.7464,1404478800,-0.122868,-0.122385,0.366391,-0.568405,132,42,5,6
3943,-0.633588,5,-9.74856,-62.2002,1404482400,-0.126769,-0.063422,0.146557,-1.21327,131,41,5,6
3944,-0.359158,0,-9.74856,-62.2002,1404482400,-0.13522,-0.387717,0.0308552,-0.568405,131,41,5,6
3945,-1.18245,1,-9.74856,-62.2002,1404482400,-0.107591,0.20191,-0.674927,-1.21327,131,41,5,6
3946,-0.908017,2,-9.74856,-62.2002,1404482400,-0.141072,-0.210829,0.262259,-0.568405,131,41,5,6
3947,-0.633588,3,-9.74856,-62.2002,1404482400,-0.141072,-0.210829,0.239119,-0.568405,131,41,5,6
3948,-0.0847284,4,-9.74856,-62.2002,1404482400,-0.13002,-0.181347,-0.0848468,-0.568405,131,41,5,6
3949,-0.0847284,4,-9.94442,-62.6317,1404486000,-0.125144,-0.063422,-0.350961,-0.568405,131,41,5,6
3950,-0.633588,5,-9.94442,-62.6317,1404486000,-0.127094,-0.00445926,0.377961,-0.568405,131,41,5,6
3951,-0.359158,0,-9.94442,-62.6317,1404486000,-0.13262,0.0545034,0.100276,0.0764631,131,41,5,6
3952,-1.18245,1,-9.94442,-62.6317,1404486000,-0.0981639,0.319836,-0.628646,1.3662,131,41,5,6
3953,-0.908017,2,-9.94442,-62.6317,1404486000,-0.141722,0.172429,-0.096417,3.94567,131,41,5,6
3954,-0.633588,3,-9.94442,-62.6317,1404486000,-0.135871,0.0545034,-0.188979,-0.568405,131,41,5,6
3955,-0.0847284,4,-10.1624,-63.0861,1404489600,-0.129044,0.0545034,-0.0617064,0.721331,130,40,5,6
3956,-0.359158,0,-10.1624,-63.0861,1404489600,-0.127094,0.260873,0.192838,-0.568405,130,40,5,6
3957,-1.18245,1,-10.1624,-63.0861,1404489600,-0.0841864,0.467242,-0.431953,-1.21327,130,40,5,6
3958,-0.908017,2,-10.1624,-63.0861,1404489600,-0.124819,0.526205,0.0308552,0.0764631,130,40,5,6
3959,-0.633588,3,-10.1624,-63.0861,1404489600,-0.125469,0.142947,-0.0269958,-0.568405,130,40,5,6
3960,-0.359158,0,-10.3877,-63.5259,1404493200,-0.131645,0.20191,0.273829,-1.21327,130,39,5,6
3961,-1.18245,1,-10.3877,-63.5259,1404493200,-0.109866,0.378798,-0.26997,-0.568405,130,39,5,6
3962,-0.908017,2,-10.3877,-63.5259,1404493200,-0.123843,0.585168,-0.00385538,-0.568405,130,39,5,6
3963,-0.633588,3,-10.3877,-63.5259,1404493200,-0.119293,0.20191,0.0539956,-0.568405,130,39,5,6
3964,-0.633588,5,-10.3877,-63.5259,1404493200,-0.102065,0.437761,0.493663,-1.21327,130,39,5,6
3965,-0.0847284,4,-10.3877,-63.5259,1404493200,-0.13392,0.0250221,-0.374102,-0.568405,130,39,5,6
3966,-0.0847284,4,-10.6287,-63.9589,1404496800,-0.131645,0.349317,-0.362531,2.01107,130,38,4,5
3967,-0.359158,0,-10.6287,-63.9589,1404496800,-0.127744,0.319836,0.493663,-1.21327,130,38,4,5
3968,-1.18245,1,-10.6287,-63.9589,1404496800,-0.107265,0.378798,-0.28154,-1.21327,130,38,4,5
3969,-0.908017,2,-10.6287,-63.9589,1404496800,-0.119618,0.437761,-0.0501362,2.01107,130,38,4,5
3970,-0.633588,3,-10.6287,-63.9589,1404496800,-0.112466,-0.00445926,0.0887062,-0.568405,130,38,4,5
3971,-0.0847284,4,-10.8896,-64.3885,1404500400,-0.116367,0.496724,-0.0154256,-0.568405,129,38,4,5
3972,-0.359158,0,-10.8896,-64.3885,1404500400,-0.13262,0.20191,0.516803,-0.568405,129,38,4,5
3973,-1.18245,1,-10.8896,-64.3885,1404500400,-0.0958885,0.40828,0.123417,-1.21327,129,38,4,5
3974,-0.908017,2,-10.8896,-64.3885,1404500400,-0.116042,0.496724,0.354821,-1.21327,129,38,4,5
3975,-0.633588,3,-10.8896,-64.3885,1404500400,-0.113767,-0.181347,0.181268,-0.568405,129,38,4,5
3976,-0.633588,5,-10.8896,-64.3885,1404500400,-0.120918,0.142947,0.620935,-1.21327,129,38,4,5
3977,-0.496373,5,-11.1593,-64.7878,1404504000,-0.122543,0.113466,0.458952,-0.568405,129,37,4,5
3978,-0.359158,0,-11.1593,-64.7878,1404504000,-0.133595,0.0839848,0.655646,-0.568405,129,37,4,5
3979,-1.18245,1,-11.1593,-64.7877,1404504000,-0.0425789,0.526205,-0.107987,-1.21327,129,37,4,5
3980,-0.908017,2,-11.1593,-64.7878,1404504000,-0.119618,0.378798,-0.177408,1.3662,129,37,4,5
3981,-0.633588,3,-11.1593,-64.7878,1404504000,-0.120593,-0.210829,-0.038566,-0.568405,129,37,4,5
3982,-0.0847284,4,-11.1593,-64.7878,1404504000,-0.121568,0.260873,-0.316251,-1.21327,129,37,4,5
3983,-0.633588,5,-11.4571,-65.1855,1404507600,-0.116367,0.0545034,0.169698,-0.568405,128,36,4,5
3984,-0.0847284,4,-11.4571,-65.1855,1404507600,-0.112141,0.290354,-0.119557,-1.21327,128,36,4,5
3985,-0.359158,0,-11.4571,-65.1855,1404507600,-0.13197,-0.00445926,0.401102,-1.21327,128,36,4,5
3986,-1.18245,1,-11.4571,-65.1855,1404507600,-0.0503803,0.496724,-0.478233,-0.568405,128,36,4,5
3987,-0.908017,2,-11.4571,-65.1855,1404507600,-0.107265,0.290354,-0.00385538,-0.568405,128,36,4,5
3988,-0.633588,3,-11.4571,-65.1855,1404507600,-0.115067,-0.24031,0.111847,-0.568405,128,36,4,5
3989,-0.0847284,4,-11.7874,-65.5848,1404511200,-0.126119,-0.00445926,-0.327821,3.94567,128,36,4,5
3990,-0.359158,0,-11.7874,-65.5848,1404511200,-0.13002,-0.063422,0.412672,-0.568405,128,36,4,5
3991,-1.18245,1,-11.7874,-65.5848,1404511200,-0.0692337,0.437761,-0.374102,-1.21327,128,36,4,5
3992,-0.908017,2,-11.7874,-65.5848,1404511200,-0.101089,0.0545034,-0.30468,-0.568405,128,36,4,5
3993,-0.633588,3,-11.7874,-65.5848,1404511200,-0.123193,-0.358235,0.0424254,-0.568405,128,36,4,5
3994,-3.78953,5,-11.7874,-65.5848,1404511200,-0.122868,-0.0339406,0.158127,-1.21327,128,36,4,5
3995,-0.359158,0,-12.1357,-65.9669,1404514800,-0.128069,-0.181347,0.377961,-0.568405,127,35,4,5
3996,-1.18245,1,-12.1357,-65.9669,1404514800,-0.0854866,0.349317,-0.431953,-0.568405,127,35,4,5
3997,-0.908017,2,-12.1357,-65.9669,1404514800,-0.132295,-0.063422,-0.29311,-0.568405,127,35,4,5
3998,-0.633588,3,-12.1357,-65.9669,1404514800,-0.122218,-0.44668,-0.0848468,-0.568405,127,35,4,5
3999,-0.0847284,4,-12.1357,-65.9669,1404514800,-0.129694,-0.063422,-0.408812,-0.568405,127,35,4,5
4000,-1.31966,5,-12.1357,-65.9669,1404514800,-0.129044,-0.122385,0.366391,-0.568405,127,35,4,5
4001,-1.31966,5,-12.4982,-66.3277,1404518400,-0.127094,-0.122385,0.146557,-1.21327,126,34,4,5
4002,-0.359158,0,-12.4982,-66.3277,1404518400,-0.126769,-0.210829,-0.0848468,-1.21327,126,34,4,5
4003,-1.18245,1,-12.4982,-66.3277,1404518400,-0.0939381,0.260873,-0.466663,-0.568405,126,34,4,5
4004,-0.908017,2,-12.4982,-66.3277,1404518400,-0.136196,-0.181347,-0.408812,2.01107,126,34,4,5
4005,-0.633588,3,-12.4982,-66.3277,1404518400,-0.124169,-0.505642,-0.0269958,-1.21327,126,34,4,5
4006,-0.0847284,4,-12.4982,-66.3277,1404518400,-0.13132,-0.181347,-0.327821,2.01107,126,34,4,5
4007,-2.28016,5,-12.8704,-66.6622,1404522000,-0.129369,-0.151866,-0.327821,-1.21327,126,34,4,5
4008,-0.359158,0,-12.8704,-66.6622,1404522000,-0.126769,-0.269791,-0.26997,2.01107,126,34,4,5
4009,-1.18245,1,-12.8704,-66.6622,1404522000,-0.0783353,0.290354,-0.674927,-0.568405,126,34,4,5
4010,-0.908017,2,-12.8704,-66.6622,1404522000,-0.138146,-0.269791,-0.142698,1.3662,126,34,4,5
4011,-0.633588,3,-12.8704,-66.6622,1404522000,-0.13262,-0.535124,-0.640216,-0.568405,126,34,4,5
4012,-0.0847284,4,-12.8704,-66.6622,1404522000,-0.13457,-0.269791,-0.408812,1.3662,126,34,4,5
4013,-0.0847284,4,-13.2863,-66.9994,1404525600,-0.13522,-0.358235,-0.651786,-0.568405,125,33,4,5
4014,-0.359158,0,-13.2863,-66.9994,1404525600,-0.122218,-0.328754,-0.385672,1.3662,125,33,4,5
4015,-1.18245,1,-13.2863,-66.9994,1404525600,-0.0754098,0.20191,-0.744348,-0.568405,125,33,4,5
4016,-0.908017,2,-13.2863,-66.9994,1404525600,-0.139771,-0.328754,-0.605506,-0.568405,125,33,4,5
4017,-0.633588,3,-13.2863,-66.9994,1404525600,-0.13392,-0.594086,-0.964182,1.3662,125,33,4,5
4018,-0.359158,0,-13.7121,-67.3093,1404529200,-0.125469,-0.358235,-0.385672,1.3662,124,33,4,5
4019,-1.18245,1,-13.7121,-67.3093,1404529200,-0.0971887,0.113466,-0.559225,-1.21327,124,33,4,5
4020,-0.908017,2,-13.7121,-67.3093,1404529200,-0.140096,-0.358235,-0.640216,-0.568405,124,33,4,5
4021,-0.633588,3,-13.7121,-67.3093,1404529200,-0.133595,-0.623568,-0.998892,0.721331,124,33,4,5
4022,-0.0847284,4,-13.7121,-67.3093,1404529200,-0.13392,-0.387717,-0.640216,-0.568405,124,33,4,5
4023,-0.633588,5,-13.7121,-67.3093,1404529200,-0.127744,-0.210829,-0.489804,-0.568405,124,33,4,5
4024,-0.633588,5,-14.1185,-67.5677,1404532800,-0.128069,-0.24031,-0.547655,0.721331,124,32,4,5
4025,-0.359158,0,-14.1185,-67.5677,1404532800,-0.127094,-0.358235,-0.316251,0.721331,124,32,4,5
4026,-1.18245,1,-14.1185,-67.5677,1404532800,-0.0978388,0.0545034,-0.744348,-0.568405,124,32,4,5
4027,-0.908017,2,-14.1185,-67.5677,1404532800,-0.136846,-0.358235,-0.501374,0.0764631,124,32,4,5
4028,-0.633588,3,-14.1185,-67.5677,1404532800,-0.128394,-0.653049,-0.987322,-0.568405,124,32,4,5
4029,-0.0847284,4,-14.1185,-67.5677,1404532800,-0.132295,-0.44668,-0.593935,-1.21327,124,32,4,5
4030,-0.359158,0,-14.5806,-67.8163,1404536400,-0.13002,-0.387717,-0.512944,-0.568405,123,32,4,5
4031,-1.18245,1,-14.5806,-67.8163,1404536400,-0.10434,0.0250221,-0.686497,-0.568405,123,32,4,5
4032,-0.908017,2,-14.5806,-67.8163,1404536400,-0.140746,-0.387717,-0.582365,-0.568405,123,32,4,5
4033,-0.633588,3,-14.5806,-67.8163,1404536400,-0.124494,-0.68253,-1.13773,-1.21327,123,32,4,5
4034,-0.0847284,4,-14.5806,-67.8163,1404536400,-0.129044,-0.505642,-0.559225,-1.21327,123,32,4,5
4035,-0.0847284,4,-15.0756,-68.0363,1404540000,-0.13002,-0.594086,-0.605506,2.01107,122,31,4,5
4036,-4.06396,5,-15.0756,-68.0363,1404540000,-0.126444,-0.299273,-0.698067,0.0764631,122,31,4,5
4037,-0.359158,0,-15.0756,-68.0363,1404540000,-0.13132,-0.417198,-0.489804,0.0764631,122,31,4,5
4038,-1.18245,1,-15.0756,-68.0363,1404540000,-0.10694,0.0250221,-0.628646,-0.568405,122,31,4,5
4039,-0.908017,2,-15.0756,-68.0363,1404540000,-0.140746,-0.387717,-0.559225,2.01107,122,31,4,5
4040,-0.633588,3,-15.0756,-68.0363,1404540000,-0.123518,-0.712012,-1.06831,-1.21327,122,31,4,5
4041,-0.359158,0,-15.5571,-68.1967,1404543600,-0.131645,-0.44668,-0.547655,2.01107,121,31,4,5
4042,-1.18245,1,-15.5571,-68.1967,1404543600,-0.109866,-0.00445926,-0.651786,-1.21327,121,31,4,5
4043,-0.908017,2,-15.5571,-68.1967,1404543600,-0.141072,-0.44668,-0.536084,-0.568405,121,31,4,5
4044,-0.633588,3,-15.5571,-68.1967,1404543600,-0.120268,-0.712012,-0.906331,-1.21327,121,31,4,5
4045,-0.0847284,4,-15.5571,-68.1967,1404543600,-0.130995,-0.594086,-0.524514,-1.21327,121,31,4,5
4046,-2.82902,5,-15.5571,-68.1967,1404543600,-0.124169,-0.328754,-0.802199,2.65594,121,31,4,5
4047,-0.359158,0,-16.0618,-68.3006,1404547200,-0.13327,-0.44668,-0.466663,-0.568405,120,31,4,5
4048,-1.18245,1,-16.0618,-68.3006,1404547200,-0.112141,0.0250221,-0.767488,-0.568405,120,31,4,5
4049,-0.908017,2,-16.0618,-68.3006,1404547200,-0.136196,-0.535124,-0.327821,-0.568405,120,31,4,5
4050,-0.633588,3,-16.0618,-68.3006,1404547200,-0.122868,-0.68253,-0.559225,-1.21327,120,31,4,5
4051,-0.0847284,4,-16.0618,-68.3006,1404547200,-0.13067,-0.535124,-0.235259,-1.21327,120,31,4,5
4052,-1.73131,5,-16.0618,-68.3006,1404547200,-0.117992,-0.358235,-0.86005,2.01107,120,31,4,5
4053,-0.359158,0,-16.5896,-68.3394,1404550800,-0.131645,-0.44668,-0.559225,-0.568405,119,31,4,5
4054,-1.18245,1,-16.5896,-68.3394,1404550800,-0.112791,0.0545034,-0.721208,-0.568405,119,31,4,5
4055,-0.908017,2,-16.5896,-68.3394,1404550800,-0.135546,-0.535124,-0.408812,-1.21327,119,31,4,5
4056,-0.633588,3,-16.5896,-68.3394,1404550800,-0.120593,-0.623568,-0.466663,-0.568405,119,31,4,5
4057,-0.0847284,4,-16.5896,-68.3394,1404550800,-0.132295,-0.564605,-0.0848468,-1.21327,119,31,4,5
4058,-1.73131,5,-16.5896,-68.3394,1404550800,-0.120268,-0.535124,-0.894761,-0.568405,119,31,4,5
4059,-0.359158,0,-17.1226,-68.3,1404554400,-0.128394,-0.476161,-0.327821,-1.21327,118,31,4,5
4060,-1.18245,1,-17.1226,-68.3,1404554400,-0.111491,0.113466,-0.906331,-0.568405,118,31,4,5
4061,-0.908017,2,-17.1226,-68.3,1404554400,-0.134245,-0.476161,-0.501374,-0.568405,118,31,4,5
4062,-0.633588,3,-17.1226,-68.3,1404554400,-0.117017,-0.564605,-0.443523,-0.568405,118,31,4,5
4063,-0.0847284,4,-17.1226,-68.3,1404554400,-0.133595,-0.505642,-0.038566,-0.568405,118,31,4,5
4064,-1.86852,5,-17.1226,-68.3,1404554400,-0.120593,-0.564605,-0.87162,-0.568405,118,31,4,5
4065,-0.633588,5,-17.6399,-68.1757,1404558000,-0.114742,-0.594086,-0.86005,-0.568405,117,31,4,5
4066,-0.359158,0,-17.6399,-68.1757,1404558000,-0.126119,-0.623568,-0.686497,-0.568405,117,31,4,5
4067,-1.18245,1,-17.6399,-68.1757,1404558000,-0.112466,0.142947,-0.941041,-1.21327,117,31,4,5
4068,-0.908017,2,-17.6399,-68.1757,1404558000,-0.139121,-0.535124,-0.223689,0.0764631,117,31,4,5
4069,-0.633588,3,-17.6399,-68.1757,1404558000,-0.109866,-0.564605,-0.339391,-0.568405,117,31,4,5
4070,-0.0847284,4,-17.6399,-68.1757,1404558000,-0.13067,-0.476161,0.111847,0.0764631,117,31,4,5
4071,-1.73131,5,-18.1302,-67.963,1404561600,-0.123843,-0.653049,-0.478233,-0.568405,117,31,4,5
4072,-0.0847284,4,-18.1302,-67.963,1404561600,-0.131645,-0.594086,-0.119557,-0.568405,117,31,4,5
4073,-0.359158,0,-18.1302,-67.963,1404561600,-0.127744,-0.623568,-0.501374,-0.568405,117,31,4,5
4074,-1.18245,1,-18.1302,-67.963,1404561600,-0.115067,0.172429,-0.813769,-0.568405,117,31,4,5
4075,-0.908017,2,-18.1302,-67.963,1404561600,-0.140421,-0.505642,-0.0732766,0.0764631,117,31,4,5
4076,-0.770802,3,-18.1302,-67.963,1404561600,-0.0994641,-0.623568,-0.24683,-0.568405,117,31,4,5
4077,-0.221943,4,-18.569,-67.67,1404565200,-0.137171,-0.535124,-0.2584,-0.568405,116,32,4,5
4078,-0.359158,0,-18.569,-67.6701,1404565200,-0.128069,-0.594086,-0.698067,-0.568405,116,32,4,5
4079,-1.18245,1,-18.569,-67.67,1404565200,-0.115067,0.172429,-0.582365,-1.21327,116,32,4,5
4080,-0.908017,2,-18.569,-67.67,1404565200,-0.140746,-0.44668,-0.466663,-0.568405,116,32,4,5
4081,-0.633588,3,-18.569,-67.67,1404565200,-0.0874369,-0.505642,-0.26997,-0.568405,116,32,4,5
4082,-0.633588,5,-18.569,-67.6701,1404565200,-0.117667,-0.623568,-0.651786,0.0764631,116,32,4,5
4083,-0.359158,0,-18.949,-67.3043,1404568800,-0.128069,-0.594086,-0.559225,-0.568405,115,33,4,5
4084,-1.18245,1,-18.949,-67.3043,1404568800,-0.116042,0.20191,-0.663357,-1.21327,115,33,4,5
4085,-0.908017,2,-18.949,-67.3043,1404568800,-0.13457,-0.417198,-0.408812,-0.568405,115,33,4,5
4086,-0.633588,3,-18.949,-67.3043,1404568800,-0.087762,-0.623568,-0.165838,-1.21327,115,33,4,5
4087,-0.0847284,4,-18.949,-67.3043,1404568800,-0.132945,-0.505642,-0.0848468,-1.21327,115,33,4,5
4088,-0.633588,5,-18.949,-67.3043,1404568800,-0.114417,-0.653049,-0.524514,-1.21327,115,33,4,5
4089,-0.359158,0,-19.2616,-66.8788,1404572400,-0.128394,-0.594086,-0.339391,-0.568405,115,33,4,5
4090,-1.18245,1,-19.2616,-66.8788,1404572400,-0.115067,0.231392,-0.501374,-1.21327,115,33,4,5
4091,-0.908017,2,-19.2616,-66.8788,1404572400,-0.135871,-0.44668,-0.420382,0.0764631,115,33,4,5
4092,-0.633588,3,-19.2616,-66.8788,1404572400,-0.0835362,-0.594086,-0.165838,-0.568405,115,33,4,5
4093,-0.221943,4,-19.2616,-66.8788,1404572400,-0.136196,-0.535124,-0.131128,0.0764631,115,33,4,5
4094,-0.633588,5,-19.2616,-66.8788,1404572400,-0.114417,-0.741493,-0.188979,1.3662,115,33,4,5
4095,-0.633588,5,-19.5038,-66.402,1404576000,-0.107591,-0.770974,-0.431953,-0.568405,114,34,11,12
4096,-0.359158,0,-19.5038,-66.402,1404576000,-0.125144,-0.623568,-0.00385538,-0.568405,114,34,11,12
4097,-1.18245,1,-19.5038,-66.402,1404576000,-0.116042,0.231392,-0.651786,0.0764631,114,34,11,12
4098,-0.908017,2,-19.5038,-66.402,1404576000,-0.13457,-0.417198,-0.188979,0.721331,114,34,11,12
4099,-0.633588,3,-19.5038,-66.402,1404576000,-0.0815859,-0.564605,-0.212119,-0.568405,114,34,11,12
4100,-0.221943,4,-19.5038,-66.402,1404576000,-0.124169,-0.44668,-0.131128,0.0764631,114,34,11,12
4101,-0.221943,4,-19.6724,-65.8993,1404579600,-0.128069,-0.387717,-0.119557,-1.21327,114,35,11,12
4102,-0.359158,0,-19.6724,-65.8993,1404579600,-0.127094,-0.653049,-0.0848468,-1.21327,114,35,11,12
4103,-1.18245,1,-19.6724,-65.8993,1404579600,-0.113442,0.260873,-0.825339,0.0764631,114,35,11,12
4104,-0.908017,2,-19.6724,-65.8993,1404579600,-0.139121,-0.44668,-0.408812,-0.568405,114,35,11,12
4105,-0.633588,3,-19.6724,-65.8993,1404579600,-0.0864618,-0.623568,-0.29311,-0.568405,114,35,11,12
4106,-0.633588,5,-19.6724,-65.8993,1404579600,-0.115717,-0.770974,-0.466663,0.0764631,114,35,11,12
4107,-0.633588,5,-19.775,-65.3833,1404583200,-0.116042,-0.770974,-0.443523,2.65594,114,36,11,12
4108,-0.359158,0,-19.775,-65.3833,1404583200,-0.125144,-0.712012,-0.466663,-0.568405,114,36,11,12
4109,-1.18245,1,-19.775,-65.3833,1404583200,-0.117992,0.231392,-0.582365,-0.568405,114,36,11,12
4110,-0.908017,2,-19.775,-65.3833,1404583200,-0.137171,-0.476161,-0.142698,2.01107,114,36,11,12
4111,-0.770802,3,-19.775,-65.3833,1404583200,-0.0809358,-0.594086,-0.165838,-0.568405,114,36,11,12
4112,-0.221943,4,-19.775,-65.3833,1404583200,-0.125144,-0.417198,-0.142698,-0.568405,114,36,11,12
4113,-0.221943,4,-19.8213,-64.8524,1404586800,-0.121893,-0.44668,-0.28154,-0.568405,114,37,11,12
4114,-0.633588,5,-19.8213,-64.8524,1404586800,-0.117342,-0.829937,-0.2584,0.0764631,114,37,11,12
4115,-0.359158,0,-19.8213,-64.8524,1404586800,-0.126444,-0.712012,-0.28154,-0.568405,114,37,11,12
4116,-1.18245,1,-19.8213,-64.8524,1404586800,-0.115067,0.231392,-0.466663,-1.21327,114,37,11,12
4117,-0.908017,2,-19.8213,-64.8524,1404586800,-0.129369,-0.44668,-0.339391,-0.568405,114,37,11,12
4118,-0.633588,3,-19.8213,-64.8524,1404586800,-0.0815859,-0.653049,-0.0848468,-1.21327,114,37,11,12
4119,-0.359158,0,-19.8196,-64.317,1404590400,-0.129044,-0.712012,-0.350961,0.721331,114,38,11,12
4120,-1.18245,1,-19.8196,-64.317,1404590400,-0.104665,0.20191,-0.825339,-1.21327,114,38,11,12
4121,-0.908017,2,-19.8196,-64.317,1404590400,-0.13392,-0.476161,-0.83691,0.721331,114,38,11,12
4122,-0.770802,3,-19.8196,-64.317,1404590400,-0.0851615,-0.653049,-0.362531,-0.568405,114,38,11,12
4123,-0.221943,4,-19.8196,-64.317,1404590400,-0.127744,-0.387717,-0.779059,0.0764631,114,38,11,12
4124,-0.633588,5,-19.8196,-64.317,1404590400,-0.119943,-0.859418,-0.420382,-0.568405,114,38,11,12
4125,-0.359158,0,-19.7811,-63.7907,1404594000,-0.130995,-0.712012,-0.617076,0.721331,114,39,11,12
4126,-1.18245,1,-19.7811,-63.7907,1404594000,-0.106615,0.113466,-1.01046,-0.568405,114,39,11,12
4127,-0.908017,2,-19.7811,-63.7907,1404594000,-0.133595,-0.505642,-0.964182,0.0764631,114,39,11,12
4128,-0.770802,3,-19.7811,-63.7907,1404594000,-0.0841864,-0.68253,-0.628646,-1.21327,114,39,11,12
4129,-0.221943,4,-19.7811,-63.7907,1404594000,-0.136196,-0.564605,-0.732778,-0.568405,114,39,11,12
4130,-0.770802,5,-19.7811,-63.7906,1404594000,-0.118317,-0.918381,-0.443523,1.3662,114,39,11,12
4131,-0.359158,0,-19.7161,-63.2691,1404597600,-0.126119,-0.741493,-0.385672,0.0764631,114,40,11,12
4132,-1.18245,1,-19.7161,-63.2691,1404597600,-0.113117,0.0545034,-0.975752,0.0764631,114,40,11,12
4133,-0.908017,2,-19.7161,-63.2691,1404597600,-0.132295,-0.505642,-0.779059,0.0764631,114,40,11,12
4134,-0.633588,3,-19.7161,-63.2691,1404597600,-0.0864618,-0.712012,-0.443523,-0.568405,114,40,11,12
4135,-0.770802,5,-19.7161,-63.2691,1404597600,-0.125144,-0.947863,-0.559225,0.0764631,114,40,11,12
4136,-0.221943,4,-19.7161,-63.2691,1404597600,-0.13457,-0.535124,-0.593935,0.0764631,114,40,11,12
4137,-0.221943,4,-19.6343,-62.7514,1404601200,-0.138146,-0.594086,-0.894761,-0.568405,114,41,11,12
4138,-0.633588,5,-19.6343,-62.7514,1404601200,-0.125144,-0.947863,-0.154268,0.0764631,114,41,11,12
4139,-0.359158,0,-19.6343,-62.7514,1404601200,-0.128394,-0.800456,-0.478233,0.0764631,114,41,11,12
4140,-1.18245,1,-19.6343,-62.7514,1404601200,-0.111816,-0.00445926,-1.1493,-0.568405,114,41,11,12
4141,-1.04523,2,-19.6343,-62.7514,1404601200,-0.134895,-0.505642,-0.917901,0.721331,114,41,11,12
4142,-0.770802,3,-19.6343,-62.7514,1404601200,-0.0880871,-0.712012,-0.582365,-0.568405,114,41,11,12
4143,-0.359158,0,-19.5462,-62.2421,1404604800,-0.128394,-0.829937,-0.790629,0.0764631,114,41,11,12
4144,-1.18245,1,-19.5462,-62.2421,1404604800,-0.112791,-0.0339406,-1.16088,-0.568405,114,41,11,12
4145,-0.908017,2,-19.5462,-62.2421,1404604800,-0.13002,-0.653049,-0.941041,2.65594,114,41,11,12
4146,-0.770802,3,-19.5462,-62.2421,1404604800,-0.0900374,-0.712012,-0.605506,0.0764631,114,41,11,12
4147,-0.221943,4,-19.5462,-62.2421,1404604800,-0.128719,-0.594086,-0.790629,2.65594,114,41,11,12
4148,-0.633588,5,-19.5462,-62.2421,1404604800,-0.120593,-0.947863,-0.698067,0.0764631,114,41,11,12
4149,-0.359158,0,-19.4589,-61.7311,1404608400,-0.13067,-0.8889,-0.998892,0.0764631,114,42,11,12
4150,-1.18245,1,-19.4589,-61.7311,1404608400,-0.111816,-0.122385,-1.20716,0.0764631,114,42,11,12
4151,-1.04523,2,-19.4589,-61.7311,1404608400,-0.13197,-0.741493,-0.917901,2.01107,114,42,11,12
4152,-0.633588,3,-19.4589,-61.7311,1404608400,-0.0913376,-0.712012,-0.88319,-1.21327,114,42,11,12
4153,-0.633588,5,-19.4589,-61.7311,1404608400,-0.121893,-0.977344,-1.02203,0.0764631,114,42,11,12
4154,-0.221943,4,-19.4589,-61.7311,1404608400,-0.132295,-0.68253,-0.813769,2.01107,114,42,11,12
4155,-0.633588,5,-19.3811,-61.2212,1404612000,-0.124169,-0.977344,-1.04517,2.01107,114,43,11,12
4156,-0.221943,4,-19.3811,-61.2212,1404612000,-0.126119,-0.741493,-0.941041,0.721331,114,43,11,12
