Row ID,Battery Life,Beach Name,TSNE-0,TSNE-1,Measurement Timestamp,Turbidity,Water Temperature,Wave Height,Wave Period,t_0_trx,t_1_trx,AscendingManifold,MorseSmaleManifold
10261,2.38514,5,5.95626,87.7366,1431507600,-0.150173,-1.00683,-1.80881,3.3008,159,302,-1,0
10262,0.0524863,3,5.9567,87.738,1431532800,-0.150173,-0.328754,-1.85509,1.3662,159,302,-1,0
10263,0.73856,0,6.06814,89.7423,1432029600,-0.111491,-2.45141,0.401102,-0.568405,159,306,-1,0
10264,0.875775,1,6.01707,89.7052,1432036800,-0.110516,-1.95023,-0.316251,-0.568405,159,306,-1,0
10265,0.875775,2,6.01707,89.7052,1432036800,-0.13522,-2.24504,0.667216,-0.568405,159,306,-1,0
10266,0.601345,4,6.01707,89.7052,1432036800,-0.122868,-2.06815,0.412672,0.0764631,159,306,-1,0
10267,0.601345,4,5.97883,89.6756,1432040400,-0.119618,-2.03867,0.667216,0.0764631,159,306,-1,0
10268,0.73856,0,5.97883,89.6756,1432040400,-0.110516,-2.42193,0.227549,-0.568405,159,306,-1,0
10269,0.875775,1,5.97883,89.6756,1432040400,-0.107916,-1.95023,-0.316251,-0.568405,159,306,-1,0
10270,0.875775,2,5.97883,89.6756,1432040400,-0.13392,-2.21556,0.87548,-0.568405,159,306,-1,0
10271,0.73856,0,5.9233,89.6318,1432044000,-0.108891,-2.42193,0.725067,-0.568405,159,306,-1,0
10272,0.875775,1,5.9233,89.6318,1432044000,-0.105315,-1.95023,-0.107987,0.0764631,159,306,-1,0
10273,0.875775,2,5.9233,89.6318,1432044000,-0.13262,-2.21556,1.34986,-0.568405,159,306,-1,0
10274,0.601345,4,5.9233,89.6318,1432044000,-0.112141,-2.03867,1.18787,-0.568405,159,306,-1,0
10275,0.601345,4,5.8365,89.5618,1432047600,-0.114092,-2.03867,1.07217,-0.568405,158,305,-1,0
10276,0.73856,0,5.8365,89.5618,1432047600,-0.10629,-2.42193,0.91019,-0.568405,158,305,-1,0
10277,0.875775,1,5.8365,89.5618,1432047600,-0.109866,-1.95023,0.539944,-0.568405,158,305,-1,0
