Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,8/1/2014 22:00,20.4,1.43,1.498,0.069,4,11,8/1/2014 22:00,CalumetBeach201408012200
Calumet Beach,8/1/2014 23:00,20.4,1.37,1.452,0.071,6,11,8/1/2014 23:00,CalumetBeach201408012300
Calumet Beach,8/1/2014 0:00,19,1.12,1.408,0.08,3,11.1,8/1/2014 0:00,CalumetBeach201408012400
Calumet Beach,8/2/2014 1:00,20.2,1.42,1.496,0.065,4,11,8/2/2014 1:00,CalumetBeach201408020100
Calumet Beach,8/2/2014 2:00,20.2,1.31,1.479,0.065,7,11,8/2/2014 2:00,CalumetBeach201408020200
Calumet Beach,8/2/2014 3:00,20.1,1.45,1.47,0.069,6,11,8/2/2014 3:00,CalumetBeach201408020300
Calumet Beach,8/2/2014 4:00,20.1,1.42,1.486,0.084,3,11,8/2/2014 4:00,CalumetBeach201408020400
Calumet Beach,8/2/2014 5:00,20,1.53,1.514,0.076,3,11,8/2/2014 5:00,CalumetBeach201408020500
Calumet Beach,8/2/2014 6:00,20,1.61,1.558,0.079,3,11,8/2/2014 6:00,CalumetBeach201408020600
Calumet Beach,8/2/2014 7:00,20,1.48,1.504,0.091,3,11,8/2/2014 7:00,CalumetBeach201408020700
Calumet Beach,8/2/2014 8:00,20.1,1.4,1.504,0.097,3,11,8/2/2014 8:00,CalumetBeach201408020800
Calumet Beach,8/2/2014 9:00,20.1,1.35,1.483,0.088,3,11,8/2/2014 9:00,CalumetBeach201408020900
Calumet Beach,8/2/2014 10:00,20.4,1.23,1.514,0.096,3,11,8/2/2014 10:00,CalumetBeach201408021000
Calumet Beach,8/2/2014 12:00,20.9,1.15,1.49,0.099,2,11,8/2/2014 12:00,CalumetBeach201408021200
Calumet Beach,8/2/2014 13:00,21.3,1.09,1.49,0.149,2,11,8/2/2014 13:00,CalumetBeach201408021300
Calumet Beach,8/2/2014 14:00,21.6,1.04,1.544,0.135,2,11,8/2/2014 14:00,CalumetBeach201408021400
Calumet Beach,8/2/2014 15:00,22.4,1.07,1.503,0.112,2,11,8/2/2014 15:00,CalumetBeach201408021500
Calumet Beach,8/2/2014 16:00,23.1,1.61,1.515,0.137,2,11,8/2/2014 16:00,CalumetBeach201408021600
Calumet Beach,8/2/2014 17:00,23.3,1.83,1.474,0.132,4,11,8/2/2014 17:00,CalumetBeach201408021700
Calumet Beach,8/2/2014 18:00,23.2,1.68,1.471,0.111,2,11,8/2/2014 18:00,CalumetBeach201408021800
Calumet Beach,8/2/2014 19:00,23.1,1.62,1.504,0.121,2,11,8/2/2014 19:00,CalumetBeach201408021900
Calumet Beach,8/2/2014 20:00,22.8,1.31,1.505,0.108,6,11,8/2/2014 20:00,CalumetBeach201408022000
Calumet Beach,8/2/2014 21:00,22.8,2,1.509,0.122,3,11,8/2/2014 21:00,CalumetBeach201408022100
Calumet Beach,8/2/2014 22:00,22.4,2.21,1.481,0.12,2,11,8/2/2014 22:00,CalumetBeach201408022200
Calumet Beach,8/2/2014 23:00,22.1,1.47,1.496,0.089,2,11,8/2/2014 23:00,CalumetBeach201408022300
Calumet Beach,8/2/2014 0:00,20.3,1.35,1.492,0.073,6,11,8/2/2014 0:00,CalumetBeach201408022400
Calumet Beach,8/3/2014 1:00,21.6,1.34,1.496,0.083,4,11,8/3/2014 1:00,CalumetBeach201408030100
Calumet Beach,8/3/2014 2:00,21.6,1.34,1.482,0.076,3,11,8/3/2014 2:00,CalumetBeach201408030200
Calumet Beach,8/3/2014 3:00,21.5,1.41,1.467,0.07,5,11,8/3/2014 3:00,CalumetBeach201408030300
Calumet Beach,8/3/2014 4:00,21.5,1.42,1.488,0.068,5,11,8/3/2014 4:00,CalumetBeach201408030400
Calumet Beach,8/3/2014 5:00,21.4,1.36,1.51,0.064,3,11,8/3/2014 5:00,CalumetBeach201408030500
Calumet Beach,8/3/2014 6:00,21.3,1.26,1.51,0.062,9,11,8/3/2014 6:00,CalumetBeach201408030600
Calumet Beach,8/3/2014 7:00,21.3,1.22,1.508,0.064,8,11,8/3/2014 7:00,CalumetBeach201408030700
Calumet Beach,8/3/2014 8:00,21.3,1.17,1.518,0.084,2,11,8/3/2014 8:00,CalumetBeach201408030800
Calumet Beach,8/3/2014 9:00,21.4,1.98,1.466,0.064,3,11,8/3/2014 9:00,CalumetBeach201408030900
Calumet Beach,8/3/2014 10:00,21.5,1.01,1.421,0.098,2,11,8/3/2014 10:00,CalumetBeach201408031000
Calumet Beach,8/3/2014 11:00,21.7,0.88,1.461,0.081,7,11,8/3/2014 11:00,CalumetBeach201408031100
Calumet Beach,8/3/2014 12:00,21.9,0.92,1.473,0.105,3,11,8/3/2014 12:00,CalumetBeach201408031200
Calumet Beach,8/3/2014 13:00,21.6,0.85,1.44,0.109,4,11,8/3/2014 13:00,CalumetBeach201408031300
Calumet Beach,8/3/2014 14:00,21.3,0.96,1.447,0.124,3,11,8/3/2014 14:00,CalumetBeach201408031400
Calumet Beach,8/3/2014 15:00,21.8,0.92,1.464,0.167,3,11,8/3/2014 15:00,CalumetBeach201408031500
Calumet Beach,8/3/2014 16:00,21.9,0.84,1.446,0.127,2,11,8/3/2014 16:00,CalumetBeach201408031600
Calumet Beach,8/3/2014 17:00,21.9,0.87,1.465,0.146,4,11,8/3/2014 17:00,CalumetBeach201408031700
Calumet Beach,8/3/2014 18:00,22.1,1.46,1.497,0.118,2,11,8/3/2014 18:00,CalumetBeach201408031800
Calumet Beach,8/3/2014 19:00,22.1,1.41,1.477,0.098,4,11,8/3/2014 19:00,CalumetBeach201408031900
Calumet Beach,8/3/2014 20:00,21.9,1.13,1.429,0.111,4,11,8/3/2014 20:00,CalumetBeach201408032000
Calumet Beach,8/3/2014 21:00,21.8,1.05,1.468,0.109,2,11,8/3/2014 21:00,CalumetBeach201408032100
Calumet Beach,8/3/2014 22:00,21.8,1.34,1.476,0.082,4,11,8/3/2014 22:00,CalumetBeach201408032200
Calumet Beach,8/3/2014 23:00,21.8,1.11,1.411,0.107,2,11,8/3/2014 23:00,CalumetBeach201408032300
Montrose Beach,7/24/2014 17:00,18.1,7.48,1.73,0.27,4,11.5,7/24/2014 17:00,MontroseBeach201407241700
Montrose Beach,7/24/2014 18:00,18.2,6.17,1.651,0.254,3,11.5,7/24/2014 18:00,MontroseBeach201407241800
Montrose Beach,7/24/2014 19:00,18.4,6,1.682,0.244,4,11.6,7/24/2014 19:00,MontroseBeach201407241900
Montrose Beach,7/24/2014 20:00,18.6,3.89,1.713,0.228,3,11.5,7/24/2014 20:00,MontroseBeach201407242000
Montrose Beach,7/24/2014 21:00,18.6,3.86,1.674,0.211,4,11.6,7/24/2014 21:00,MontroseBeach201407242100
Montrose Beach,7/24/2014 22:00,18.5,5.42,1.684,0.191,4,11.6,7/24/2014 22:00,MontroseBeach201407242200
Montrose Beach,7/24/2014 23:00,18.3,5.99,1.677,0.189,3,11.6,7/24/2014 23:00,MontroseBeach201407242300
Montrose Beach,7/24/2014 0:00,15.7,75.09,1.789,0.53,6,11.6,7/24/2014 0:00,MontroseBeach201407242400
Montrose Beach,7/25/2014 1:00,17.9,5.88,1.73,0.164,4,11.6,7/25/2014 1:00,MontroseBeach201407250100
Montrose Beach,7/25/2014 2:00,17.9,6.28,1.71,0.154,4,11.6,7/25/2014 2:00,MontroseBeach201407250200
Montrose Beach,7/25/2014 3:00,17.9,6.59,1.697,0.144,4,11.5,7/25/2014 3:00,MontroseBeach201407250300
Montrose Beach,7/25/2014 4:00,17.7,6.25,1.664,0.144,3,11.6,7/25/2014 4:00,MontroseBeach201407250400
Montrose Beach,7/25/2014 5:00,17.5,6.59,1.686,0.138,4,11.6,7/25/2014 5:00,MontroseBeach201407250500
Montrose Beach,7/25/2014 6:00,17.3,7.1,1.64,0.126,4,11.5,7/25/2014 6:00,MontroseBeach201407250600
Montrose Beach,7/25/2014 7:00,17.4,5.24,1.625,0.123,4,11.5,7/25/2014 7:00,MontroseBeach201407250700
Montrose Beach,7/25/2014 8:00,17.3,5.6,1.744,0.128,4,11.5,7/25/2014 8:00,MontroseBeach201407250800
Montrose Beach,7/25/2014 9:00,17.4,5.47,1.645,0.112,4,11.5,7/25/2014 9:00,MontroseBeach201407250900
Montrose Beach,7/25/2014 10:00,17.4,5.64,1.71,0.103,3,11.5,7/25/2014 10:00,MontroseBeach201407251000
Montrose Beach,7/25/2014 11:00,17.6,5.34,1.61,0.099,4,11.5,7/25/2014 11:00,MontroseBeach201407251100
Montrose Beach,7/25/2014 12:00,17.7,5,1.577,0.109,3,11.5,7/25/2014 12:00,MontroseBeach201407251200
Montrose Beach,7/25/2014 13:00,17.4,4.8,1.613,0.132,4,11.5,7/25/2014 13:00,MontroseBeach201407251300
Montrose Beach,7/25/2014 14:00,17.5,4.77,1.609,0.125,4,11.5,7/25/2014 14:00,MontroseBeach201407251400
Montrose Beach,7/25/2014 15:00,17.8,5.39,1.698,0.132,3,11.5,7/25/2014 15:00,MontroseBeach201407251500
Montrose Beach,7/25/2014 16:00,18.3,4.88,1.688,0.152,4,11.5,7/25/2014 16:00,MontroseBeach201407251600
Montrose Beach,7/25/2014 17:00,18,4.47,1.623,0.101,8,11.5,7/25/2014 17:00,MontroseBeach201407251700
Montrose Beach,7/25/2014 18:00,17.9,4.21,1.555,0.094,4,11.5,7/25/2014 18:00,MontroseBeach201407251800
Montrose Beach,7/25/2014 19:00,17.9,4.22,1.579,0.086,7,11.5,7/25/2014 19:00,MontroseBeach201407251900
Montrose Beach,7/25/2014 20:00,17.6,4.07,1.558,0.095,6,11.5,7/25/2014 20:00,MontroseBeach201407252000
Montrose Beach,7/25/2014 21:00,17.4,3.87,1.66,0.086,5,11.5,7/25/2014 21:00,MontroseBeach201407252100
Montrose Beach,7/25/2014 22:00,17.4,3.81,1.573,0.083,4,11.5,7/25/2014 22:00,MontroseBeach201407252200
Montrose Beach,7/25/2014 23:00,17.4,3.89,1.649,0.088,9,11.5,7/25/2014 23:00,MontroseBeach201407252300
Montrose Beach,7/25/2014 0:00,18.1,5.94,1.701,0.175,3,11.6,7/25/2014 0:00,MontroseBeach201407252400
Montrose Beach,7/26/2014 1:00,17.4,3.44,1.636,0.084,6,11.5,7/26/2014 1:00,MontroseBeach201407260100
Montrose Beach,7/26/2014 2:00,17.4,3.66,1.63,0.089,5,11.5,7/26/2014 2:00,MontroseBeach201407260200
Montrose Beach,7/26/2014 3:00,17.3,3.86,1.625,0.09,3,11.5,7/26/2014 3:00,MontroseBeach201407260300
Montrose Beach,7/26/2014 4:00,17.3,3.64,1.623,0.098,3,11.5,7/26/2014 4:00,MontroseBeach201407260400
Montrose Beach,7/26/2014 5:00,17.2,3.41,1.583,0.107,3,11.5,7/26/2014 5:00,MontroseBeach201407260500
Montrose Beach,7/26/2014 6:00,17.3,3.22,1.624,0.09,4,11.5,7/26/2014 6:00,MontroseBeach201407260600
Montrose Beach,7/26/2014 7:00,17.3,4.12,1.561,0.091,6,11.5,7/26/2014 7:00,MontroseBeach201407260700
Montrose Beach,7/26/2014 8:00,17.3,3.38,1.605,0.096,6,11.5,7/26/2014 8:00,MontroseBeach201407260800
Montrose Beach,7/26/2014 9:00,17.5,3.38,1.567,0.1,4,11.5,7/26/2014 9:00,MontroseBeach201407260900
Montrose Beach,7/26/2014 10:00,17.8,3.41,1.561,0.119,3,11.5,7/26/2014 10:00,MontroseBeach201407261000
Montrose Beach,7/26/2014 11:00,18,3.51,1.616,0.151,4,11.5,7/26/2014 11:00,MontroseBeach201407261100
Montrose Beach,7/26/2014 12:00,18,3.14,1.618,0.135,3,11.5,7/26/2014 12:00,MontroseBeach201407261200
Montrose Beach,7/26/2014 13:00,18.1,3.22,1.631,0.125,3,11.5,7/26/2014 13:00,MontroseBeach201407261300
Montrose Beach,7/26/2014 14:00,18.4,3.03,1.501,0.197,3,11.5,7/26/2014 14:00,MontroseBeach201407261400
Montrose Beach,7/26/2014 15:00,18.5,2.9,1.619,0.138,3,11.5,7/26/2014 15:00,MontroseBeach201407261500
Montrose Beach,7/26/2014 16:00,18.8,2.5,1.58,0.134,10,11.5,7/26/2014 16:00,MontroseBeach201407261600
Montrose Beach,7/26/2014 17:00,20,3.82,1.541,0.143,3,11.5,7/26/2014 17:00,MontroseBeach201407261700
Montrose Beach,7/26/2014 18:00,20,3.82,1.636,0.172,7,11.5,7/26/2014 18:00,MontroseBeach201407261800
Montrose Beach,7/26/2014 19:00,19.4,3.45,1.59,0.145,4,11.5,7/26/2014 19:00,MontroseBeach201407261900
Montrose Beach,7/26/2014 20:00,18.6,3.83,1.495,0.11,4,11.5,7/26/2014 20:00,MontroseBeach201407262000
Montrose Beach,7/26/2014 21:00,18.4,3.37,1.74,0.116,6,11.5,7/26/2014 21:00,MontroseBeach201407262100
Montrose Beach,7/26/2014 22:00,18.3,3.14,1.539,0.092,2,11.5,7/26/2014 22:00,MontroseBeach201407262200
Montrose Beach,7/26/2014 23:00,18.2,3.15,1.536,0.091,3,11.5,7/26/2014 23:00,MontroseBeach201407262300
Montrose Beach,7/26/2014 0:00,17.3,3.64,1.619,0.085,7,11.5,7/26/2014 0:00,MontroseBeach201407262400
Montrose Beach,7/27/2014 1:00,18,3.01,1.607,0.112,6,11.5,7/27/2014 1:00,MontroseBeach201407270100
Montrose Beach,7/27/2014 2:00,18,2.89,1.659,0.105,6,11.5,7/27/2014 2:00,MontroseBeach201407270200
Montrose Beach,7/27/2014 3:00,18,3.08,1.607,0.097,4,11.5,7/27/2014 3:00,MontroseBeach201407270300
Montrose Beach,7/27/2014 4:00,18,3.16,1.505,0.103,3,11.5,7/27/2014 4:00,MontroseBeach201407270400
Montrose Beach,7/27/2014 5:00,17.9,3.17,1.566,0.088,9,11.5,7/27/2014 5:00,MontroseBeach201407270500
Montrose Beach,7/27/2014 6:00,17.8,3.21,1.61,0.09,8,11.5,7/27/2014 6:00,MontroseBeach201407270600
Montrose Beach,7/27/2014 7:00,17.8,3.16,1.472,0.087,7,11.5,7/27/2014 7:00,MontroseBeach201407270700
Montrose Beach,7/27/2014 8:00,17.9,3,1.606,0.09,5,11.5,7/27/2014 8:00,MontroseBeach201407270800
Montrose Beach,7/27/2014 9:00,18.1,2.77,1.484,0.137,2,11.5,7/27/2014 9:00,MontroseBeach201407270900
Montrose Beach,7/27/2014 10:00,18.3,2.64,1.564,0.084,3,11.5,7/27/2014 10:00,MontroseBeach201407271000
Montrose Beach,7/27/2014 11:00,18.6,2.36,1.565,0.106,4,11.5,7/27/2014 11:00,MontroseBeach201407271100
Montrose Beach,7/27/2014 12:00,18.9,2.24,1.55,0.116,3,11.5,7/27/2014 12:00,MontroseBeach201407271200
Montrose Beach,7/27/2014 13:00,18.9,1.97,1.599,0.126,3,11.5,7/27/2014 13:00,MontroseBeach201407271300
Montrose Beach,7/27/2014 14:00,18.9,1.76,1.568,0.158,3,11.5,7/27/2014 14:00,MontroseBeach201407271400
Montrose Beach,7/27/2014 15:00,18.8,1.63,1.618,0.19,2,11.5,7/27/2014 15:00,MontroseBeach201407271500
Montrose Beach,7/27/2014 16:00,18.8,1.47,1.683,0.239,2,11.5,7/27/2014 16:00,MontroseBeach201407271600
Montrose Beach,7/27/2014 17:00,18.6,2.06,1.759,0.295,2,11.5,7/27/2014 17:00,MontroseBeach201407271700
Montrose Beach,7/27/2014 18:00,18.6,5.26,1.615,0.283,3,11.5,7/27/2014 18:00,MontroseBeach201407271800
Montrose Beach,7/27/2014 19:00,18.7,5.41,1.671,0.259,4,11.5,7/27/2014 19:00,MontroseBeach201407271900
Montrose Beach,7/27/2014 20:00,18.7,4.58,1.629,0.262,4,11.5,7/27/2014 20:00,MontroseBeach201407272000
Montrose Beach,7/27/2014 21:00,18.9,4.52,1.744,0.331,4,11.5,7/27/2014 21:00,MontroseBeach201407272100
Montrose Beach,7/27/2014 22:00,18.9,5.12,1.743,0.372,3,11.5,7/27/2014 22:00,MontroseBeach201407272200
Montrose Beach,7/27/2014 23:00,18.8,12.82,1.73,0.456,5,11.5,7/27/2014 23:00,MontroseBeach201407272300
Montrose Beach,7/27/2014 0:00,18.1,3.07,1.607,0.106,8,11.5,7/27/2014 0:00,MontroseBeach201407272400
Montrose Beach,7/28/2014 1:00,18.8,17.5,1.776,0.523,5,11.4,7/28/2014 1:00,MontroseBeach201407280100
Montrose Beach,7/28/2014 2:00,18.7,20.85,1.88,0.595,7,11.4,7/28/2014 2:00,MontroseBeach201407280200
Montrose Beach,7/28/2014 3:00,18.5,27.82,1.804,0.57,7,11.4,7/28/2014 3:00,MontroseBeach201407280300
Montrose Beach,7/28/2014 4:00,18.3,22.74,1.816,0.565,7,11.4,7/28/2014 4:00,MontroseBeach201407280400
Montrose Beach,7/28/2014 5:00,18.2,21.64,1.753,0.563,6,11.4,7/28/2014 5:00,MontroseBeach201407280500
Montrose Beach,7/28/2014 6:00,18,25.78,1.796,0.574,7,11.4,7/28/2014 6:00,MontroseBeach201407280600
Montrose Beach,7/28/2014 7:00,17.8,27.57,1.72,0.559,7,11.4,7/28/2014 7:00,MontroseBeach201407280700
Montrose Beach,7/28/2014 8:00,17.7,32.35,1.802,0.56,7,11.4,7/28/2014 8:00,MontroseBeach201407280800
Montrose Beach,7/28/2014 9:00,17.7,34.35,1.781,0.515,8,11.4,7/28/2014 9:00,MontroseBeach201407280900
Montrose Beach,7/28/2014 10:00,17.7,37.44,1.832,0.534,7,11.4,7/28/2014 10:00,MontroseBeach201407281000
Montrose Beach,7/28/2014 11:00,17.8,41.93,1.867,0.521,7,11.4,7/28/2014 11:00,MontroseBeach201407281100
Montrose Beach,7/28/2014 12:00,17.9,47.95,1.819,0.542,8,11.4,7/28/2014 12:00,MontroseBeach201407281200
Montrose Beach,7/28/2014 13:00,18.1,43.52,1.851,0.553,7,11.4,7/28/2014 13:00,MontroseBeach201407281300
Montrose Beach,7/28/2014 14:00,18.1,40.17,1.826,0.571,7,11.4,7/28/2014 14:00,MontroseBeach201407281400
Montrose Beach,7/28/2014 15:00,18.1,39.81,1.812,0.534,7,11.4,7/28/2014 15:00,MontroseBeach201407281500
Montrose Beach,7/28/2014 16:00,18.4,48.06,1.78,0.552,8,11.4,7/28/2014 16:00,MontroseBeach201407281600
Montrose Beach,7/28/2014 17:00,18.5,49.3,1.788,0.513,7,11.4,7/28/2014 17:00,MontroseBeach201407281700
Montrose Beach,7/28/2014 18:00,18.5,44.76,1.729,0.504,7,11.4,7/28/2014 18:00,MontroseBeach201407281800
Montrose Beach,7/28/2014 19:00,18.4,48.43,1.764,0.532,6,11.4,7/28/2014 19:00,MontroseBeach201407281900
Montrose Beach,7/28/2014 20:00,18.3,44.03,1.701,0.47,7,11.4,7/28/2014 20:00,MontroseBeach201407282000
Montrose Beach,7/28/2014 21:00,18.2,61.06,1.729,0.462,7,11.4,7/28/2014 21:00,MontroseBeach201407282100
Montrose Beach,7/28/2014 22:00,18.1,63.09,1.737,0.469,7,11.4,7/28/2014 22:00,MontroseBeach201407282200
Montrose Beach,7/28/2014 23:00,18.1,37.2,1.71,0.465,7,11.4,7/28/2014 23:00,MontroseBeach201407282300
Montrose Beach,7/28/2014 0:00,18.8,16.43,1.779,0.49,5,11.4,7/28/2014 0:00,MontroseBeach201407282400
Montrose Beach,7/29/2014 1:00,18,26.36,1.699,0.384,7,11.4,7/29/2014 1:00,MontroseBeach201407290100
Montrose Beach,7/29/2014 2:00,17.9,20.11,1.695,0.364,6,11.4,7/29/2014 2:00,MontroseBeach201407290200
Montrose Beach,7/29/2014 3:00,17.9,21.81,1.72,0.346,6,11.4,7/29/2014 3:00,MontroseBeach201407290300
Montrose Beach,7/29/2014 4:00,17.8,19.46,1.722,0.297,7,11.4,7/29/2014 4:00,MontroseBeach201407290400
Montrose Beach,7/29/2014 5:00,17.7,18.64,1.67,0.28,6,11.4,7/29/2014 5:00,MontroseBeach201407290500
Montrose Beach,7/29/2014 6:00,17.6,14.82,1.721,0.257,7,11.4,7/29/2014 6:00,MontroseBeach201407290600
Montrose Beach,7/29/2014 7:00,17.5,16.66,1.706,0.239,7,11.4,7/29/2014 7:00,MontroseBeach201407290700
Montrose Beach,7/29/2014 8:00,17.5,17.39,1.68,0.213,6,11.4,7/29/2014 8:00,MontroseBeach201407290800
Montrose Beach,7/29/2014 9:00,17.7,17.68,1.669,0.202,6,11.4,7/29/2014 9:00,MontroseBeach201407290900
Montrose Beach,7/29/2014 10:00,17.9,16.66,1.686,0.18,5,11.4,7/29/2014 10:00,MontroseBeach201407291000
Montrose Beach,7/29/2014 11:00,18.2,16.32,1.704,0.199,5,11.4,7/29/2014 11:00,MontroseBeach201407291100
Montrose Beach,7/29/2014 12:00,18.6,13.33,1.676,0.196,5,11.4,7/29/2014 12:00,MontroseBeach201407291200
Montrose Beach,7/29/2014 13:00,18.9,11.2,1.74,0.193,5,11.4,7/29/2014 13:00,MontroseBeach201407291300
Montrose Beach,7/29/2014 14:00,20.9,15.9,1.683,0.182,5,11.4,7/29/2014 14:00,MontroseBeach201407291400
Montrose Beach,7/29/2014 15:00,20,13.12,1.723,0.183,4,11.4,7/29/2014 15:00,MontroseBeach201407291500
Montrose Beach,7/29/2014 16:00,19.7,11.44,1.699,0.216,4,11.4,7/29/2014 16:00,MontroseBeach201407291600
Montrose Beach,7/29/2014 17:00,19.2,10.97,1.691,0.204,4,11.4,7/29/2014 17:00,MontroseBeach201407291700
Montrose Beach,7/29/2014 18:00,19,10.92,1.65,0.183,4,11.4,7/29/2014 18:00,MontroseBeach201407291800
Montrose Beach,7/29/2014 19:00,18.8,11.1,1.699,0.17,4,11.4,7/29/2014 19:00,MontroseBeach201407291900
Montrose Beach,7/29/2014 20:00,18.7,11.17,1.646,0.152,4,11.4,7/29/2014 20:00,MontroseBeach201407292000
Montrose Beach,7/29/2014 21:00,19.1,13.03,1.66,0.142,4,11.4,7/29/2014 21:00,MontroseBeach201407292100
Montrose Beach,7/29/2014 22:00,18.9,14.68,1.693,0.132,4,11.4,7/29/2014 22:00,MontroseBeach201407292200
Montrose Beach,7/29/2014 23:00,18.5,15.85,1.611,0.289,4,11.4,7/29/2014 23:00,MontroseBeach201407292300
Montrose Beach,7/29/2014 0:00,18,23.34,1.706,0.416,6,11.4,7/29/2014 0:00,MontroseBeach201407292400
Montrose Beach,7/30/2014 1:00,18.6,14.35,1.621,0.251,4,11.4,7/30/2014 1:00,MontroseBeach201407300100
Montrose Beach,7/30/2014 2:00,18.5,14.11,1.738,0.247,3,11.3,7/30/2014 2:00,MontroseBeach201407300200
Montrose Beach,7/30/2014 3:00,18.4,12.91,1.663,0.213,3,11.3,7/30/2014 3:00,MontroseBeach201407300300
Montrose Beach,7/30/2014 4:00,18.4,14.23,1.695,0.185,3,11.3,7/30/2014 4:00,MontroseBeach201407300400
Montrose Beach,7/30/2014 5:00,18.3,13.87,1.673,0.171,3,11.3,7/30/2014 5:00,MontroseBeach201407300500
Montrose Beach,7/30/2014 6:00,18.2,13.72,1.738,0.163,3,11.3,7/30/2014 6:00,MontroseBeach201407300600
Montrose Beach,7/30/2014 7:00,18.2,13.48,1.665,0.143,4,11.3,7/30/2014 7:00,MontroseBeach201407300700
Montrose Beach,7/30/2014 8:00,18.1,14.04,1.697,0.153,3,11.3,7/30/2014 8:00,MontroseBeach201407300800
Montrose Beach,7/30/2014 9:00,18.2,12.5,1.663,0.172,3,11.3,7/30/2014 9:00,MontroseBeach201407300900
Montrose Beach,7/30/2014 10:00,18.4,9.85,1.669,0.19,3,11.3,7/30/2014 10:00,MontroseBeach201407301000
Montrose Beach,7/30/2014 11:00,18.7,9.41,1.696,0.206,3,11.3,7/30/2014 11:00,MontroseBeach201407301100
Montrose Beach,7/30/2014 12:00,19.1,7.81,1.7,0.2,3,11.3,7/30/2014 12:00,MontroseBeach201407301200
Montrose Beach,7/30/2014 13:00,19.4,8.89,1.72,0.208,3,11.3,7/30/2014 13:00,MontroseBeach201407301300
Montrose Beach,7/30/2014 14:00,19.7,9.65,1.726,0.253,3,11.3,7/30/2014 14:00,MontroseBeach201407301400
Montrose Beach,7/30/2014 15:00,20.1,10.74,1.741,0.292,3,11.3,7/30/2014 15:00,MontroseBeach201407301500
Montrose Beach,7/30/2014 16:00,21.5,11.57,1.711,0.252,3,11.3,7/30/2014 16:00,MontroseBeach201407301600
Montrose Beach,7/30/2014 17:00,21.9,13.27,1.726,0.249,3,11.3,7/30/2014 17:00,MontroseBeach201407301700
Montrose Beach,7/30/2014 18:00,21.9,11.82,1.681,0.235,3,11.3,7/30/2014 18:00,MontroseBeach201407301800
Montrose Beach,7/30/2014 19:00,21.4,11.9,1.736,0.256,3,11.3,7/30/2014 19:00,MontroseBeach201407301900
Montrose Beach,7/30/2014 20:00,21.6,12.65,1.663,0.226,3,11.3,7/30/2014 20:00,MontroseBeach201407302000
Montrose Beach,7/30/2014 21:00,21,10.37,1.659,0.215,3,11.3,7/30/2014 21:00,MontroseBeach201407302100
Montrose Beach,7/30/2014 22:00,20.7,9.08,1.665,0.181,3,11.3,7/30/2014 22:00,MontroseBeach201407302200
Montrose Beach,7/30/2014 23:00,20.4,9.77,1.654,0.168,3,11.3,7/30/2014 23:00,MontroseBeach201407302300
Montrose Beach,7/30/2014 0:00,18.4,21.07,1.688,0.306,4,11.4,7/30/2014 0:00,MontroseBeach201407302400
Montrose Beach,7/31/2014 1:00,19.9,9.81,1.669,0.16,6,11.3,7/31/2014 1:00,MontroseBeach201407310100
Montrose Beach,7/31/2014 2:00,19.8,10.72,1.688,0.149,3,11.3,7/31/2014 2:00,MontroseBeach201407310200
Montrose Beach,7/31/2014 3:00,19.6,10.39,1.677,0.125,3,11.3,7/31/2014 3:00,MontroseBeach201407310300
Montrose Beach,7/31/2014 4:00,19.4,10,1.681,0.119,3,11.3,7/31/2014 4:00,MontroseBeach201407310400
Montrose Beach,7/31/2014 5:00,19.3,8.95,1.677,0.106,3,11.3,7/31/2014 5:00,MontroseBeach201407310500
Montrose Beach,7/31/2014 6:00,19,9.06,1.683,0.094,8,11.3,7/31/2014 6:00,MontroseBeach201407310600
Montrose Beach,7/31/2014 7:00,19,9.08,1.658,0.092,6,11.3,7/31/2014 7:00,MontroseBeach201407310700
Montrose Beach,7/31/2014 8:00,18.9,7.8,1.663,0.083,6,11.3,7/31/2014 8:00,MontroseBeach201407310800
Montrose Beach,7/31/2014 9:00,18.9,7.27,1.65,0.077,5,11.3,7/31/2014 9:00,MontroseBeach201407310900
Montrose Beach,7/31/2014 10:00,18.9,6.43,1.664,0.089,3,11.3,7/31/2014 10:00,MontroseBeach201407311000
Montrose Beach,7/31/2014 11:00,19,6.75,1.694,0.098,3,11.3,7/31/2014 11:00,MontroseBeach201407311100
Montrose Beach,7/31/2014 12:00,19.2,5.66,1.691,0.163,2,11.3,7/31/2014 12:00,MontroseBeach201407311200
Montrose Beach,7/31/2014 13:00,19.3,5.26,1.708,0.131,3,11.3,7/31/2014 13:00,MontroseBeach201407311300
Montrose Beach,7/31/2014 14:00,19.3,5.13,1.681,0.116,6,11.3,7/31/2014 14:00,MontroseBeach201407311400
Montrose Beach,7/31/2014 15:00,19.5,4.32,1.691,0.106,10,11.3,7/31/2014 15:00,MontroseBeach201407311500
Montrose Beach,7/31/2014 16:00,19.5,3.93,1.703,0.109,5,11.3,7/31/2014 16:00,MontroseBeach201407311600
Montrose Beach,7/31/2014 17:00,19.6,3.28,1.649,0.101,5,11.3,7/31/2014 17:00,MontroseBeach201407311700
Montrose Beach,7/31/2014 18:00,19.6,2.98,1.675,0.157,7,11.3,7/31/2014 18:00,MontroseBeach201407311800
