,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,UMAP-0,UMAP-1
0,0.0,1432944000.0,-1.8631081763205488,-0.4652876407937405,-0.8047106321707626,-0.13674686086087734,-0.01103129374820682,12.677165,16.722279
1,0.0,1432951200.0,-2.045235688326425,-0.47008836466420717,-0.9467510533488585,1.642302985829163,-0.01103129374820682,12.525818,16.51746
2,0.0,1432954800.0,-2.045235688326425,-0.4832903553079904,-1.0177712639379064,1.0492863702658162,-0.01103129374820682,12.571902,16.4282
3,0.0,1432958400.0,-2.045235688326425,-0.48088999337275706,-0.8047106321707626,-0.13674686086087734,-0.01103129374820682,12.774878,16.313227
4,0.0,1432962000.0,-2.045235688326425,-0.49049144111369036,-0.8313432111416555,-0.13674686086087734,-0.01103129374820682,12.980811,16.235567
5,0.0,1432965600.0,-1.9723846835240748,-0.49049144111369036,-1.0355263165851685,-0.13674686086087734,-0.01103129374820682,13.19997,16.128908
6,0.0,1432969200.0,-1.9359591811228998,-0.49169162208130707,-0.7425679479053455,-0.729763476424224,-0.01103129374820682,13.405658,16.22206
7,0.0,1432972800.0,-1.8631081763205488,-0.49769252691939037,-1.0355263165851685,-0.13674686086087734,-0.01103129374820682,13.645956,15.979551
8,0.0,1432976400.0,-1.7174061667158478,-0.4952921649841571,-1.0177712639379064,-0.13674686086087734,-0.01103129374820682,13.940865,15.793617
9,0.0,1432980000.0,-1.7538316691170235,-0.49769252691939037,-1.0355263165851685,-0.13674686086087734,-0.01103129374820682,14.240026,15.607695
10,0.0,1432983600.0,-1.9723846835240748,-0.4892912601460737,0.0031442632796582336,-1.3227800919875707,-0.01103129374820682,14.5625105,15.490264
11,0.0,1432987200.0,-2.045235688326425,-0.4532858311175739,0.9264070009372818,-0.729763476424224,-0.01103129374820682,14.917065,15.249118
12,0.0,1432990800.0,-1.9723846835240748,-0.38847605886627423,1.6099765278568687,-0.13674686086087734,-0.01103129374820682,15.05603,15.198308
13,0.0,1432994400.0,-1.9723846835240748,-0.3728737062872577,2.15150563359836,0.4562697547024694,-0.01103129374820682,15.322024,15.006928
14,0.0,1432998000.0,-2.045235688326425,-0.07882936922117584,2.3734437916891347,0.4562697547024694,-0.01103129374820682,15.503253,15.04874
15,0.0,1433001600.0,-2.045235688326425,0.8381088900379529,2.5953819497799095,1.0492863702658162,-2.9757962160506493,15.582069,14.955158
16,0.0,1433005200.0,-2.118086693128776,0.3868408462140883,2.5598718444853854,1.0492863702658162,-1.3081159472555244,15.526751,14.808454
17,0.0,1433023200.0,-2.2273632003323014,2.4079455956805447,2.9060953711069946,1.642302985829163,-0.566924716679913,15.816389,14.593628
18,0.0,1433048400.0,-2.336639707535827,4.801106445108165,3.642930055968367,2.828336216955856,-1.8640093701872338,16.266169,13.998934
19,0.0,1433059200.0,-2.3730652099370024,5.656835475018845,2.9682380553724115,1.0492863702658162,-1.4934137548994264,16.600056,13.824166
20,0.0,1433070000.0,-2.4094907123381777,5.994086326919126,3.083645897579615,1.0492863702658162,-0.7522225243238183,16.531046,13.582592
21,0.0,1433073600.0,-2.3730652099370024,6.126106233356959,3.190176213463187,1.642302985829163,-0.7522225243238183,16.605795,13.398561
22,0.0,1433080800.0,-2.2637887027334767,6.398547313005941,2.9859931080196738,1.0492863702658162,-1.6787115625433318,16.894588,13.178036
23,0.0,1433088000.0,-2.190937697931126,4.9415276183193155,3.1191560028741385,1.0492863702658162,-3.3463918313384537,16.65756,13.213912
24,0.0,1433091600.0,-2.190937697931126,5.988085422081043,2.8439526868415776,1.0492863702658162,-0.7522225243238183,16.763252,12.785949
