WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,Date
999,5.1,6.2,99.0,99.0,99.0,999,9999.0,16.6,999.0,999.0,99.0,99.0,2019/01/02 0200
999,6.2,6.7,99.0,99.0,99.0,999,9999.0,16.2,999.0,999.0,99.0,99.0,2019/01/02 0300
999,4.6,5.7,99.0,99.0,99.0,999,9999.0,16.1,999.0,999.0,99.0,99.0,2019/01/02 0400
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,15.9,999.0,999.0,99.0,99.0,2019/01/02 0500
999,4.1,5.1,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/02 0600
999,7.2,7.7,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/02 0700
999,5.1,6.2,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/02 0800
999,5.7,6.7,99.0,99.0,99.0,999,9999.0,15.6,999.0,999.0,99.0,99.0,2019/01/02 0900
999,5.7,6.2,99.0,99.0,99.0,999,9999.0,15.3,999.0,999.0,99.0,99.0,2019/01/02 1000
999,6.7,7.2,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/02 1100
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,16.3,999.0,999.0,99.0,99.0,2019/01/02 2000
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,18.0,999.0,999.0,99.0,99.0,2019/01/02 2100
999,5.7,6.7,99.0,99.0,99.0,999,9999.0,19.1,999.0,999.0,99.0,99.0,2019/01/02 2200
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,19.7,999.0,999.0,99.0,99.0,2019/01/02 2300
999,1.5,3.1,99.0,99.0,99.0,999,9999.0,17.8,999.0,999.0,99.0,99.0,2019/01/03 0000
999,2.1,3.1,99.0,99.0,99.0,999,9999.0,13.7,999.0,999.0,99.0,99.0,2019/01/03 0100
999,4.6,7.2,99.0,99.0,99.0,999,9999.0,12.9,999.0,999.0,99.0,99.0,2019/01/03 0200
999,6.7,7.7,99.0,99.0,99.0,999,9999.0,11.8,999.0,999.0,99.0,99.0,2019/01/03 0300
999,5.7,8.2,99.0,99.0,99.0,999,9999.0,11.8,999.0,999.0,99.0,99.0,2019/01/03 0400
999,8.2,9.8,99.0,99.0,99.0,999,9999.0,11.5,999.0,999.0,99.0,99.0,2019/01/03 0500
999,4.1,8.2,99.0,99.0,99.0,999,9999.0,11.5,999.0,999.0,99.0,99.0,2019/01/03 0600
999,8.8,11.3,99.0,99.0,99.0,999,9999.0,11.3,999.0,999.0,99.0,99.0,2019/01/03 0700
999,11.3,13.4,99.0,99.0,99.0,999,9999.0,12.0,999.0,999.0,99.0,99.0,2019/01/03 0800
999,9.3,11.8,99.0,99.0,99.0,999,9999.0,13.2,999.0,999.0,99.0,99.0,2019/01/03 0900
999,10.3,12.4,99.0,99.0,99.0,999,9999.0,13.4,999.0,999.0,99.0,99.0,2019/01/03 1000
999,10.3,12.4,99.0,99.0,99.0,999,9999.0,13.9,999.0,999.0,99.0,99.0,2019/01/03 1100
999,9.3,10.8,99.0,99.0,99.0,999,9999.0,14.1,999.0,999.0,99.0,99.0,2019/01/03 1200
999,9.8,10.8,99.0,99.0,99.0,999,9999.0,14.6,999.0,999.0,99.0,99.0,2019/01/03 1300
999,10.8,12.4,99.0,99.0,99.0,999,9999.0,14.8,999.0,999.0,99.0,99.0,2019/01/03 1400
999,10.3,13.4,99.0,99.0,99.0,999,9999.0,14.7,999.0,999.0,99.0,99.0,2019/01/03 1500
999,11.3,13.4,99.0,99.0,99.0,999,9999.0,14.6,999.0,999.0,99.0,99.0,2019/01/03 1700
999,10.3,13.9,99.0,99.0,99.0,999,9999.0,17.3,999.0,999.0,99.0,99.0,2019/01/03 1900
999,9.8,11.3,99.0,99.0,99.0,999,9999.0,17.9,999.0,999.0,99.0,99.0,2019/01/03 2000
999,7.7,10.8,99.0,99.0,99.0,999,9999.0,18.9,999.0,999.0,99.0,99.0,2019/01/03 2100
999,8.8,11.3,99.0,99.0,99.0,999,9999.0,16.9,999.0,999.0,99.0,99.0,2019/01/03 2200
999,7.2,8.8,99.0,99.0,99.0,999,9999.0,16.1,999.0,999.0,99.0,99.0,2019/01/03 2300
999,11.3,13.9,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/04 0000
999,4.6,7.7,99.0,99.0,99.0,999,9999.0,13.7,999.0,999.0,99.0,99.0,2019/01/04 0100
999,6.2,8.2,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/04 0200
999,8.2,13.4,99.0,99.0,99.0,999,9999.0,13.2,999.0,999.0,99.0,99.0,2019/01/04 0300
999,5.7,9.3,99.0,99.0,99.0,999,9999.0,12.6,999.0,999.0,99.0,99.0,2019/01/04 0400
999,9.3,14.4,99.0,99.0,99.0,999,9999.0,12.5,999.0,999.0,99.0,99.0,2019/01/04 0500
999,9.3,13.4,99.0,99.0,99.0,999,9999.0,10.4,999.0,999.0,99.0,99.0,2019/01/04 0600
999,7.7,12.4,99.0,99.0,99.0,999,9999.0,10.1,999.0,999.0,99.0,99.0,2019/01/04 0700
999,7.2,13.4,99.0,99.0,99.0,999,9999.0,10.2,999.0,999.0,99.0,99.0,2019/01/04 0800
999,8.8,14.9,99.0,99.0,99.0,999,9999.0,10.3,999.0,999.0,99.0,99.0,2019/01/04 0900
999,7.2,11.3,99.0,99.0,99.0,999,9999.0,10.1,999.0,999.0,99.0,99.0,2019/01/04 1000
999,5.1,8.8,99.0,99.0,99.0,999,9999.0,9.6,999.0,999.0,99.0,99.0,2019/01/04 1100
999,7.2,10.3,99.0,99.0,99.0,999,9999.0,9.3,999.0,999.0,99.0,99.0,2019/01/04 1200
999,6.2,9.3,99.0,99.0,99.0,999,9999.0,9.5,999.0,999.0,99.0,99.0,2019/01/04 1300
999,6.2,9.8,99.0,99.0,99.0,999,9999.0,10.2,999.0,999.0,99.0,99.0,2019/01/04 1500
999,6.2,9.8,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/04 1600
999,7.2,11.3,99.0,99.0,99.0,999,9999.0,11.1,999.0,999.0,99.0,99.0,2019/01/04 1700
999,7.7,10.8,99.0,99.0,99.0,999,9999.0,11.6,999.0,999.0,99.0,99.0,2019/01/04 1800
999,10.3,12.4,99.0,99.0,99.0,999,9999.0,11.7,999.0,999.0,99.0,99.0,2019/01/04 1900
999,10.8,13.4,99.0,99.0,99.0,999,9999.0,12.0,999.0,999.0,99.0,99.0,2019/01/04 2000
999,8.2,11.3,99.0,99.0,99.0,999,9999.0,12.6,999.0,999.0,99.0,99.0,2019/01/04 2100
999,9.8,12.4,99.0,99.0,99.0,999,9999.0,12.4,999.0,999.0,99.0,99.0,2019/01/04 2200
999,7.7,10.3,99.0,99.0,99.0,999,9999.0,12.1,999.0,999.0,99.0,99.0,2019/01/04 2300
999,3.6,6.2,99.0,99.0,99.0,999,9999.0,11.2,999.0,999.0,99.0,99.0,2019/01/05 0000
999,5.1,6.7,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/05 0100
999,4.6,6.7,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/05 0200
999,3.1,5.1,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/05 0300
999,2.6,4.1,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/05 0400
999,3.1,5.1,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 0500
999,2.1,3.6,99.0,99.0,99.0,999,9999.0,11.0,999.0,999.0,99.0,99.0,2019/01/05 0600
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,11.1,999.0,999.0,99.0,99.0,2019/01/05 0700
999,0.5,1.5,99.0,99.0,99.0,999,9999.0,11.1,999.0,999.0,99.0,99.0,2019/01/05 0800
999,0.0,1.0,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 0900
999,1.0,1.5,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 1000
999,1.5,1.5,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 1100
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 1200
999,2.6,2.6,99.0,99.0,99.0,999,9999.0,10.9,999.0,999.0,99.0,99.0,2019/01/05 1300
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,11.7,999.0,999.0,99.0,99.0,2019/01/05 1400
999,2.1,2.6,99.0,99.0,99.0,999,9999.0,12.5,999.0,999.0,99.0,99.0,2019/01/05 1500
999,1.0,1.5,99.0,99.0,99.0,999,9999.0,13.2,999.0,999.0,99.0,99.0,2019/01/05 1600
999,1.5,2.1,99.0,99.0,99.0,999,9999.0,13.4,999.0,999.0,99.0,99.0,2019/01/05 1800
999,1.0,2.1,99.0,99.0,99.0,999,9999.0,14.8,999.0,999.0,99.0,99.0,2019/01/05 1900
999,1.0,2.6,99.0,99.0,99.0,999,9999.0,15.3,999.0,999.0,99.0,99.0,2019/01/05 2000
999,1.0,2.6,99.0,99.0,99.0,999,9999.0,16.1,999.0,999.0,99.0,99.0,2019/01/05 2100
999,1.5,3.1,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/05 2200
999,1.0,2.1,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/05 2300
999,1.0,2.1,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/06 0000
999,1.0,2.1,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/06 0100
999,2.1,2.6,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/06 0200
999,1.5,3.1,99.0,99.0,99.0,999,9999.0,14.5,999.0,999.0,99.0,99.0,2019/01/06 0300
999,1.0,2.6,99.0,99.0,99.0,999,9999.0,14.9,999.0,999.0,99.0,99.0,2019/01/06 0400
999,4.1,5.7,99.0,99.0,99.0,999,9999.0,15.3,999.0,999.0,99.0,99.0,2019/01/06 0500
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,15.5,999.0,999.0,99.0,99.0,2019/01/06 0600
999,3.1,3.1,99.0,99.0,99.0,999,9999.0,15.4,999.0,999.0,99.0,99.0,2019/01/06 0700
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,15.4,999.0,999.0,99.0,99.0,2019/01/06 0800
999,0.0,0.5,99.0,99.0,99.0,999,9999.0,13.9,999.0,999.0,99.0,99.0,2019/01/06 0900
999,1.0,1.5,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/06 1000
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,13.3,999.0,999.0,99.0,99.0,2019/01/06 1100
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,13.1,999.0,999.0,99.0,99.0,2019/01/06 1200
999,3.1,3.6,99.0,99.0,99.0,999,9999.0,13.0,999.0,999.0,99.0,99.0,2019/01/06 1300
999,4.1,4.6,99.0,99.0,99.0,999,9999.0,13.3,999.0,999.0,99.0,99.0,2019/01/06 1400
999,5.1,5.7,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/06 1500
999,4.1,4.6,99.0,99.0,99.0,999,9999.0,13.7,999.0,999.0,99.0,99.0,2019/01/06 1600
999,4.1,4.6,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/06 1700
999,4.1,4.6,99.0,99.0,99.0,999,9999.0,13.8,999.0,999.0,99.0,99.0,2019/01/06 1800
999,3.6,3.6,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/06 1900
999,3.6,3.6,99.0,99.0,99.0,999,9999.0,14.4,999.0,999.0,99.0,99.0,2019/01/06 2000
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,14.5,999.0,999.0,99.0,99.0,2019/01/06 2100
999,5.1,6.2,99.0,99.0,99.0,999,9999.0,14.8,999.0,999.0,99.0,99.0,2019/01/06 2200
999,5.1,5.7,99.0,99.0,99.0,999,9999.0,15.0,999.0,999.0,99.0,99.0,2019/01/06 2300
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/07 0000
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/07 0100
999,5.1,5.1,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/07 0200
999,6.2,6.2,99.0,99.0,99.0,999,9999.0,14.9,999.0,999.0,99.0,99.0,2019/01/07 0300
999,5.7,6.2,99.0,99.0,99.0,999,9999.0,15.1,999.0,999.0,99.0,99.0,2019/01/07 0400
999,5.1,5.7,99.0,99.0,99.0,999,9999.0,15.0,999.0,999.0,99.0,99.0,2019/01/07 0500
999,5.7,6.2,99.0,99.0,99.0,999,9999.0,15.0,999.0,999.0,99.0,99.0,2019/01/07 0600
999,4.6,4.6,99.0,99.0,99.0,999,9999.0,15.1,999.0,999.0,99.0,99.0,2019/01/07 0700
999,5.1,5.1,99.0,99.0,99.0,999,9999.0,15.0,999.0,999.0,99.0,99.0,2019/01/07 0800
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,15.2,999.0,999.0,99.0,99.0,2019/01/07 0900
999,6.2,6.7,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/07 1000
999,5.1,5.7,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/07 1100
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,16.0,999.0,999.0,99.0,99.0,2019/01/07 1200
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,16.4,999.0,999.0,99.0,99.0,2019/01/07 1300
999,1.5,2.1,99.0,99.0,99.0,999,9999.0,16.3,999.0,999.0,99.0,99.0,2019/01/07 1400
999,1.0,1.5,99.0,99.0,99.0,999,9999.0,18.4,999.0,999.0,99.0,99.0,2019/01/07 1500
999,0.0,2.1,99.0,99.0,99.0,999,9999.0,18.0,999.0,999.0,99.0,99.0,2019/01/07 1600
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,16.8,999.0,999.0,99.0,99.0,2019/01/07 1700
999,2.1,2.6,99.0,99.0,99.0,999,9999.0,16.8,999.0,999.0,99.0,99.0,2019/01/07 1800
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,16.5,999.0,999.0,99.0,99.0,2019/01/07 1900
999,1.5,1.5,99.0,99.0,99.0,999,9999.0,16.7,999.0,999.0,99.0,99.0,2019/01/07 2000
999,3.1,3.6,99.0,99.0,99.0,999,9999.0,17.8,999.0,999.0,99.0,99.0,2019/01/07 2100
999,4.1,4.6,99.0,99.0,99.0,999,9999.0,18.1,999.0,999.0,99.0,99.0,2019/01/07 2200
999,4.1,5.1,99.0,99.0,99.0,999,9999.0,18.2,999.0,999.0,99.0,99.0,2019/01/07 2300
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,17.9,999.0,999.0,99.0,99.0,2019/01/08 0000
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,18.2,999.0,999.0,99.0,99.0,2019/01/08 0100
999,4.6,5.7,99.0,99.0,99.0,999,9999.0,18.1,999.0,999.0,99.0,99.0,2019/01/08 0200
999,4.6,5.1,99.0,99.0,99.0,999,9999.0,18.2,999.0,999.0,99.0,99.0,2019/01/08 0300
999,4.1,5.7,99.0,99.0,99.0,999,9999.0,18.1,999.0,999.0,99.0,99.0,2019/01/08 0400
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,18.3,999.0,999.0,99.0,99.0,2019/01/08 0500
999,3.1,4.1,99.0,99.0,99.0,999,9999.0,18.2,999.0,999.0,99.0,99.0,2019/01/08 0600
999,3.1,4.6,99.0,99.0,99.0,999,9999.0,18.4,999.0,999.0,99.0,99.0,2019/01/08 0700
999,1.5,3.1,99.0,99.0,99.0,999,9999.0,17.9,999.0,999.0,99.0,99.0,2019/01/08 0800
999,2.1,2.6,99.0,99.0,99.0,999,9999.0,17.9,999.0,999.0,99.0,99.0,2019/01/08 0900
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,18.0,999.0,999.0,99.0,99.0,2019/01/08 1000
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,17.5,999.0,999.0,99.0,99.0,2019/01/08 1100
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,17.5,999.0,999.0,99.0,99.0,2019/01/08 1200
999,3.1,3.6,99.0,99.0,99.0,999,9999.0,16.3,999.0,999.0,99.0,99.0,2019/01/08 1300
999,2.6,3.1,99.0,99.0,99.0,999,9999.0,15.6,999.0,999.0,99.0,99.0,2019/01/08 1400
999,4.1,4.1,99.0,99.0,99.0,999,9999.0,16.4,999.0,999.0,99.0,99.0,2019/01/08 1500
999,2.6,3.6,99.0,99.0,99.0,999,9999.0,16.9,999.0,999.0,99.0,99.0,2019/01/08 1600
999,3.1,3.1,99.0,99.0,99.0,999,9999.0,16.7,999.0,999.0,99.0,99.0,2019/01/08 1700
999,2.1,3.1,99.0,99.0,99.0,999,9999.0,18.6,999.0,999.0,99.0,99.0,2019/01/08 1800
999,1.5,2.1,99.0,99.0,99.0,999,9999.0,19.5,999.0,999.0,99.0,99.0,2019/01/08 1900
999,0.5,1.5,99.0,99.0,99.0,999,9999.0,22.1,999.0,999.0,99.0,99.0,2019/01/08 2000
999,1.5,2.1,99.0,99.0,99.0,999,9999.0,20.4,999.0,999.0,99.0,99.0,2019/01/08 2100
999,2.1,2.6,99.0,99.0,99.0,999,9999.0,20.5,999.0,999.0,99.0,99.0,2019/01/08 2200
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,19.8,999.0,999.0,99.0,99.0,2019/01/08 2300
999,2.1,3.1,99.0,99.0,99.0,999,9999.0,18.8,999.0,999.0,99.0,99.0,2019/01/09 0000
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,18.7,999.0,999.0,99.0,99.0,2019/01/09 0100
999,1.5,2.6,99.0,99.0,99.0,999,9999.0,18.3,999.0,999.0,99.0,99.0,2019/01/09 0200
999,3.1,3.1,99.0,99.0,99.0,999,9999.0,18.0,999.0,999.0,99.0,99.0,2019/01/09 0300
999,3.6,4.6,99.0,99.0,99.0,999,9999.0,18.2,999.0,999.0,99.0,99.0,2019/01/09 0400
999,3.6,4.1,99.0,99.0,99.0,999,9999.0,17.7,999.0,999.0,99.0,99.0,2019/01/09 0500
999,5.1,5.7,99.0,99.0,99.0,999,9999.0,17.2,999.0,999.0,99.0,99.0,2019/01/09 0600
999,3.6,5.1,99.0,99.0,99.0,999,9999.0,16.7,999.0,999.0,99.0,99.0,2019/01/09 0700
999,4.1,5.1,99.0,99.0,99.0,999,9999.0,16.6,999.0,999.0,99.0,99.0,2019/01/09 0800
999,5.1,6.2,99.0,99.0,99.0,999,9999.0,16.0,999.0,999.0,99.0,99.0,2019/01/09 0900
999,5.7,6.7,99.0,99.0,99.0,999,9999.0,15.7,999.0,999.0,99.0,99.0,2019/01/09 1000
999,5.1,6.7,99.0,99.0,99.0,999,9999.0,15.3,999.0,999.0,99.0,99.0,2019/01/09 1100
999,7.2,8.8,99.0,99.0,99.0,999,9999.0,14.9,999.0,999.0,99.0,99.0,2019/01/09 1200
999,8.8,10.8,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/09 1300
999,9.8,11.8,99.0,99.0,99.0,999,9999.0,13.5,999.0,999.0,99.0,99.0,2019/01/09 1400
999,9.3,11.8,99.0,99.0,99.0,999,9999.0,13.1,999.0,999.0,99.0,99.0,2019/01/09 1500
999,9.8,11.8,99.0,99.0,99.0,999,9999.0,13.4,999.0,999.0,99.0,99.0,2019/01/09 1600
999,9.3,11.3,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/09 1700
999,6.2,8.2,99.0,99.0,99.0,999,9999.0,14.0,999.0,999.0,99.0,99.0,2019/01/09 1800
999,5.7,7.2,99.0,99.0,99.0,999,9999.0,14.3,999.0,999.0,99.0,99.0,2019/01/09 1900
999,4.6,7.7,99.0,99.0,99.0,999,9999.0,14.6,999.0,999.0,99.0,99.0,2019/01/09 2000
999,6.2,7.7,99.0,99.0,99.0,999,9999.0,14.9,999.0,999.0,99.0,99.0,2019/01/09 2100
999,4.1,7.7,99.0,99.0,99.0,999,9999.0,14.9,999.0,999.0,99.0,99.0,2019/01/09 2200
999,2.6,4.1,99.0,99.0,99.0,999,9999.0,14.7,999.0,999.0,99.0,99.0,2019/01/09 2300
999,3.6,7.7,99.0,99.0,99.0,999,9999.0,14.2,999.0,999.0,99.0,99.0,2019/01/10 0000
999,2.1,3.1,99.0,99.0,99.0,999,9999.0,13.6,999.0,999.0,99.0,99.0,2019/01/10 0100
999,2.1,3.1,99.0,99.0,99.0,999,9999.0,13.4,999.0,999.0,99.0,99.0,2019/01/10 0200
999,5.1,7.2,99.0,99.0,99.0,999,9999.0,13.2,999.0,999.0,99.0,99.0,2019/01/10 0300
999,6.2,7.7,99.0,99.0,99.0,999,9999.0,12.9,999.0,999.0,99.0,99.0,2019/01/10 0400
999,6.7,8.8,99.0,99.0,99.0,999,9999.0,12.5,999.0,999.0,99.0,99.0,2019/01/10 0500
999,7.2,8.8,99.0,99.0,99.0,999,9999.0,12.2,999.0,999.0,99.0,99.0,2019/01/10 0600
999,6.7,8.2,99.0,99.0,99.0,999,9999.0,11.9,999.0,999.0,99.0,99.0,2019/01/10 0700
999,6.7,9.3,99.0,99.0,99.0,999,9999.0,11.6,999.0,999.0,99.0,99.0,2019/01/10 0800
999,7.7,8.8,99.0,99.0,99.0,999,9999.0,11.0,999.0,999.0,99.0,99.0,2019/01/10 0900
999,6.7,7.7,99.0,99.0,99.0,999,9999.0,10.5,999.0,999.0,99.0,99.0,2019/01/10 1000
999,5.7,6.7,99.0,99.0,99.0,999,9999.0,10.3,999.0,999.0,99.0,99.0,2019/01/10 1100
999,6.2,7.2,99.0,99.0,99.0,999,9999.0,10.3,999.0,999.0,99.0,99.0,2019/01/10 1200
999,7.2,8.2,99.0,99.0,99.0,999,9999.0,9.9,999.0,999.0,99.0,99.0,2019/01/10 1300
999,7.2,8.8,99.0,99.0,99.0,999,9999.0,9.2,999.0,999.0,99.0,99.0,2019/01/10 1400
999,7.2,8.2,99.0,99.0,99.0,999,9999.0,9.4,999.0,999.0,99.0,99.0,2019/01/10 1500
999,6.7,7.7,99.0,99.0,99.0,999,9999.0,9.6,999.0,999.0,99.0,99.0,2019/01/10 1600
999,5.1,6.2,99.0,99.0,99.0,999,9999.0,10.1,999.0,999.0,99.0,99.0,2019/01/10 1700
999,3.6,4.6,99.0,99.0,99.0,999,9999.0,10.6,999.0,999.0,99.0,99.0,2019/01/10 1800
999,1.5,3.1,99.0,99.0,99.0,999,9999.0,11.5,999.0,999.0,99.0,99.0,2019/01/10 1900
999,1.0,1.5,99.0,99.0,99.0,999,9999.0,12.4,999.0,999.0,99.0,99.0,2019/01/10 2000
999,0.5,2.1,99.0,99.0,99.0,999,9999.0,12.5,999.0,999.0,99.0,99.0,2019/01/10 2100
999,4.1,5.1,99.0,99.0,99.0,999,9999.0,12.9,999.0,999.0,99.0,99.0,2019/01/10 2200
999,3.1,5.1,99.0,99.0,99.0,999,9999.0,13.2,999.0,999.0,99.0,99.0,2019/01/10 2300
999,3.1,4.6,99.0,99.0,99.0,999,9999.0,12.4,999.0,999.0,99.0,99.0,2019/01/11 0000
999,2.6,3.6,99.0,99.0,99.0,999,9999.0,12.5,999.0,999.0,99.0,99.0,2019/01/11 0100
999,3.1,3.6,99.0,99.0,99.0,999,9999.0,13.1,999.0,999.0,99.0,99.0,2019/01/11 0200
999,3.1,4.1,99.0,99.0,99.0,999,9999.0,12.8,999.0,999.0,99.0,99.0,2019/01/11 0300
999,3.6,4.6,99.0,99.0,99.0,999,9999.0,12.3,999.0,999.0,99.0,99.0,2019/01/11 0400
999,7.2,7.7,99.0,99.0,99.0,999,9999.0,11.4,999.0,999.0,99.0,99.0,2019/01/11 0500
999,5.7,6.2,99.0,99.0,99.0,999,9999.0,10.8,999.0,999.0,99.0,99.0,2019/01/11 0600
