,WSPD,GST,ATMP,Date,Original_Data,UMAP-0,UMAP-1
327,-0.5542454101129256,-0.2369857516600091,0.5370687482730496,1585040400.0,2020-03-24 09:00:00,9.062364,-0.43161035
328,-0.7648555687476218,-0.6714596297033596,0.5049908608048301,1585044000.0,2020-03-24 10:00:00,8.983665,-0.17020066
329,-0.5542454101129256,-0.2369857516600091,0.47291297333661064,1585047600.0,2020-03-24 11:00:00,8.898292,0.058019403
330,-0.9754657273823183,-0.43447387804335014,0.47291297333661064,1585051200.0,2020-03-24 12:00:00,8.925367,0.40121704
331,-0.9754657273823183,-0.2369857516600091,0.5370687482730496,1585054800.0,2020-03-24 13:00:00,8.899537,0.69258475
332,-1.396686044651711,-0.8689477560867006,0.7936918480188008,1585058400.0,2020-03-24 14:00:00,9.081632,0.87737256
333,-0.9754657273823183,-0.6714596297033596,0.889925510423458,1585062000.0,2020-03-24 15:00:00,9.361788,1.1434397
334,-0.5542454101129256,-0.2369857516600091,0.8578476229552396,1585065600.0,2020-03-24 16:00:00,9.539997,1.2299659
335,-0.34363525147822915,-0.039497625276668065,0.8578476229552396,1585069200.0,2020-03-24 17:00:00,9.764211,1.136715
336,-0.13302509284353276,0.15799050110667295,0.8578476229552396,1585072800.0,2020-03-24 18:00:00,10.060555,1.3364745
337,-0.13302509284353276,0.15799050110667295,0.8257697354870202,1585076400.0,2020-03-24 19:00:00,10.39921,1.1803802
338,-0.13302509284353276,0.15799050110667295,0.889925510423458,1585080000.0,2020-03-24 20:00:00,10.673659,1.4812002
339,-0.13302509284353276,0.7899525055333645,0.9861591728281153,1585083600.0,2020-03-24 21:00:00,11.002274,1.6878276
340,-1.1860758860170146,-0.43447387804335014,1.0182370602963347,1585087200.0,2020-03-24 22:00:00,11.31213,1.9244207
341,-0.7648555687476218,-0.43447387804335014,0.9861591728281153,1585090800.0,2020-03-24 23:00:00,11.622724,2.0498044
342,-0.5542454101129256,-0.2369857516600091,0.8257697354870202,1585094400.0,2020-03-25 00:00:00,11.784989,1.9747648
343,-0.34363525147822915,-0.2369857516600091,0.6974581856141446,1585098000.0,2020-03-25 01:00:00,12.026434,1.9280225
344,-0.9754657273823183,-0.2369857516600091,0.6333024106777057,1585101600.0,2020-03-25 02:00:00,12.373327,1.573584
345,-1.1860758860170146,-0.6714596297033596,0.6012245232094874,1585105200.0,2020-03-25 03:00:00,12.508901,1.3349665
346,-0.9754657273823183,-0.039497625276668065,0.6653802981459251,1585108800.0,2020-03-25 04:00:00,12.644716,1.0354238
347,-0.9754657273823183,-0.2369857516600091,0.6653802981459251,1585112400.0,2020-03-25 05:00:00,12.648887,0.70409745
348,0.3303172561527996,1.1849287583000465,0.6653802981459251,1585116000.0,2020-03-25 06:00:00,12.435432,0.3281906
349,0.3303172561527996,0.9874406319167055,0.6333024106777057,1585119600.0,2020-03-25 07:00:00,12.394012,0.2090928
350,1.172757890691585,1.1849287583000465,0.5370687482730496,1585123200.0,2020-03-25 08:00:00,12.219831,-0.13674311
351,0.9621477320568889,0.7899525055333645,0.5691466357412679,1585126800.0,2020-03-25 09:00:00,12.164788,-0.32273743
352,0.7515375734221924,0.7899525055333645,0.5370687482730496,1585130400.0,2020-03-25 10:00:00,11.953737,-0.6218353
353,-0.13302509284353276,-0.2369857516600091,0.5049908608048301,1585134000.0,2020-03-25 11:00:00,11.820577,-0.973929
354,-0.34363525147822915,-0.6714596297033596,0.5049908608048301,1585137600.0,2020-03-25 12:00:00,11.750863,-1.2126079
355,-1.8600283936480433,-1.8563883880034053,0.5691466357412679,1585141200.0,2020-03-25 13:00:00,11.727796,-1.5249944
356,-0.7648555687476218,-0.8689477560867006,0.6333024106777057,1585144800.0,2020-03-25 14:00:00,11.788778,-1.8115922
357,-0.9754657273823183,-1.2639240088533825,0.6333024106777057,1585148400.0,2020-03-25 15:00:00,11.888051,-2.1794808
358,-0.9754657273823183,-1.0664358824700415,0.7295360730823629,1585152000.0,2020-03-25 16:00:00,11.953246,-2.504138
359,-1.6494182350133468,-1.0664358824700415,1.2427822725738675,1585155600.0,2020-03-25 17:00:00,12.079862,-2.7358909
360,-1.1860758860170146,-1.2639240088533825,0.9861591728281153,1585159200.0,2020-03-25 18:00:00,12.130944,-3.2257483
361,-1.6494182350133468,-1.4614121352367235,1.3390159349785247,1585162800.0,2020-03-25 19:00:00,11.983155,-3.4136174
362,-1.6494182350133468,-1.6589002616200643,1.4673274848514004,1585166400.0,2020-03-25 20:00:00,11.729982,-3.7407672
363,-1.6494182350133468,-1.4614121352367235,1.49940537231962,1585170000.0,2020-03-25 21:00:00,11.556743,-3.9652872
364,-1.6494182350133468,-1.4614121352367235,1.371093822446743,1585173600.0,2020-03-25 22:00:00,11.289377,-4.273145
365,-1.6494182350133468,-1.4614121352367235,1.49940537231962,1585177200.0,2020-03-25 23:00:00,11.367997,-4.1852207
366,-1.396686044651711,-1.2639240088533825,1.050314947764553,1585180800.0,2020-03-26 00:00:00,11.06377,-4.4731293
367,-1.396686044651711,-1.0664358824700415,0.6974581856141446,1585184400.0,2020-03-26 01:00:00,10.869416,-4.77071
368,-1.396686044651711,-0.8689477560867006,0.6653802981459251,1585188000.0,2020-03-26 02:00:00,10.693383,-5.068356
369,-1.1860758860170146,-1.0664358824700415,0.6012245232094874,1585191600.0,2020-03-26 03:00:00,10.615843,-5.3696322
370,-1.396686044651711,-1.0664358824700415,0.5370687482730496,1585195200.0,2020-03-26 04:00:00,10.673932,-5.7580075
371,-1.396686044651711,-1.0664358824700415,0.5370687482730496,1585198800.0,2020-03-26 05:00:00,10.675184,-6.0115232
372,-1.396686044651711,-1.2639240088533825,0.5691466357412679,1585202400.0,2020-03-26 06:00:00,10.627334,-6.2782145
373,-1.396686044651711,-1.0664358824700415,0.6333024106777057,1585206000.0,2020-03-26 07:00:00,10.448211,-6.606413
374,-1.6494182350133468,-1.2639240088533825,0.6974581856141446,1585209600.0,2020-03-26 08:00:00,10.356286,-6.7680526
375,-1.6494182350133468,-1.4614121352367235,0.7295360730823629,1585213200.0,2020-03-26 09:00:00,10.199061,-7.009478
376,-1.396686044651711,-1.2639240088533825,0.7295360730823629,1585216800.0,2020-03-26 10:00:00,9.87453,-7.350601
377,-1.8600283936480433,-1.6589002616200643,0.6653802981459251,1585220400.0,2020-03-26 11:00:00,9.768495,-7.4879875
378,-1.8600283936480433,-1.8563883880034053,0.6012245232094874,1585224000.0,2020-03-26 12:00:00,9.552413,-7.6662345
379,-1.6494182350133468,-1.6589002616200643,0.7295360730823629,1585227600.0,2020-03-26 13:00:00,9.269717,-7.5421944
380,-1.396686044651711,-1.0664358824700415,0.7936918480188008,1585231200.0,2020-03-26 14:00:00,9.045268,-7.3613825
381,-0.5542454101129256,-0.6714596297033596,0.7936918480188008,1585234800.0,2020-03-26 15:00:00,8.878713,-7.208562
382,-0.13302509284353276,-0.43447387804335014,0.6333024106777057,1585238400.0,2020-03-26 16:00:00,8.404938,-7.040417
383,0.11970709751810318,-0.039497625276668065,0.6653802981459251,1585242000.0,2020-03-26 17:00:00,8.289004,-7.0156674
384,0.11970709751810318,-0.2369857516600091,0.7295360730823629,1585245600.0,2020-03-26 18:00:00,7.9179664,-6.9265785
385,0.11970709751810318,-0.2369857516600091,1.114470722700991,1585249200.0,2020-03-26 19:00:00,7.570062,-6.8330555
386,0.3303172561527996,-0.039497625276668065,0.9540812853598958,1585252800.0,2020-03-26 20:00:00,7.3317156,-6.779559
387,0.5409274147874961,0.35547862749001397,1.595639034724276,1585256400.0,2020-03-26 21:00:00,7.0025177,-6.732163
388,0.3303172561527996,0.15799050110667295,1.4031717099149625,1585260000.0,2020-03-26 22:00:00,6.688799,-6.72598
