Row ID,Battery Life,Beach Name,Component_0,Component_1,Component_2,Measurement Timestamp,Turbidity,UMAP-0,UMAP-1,Water Temperature,Wave Height,Wave Period
8769,0,1,-11.5331,1.11676,-28.8044,1465923600,0,12.9523,7.9748,1,0,-1
8770,0,1,-11.6755,0.852907,-28.8422,1465927200,0,12.9095,8.0468,0,0,-1
8771,0,1,-11.8114,0.58708,-28.8803,1465930800,0,12.8573,8.07933,0,0,-1
8772,0,1,-11.9406,0.314977,-28.9195,1465934400,0,12.825,8.10473,0,-1,-1
8773,0,1,-12.0584,0.0447115,-28.9584,1465938000,0,12.7987,8.15217,0,-1,-1
8774,0,1,-12.1684,-0.234222,-28.998,1465941600,0,12.7993,8.14416,0,-1,-1
8775,0,1,-12.2651,-0.513263,-29.0374,1465945200,0,12.6892,8.17749,0,-1,-1
8776,0,1,-12.3502,-0.797301,-29.0767,1465948800,0,12.5789,8.22716,0,-1,-1
8777,0,1,-12.4231,-1.0836,-29.1157,1465952400,0,12.4945,8.23654,0,0,-1
8778,0,1,-12.4814,-1.36815,-29.1538,1465956000,0,12.4334,8.23368,0,0,-1
8779,0,1,-12.5232,-1.64159,-29.1897,1465959600,0,12.4143,8.23603,0,-1,-1
8780,0,1,-12.5506,-1.90392,-29.2237,1465963200,0,12.3525,8.22184,0,-1,-1
8781,0,1,-12.5632,-2.15901,-29.2562,1465966800,0,12.311,8.20097,0,-1,-1
8782,0,1,-12.5605,-2.41861,-29.2887,1465970400,0,12.148,8.13368,0,-1,-1
8783,0,1,-12.54,-2.70625,-29.3245,1465974000,0,12.098,8.10167,0,-1,-1
8784,0,1,-12.4494,-3.36344,-29.4048,1465981200,0,11.9395,7.99968,0,-1,-1
8785,0,1,-12.3898,-3.64831,-29.44,1465984800,0,11.8914,7.97404,0,-1,3
8786,0,1,-12.3199,-3.89753,-29.4712,1465988400,0,11.7935,7.9075,0,-1,-1
8787,0,1,-12.2332,-4.14228,-29.5024,1465992000,0,11.7416,7.87737,0,-1,-1
8788,0,1,-12.1264,-4.39199,-29.5353,1465995600,0,11.6934,7.8195,0,-1,-1
8789,0,1,-12.0021,-4.64232,-29.5694,1465999200,0,11.6633,7.79105,0,-1,-1
8790,0,1,-11.8521,-4.89688,-29.6061,1466002800,0,11.6191,7.73587,0,-1,-1
8791,0,1,-11.6832,-5.14428,-29.6439,1466006400,0,11.5738,7.66905,0,-1,-1
8792,0,1,-11.4987,-5.38214,-29.6833,1466010000,0,11.544,7.60696,0,-1,2
8793,0,1,-11.2963,-5.60744,-29.724,1466013600,0,11.5259,7.55219,1,-1,0
8794,0,1,-11.0771,-5.8218,-29.7664,1466017200,0,11.5206,7.50925,0,-1,-1
8795,0,1,-10.8417,-6.02106,-29.8111,1466020800,0,11.509,7.47966,1,-1,-1
8796,0,1,-10.5952,-6.20099,-29.8581,1466024400,0,11.513,7.44648,0,-1,0
8797,0,1,-10.3388,-6.36133,-29.9054,1466028000,0,11.5108,7.39255,0,-1,-1
8798,0,1,-10.0673,-6.50373,-29.957,1466031600,0,11.4969,7.34449,0,-1,-1
8799,0,1,-9.79201,-6.62409,-30.0108,1466035200,0,11.4819,7.29969,0,-1,-1
8800,0,1,-9.50812,-6.72012,-30.0672,1466038800,0,11.5269,7.21899,0,-1,0
8801,0,1,-9.22191,-6.79249,-30.1249,1466042400,0,11.5601,7.1454,0,-1,-1
8802,0,1,-8.92638,-6.8414,-30.1859,1466046000,0,11.5967,7.07473,0,-1,-1
8803,0,1,-8.63485,-6.86734,-30.248,1466049600,0,11.6226,7.02454,0,-1,-1
8804,0,1,-8.33266,-6.87004,-30.3132,1466053200,0,11.6623,6.97466,0,-1,-1
8805,0,1,-8.04108,-6.84771,-30.3777,1466056800,0,11.6591,6.96712,0,-1,-1
8806,0,1,-7.74626,-6.80043,-30.4437,1466060400,0,11.6978,6.92971,0,-1,-1
8807,0,1,-7.45901,-6.73039,-30.5092,1466064000,0,11.7431,6.87151,0,-1,-1
8808,0,1,-7.17729,-6.64048,-30.5733,1466067600,0,11.7946,6.81909,0,-1,-1
8809,0,1,-6.89936,-6.52357,-30.6388,1466071200,0,11.83,6.79334,0,-1,-1
8810,0,1,-6.6323,-6.39034,-30.7011,1466074800,0,11.8413,6.78817,0,0,-1
8811,0,1,-6.38071,-6.24002,-30.7594,1466078400,0,11.8995,6.73454,0,0,-1
8812,0,1,-6.13261,-6.07014,-30.8159,1466082000,0,11.9283,6.71607,0,0,-1
8813,0,1,-5.89551,-5.883,-30.8692,1466085600,0,11.9769,6.68159,0,0,-1
8814,0,1,-5.67193,-5.681,-30.9146,1466089200,0,12.0428,6.62962,0,0,-1
8815,0,1,-5.46319,-5.47289,-30.9544,1466092800,0,12.0933,6.5904,0,0,0
8816,0,1,-5.26073,-5.24673,-30.9893,1466096400,0,12.1451,6.55915,0,1,0
8817,0,1,-5.06887,-5.01117,-31.0168,1466100000,0,12.2389,6.53113,0,1,1
8818,0,1,-4.88977,-4.76805,-31.0364,1466103600,0,12.3012,6.5307,0,1,1
8819,0,1,-4.72551,-4.52114,-31.0467,1466107200,0,12.3468,6.52904,0,1,1
8820,0,1,-4.56604,-4.26226,-31.0478,1466110800,0,12.3861,6.52907,0,1,1
8821,0,1,-4.41572,-3.99812,-31.0389,1466114400,0,12.4225,6.5358,0,1,1
8822,0,1,-4.27469,-3.72725,-31.0187,1466118000,0,12.4753,6.53114,0,1,2
8823,0,1,-4.1439,-3.46024,-30.988,1466121600,0,12.5598,6.53661,0,1,1
8824,0,1,-4.01911,-3.18897,-30.9456,1466125200,0,12.6078,6.54862,0,1,2
8825,0,1,-3.90098,-2.91765,-30.8901,1466128800,0,12.6822,6.5681,0,1,2
8826,0,1,-3.7884,-2.64578,-30.8223,1466132400,0,12.7273,6.57094,0,0,0
8827,0,1,-3.68335,-2.38232,-30.7434,1466136000,0,12.7816,6.59098,0,0,1
8828,0,1,-3.58169,-2.11743,-30.6511,1466139600,0,12.8183,6.60183,0,0,1
8829,0,1,-3.4871,-1.86259,-30.5479,1466143200,0,12.8898,6.63686,0,0,1
8830,0,1,-3.3929,-1.60224,-30.4303,1466146800,0,12.9633,6.65654,0,0,1
8831,0,1,-3.30214,-1.34642,-30.3017,1466150400,0,13.0087,6.674,0,0,1
8832,0,1,-3.21353,-1.09493,-30.1625,1466154000,0,13.0464,6.69392,0,0,1
8833,0,1,-3.1278,-0.852154,-30.0148,1466157600,0,13.1303,6.74221,0,0,1
8834,0,1,-3.04165,-0.61085,-29.8564,1466161200,0,13.1671,6.75912,0,0,1
8835,0,1,-2.95567,-0.375257,-29.6893,1466164800,0,13.1963,6.77181,0,0,1
8836,0,1,-2.8685,-0.145505,-29.5149,1466168400,0,13.2388,6.79652,0,0,1
8837,0,1,-2.78281,0.0708508,-29.3466,1466172000,0,13.27,6.81384,0,0,-1
8838,0,1,-2.69127,0.290338,-29.1642,1466175600,0,13.3176,6.83824,0,0,1
8839,0,1,-2.59638,0.503626,-28.9768,1466179200,0,13.3925,6.87318,0,0,-1
8840,0,1,-2.49472,0.714352,-28.7809,1466182800,0,13.4655,6.90326,0,0,0
8841,0,1,-2.39182,0.913388,-28.5872,1466186400,0,13.5211,6.94979,0,0,0
8842,0,1,-2.28235,1.10727,-28.4008,1466190000,0,13.5575,6.97504,0,0,0
8843,0,1,-2.16682,1.29668,-28.198,1466193600,0,13.6019,7.01807,0,0,0
8844,0,1,-2.04562,1.48144,-27.9951,1466197200,0,13.6055,7.02663,0,0,0
8845,0,1,-1.91858,1.66064,-27.7927,1466200800,0,13.6864,7.10623,0,0,-1
8846,0,1,-1.78619,1.83392,-27.5889,1466204400,0,13.7536,7.16869,0,0,-1
8847,0,1,-1.64752,2.00296,-27.3831,1466208000,0,13.7913,7.21453,0,0,-1
8848,0,1,-1.50291,2.16765,-27.1763,1466211600,0,13.8185,7.25858,0,-1,0
8849,0,1,-1.35519,2.32586,-26.971,1466215200,0,13.8451,7.32371,0,-1,-1
8850,0,1,-1.20192,2.47855,-26.7668,1466218800,0,13.8689,7.37183,0,-1,-1
8851,0,1,-1.04802,2.62369,-26.5649,1466222400,0,13.8898,7.41328,0,-1,0
8852,0,1,-0.887012,2.76595,-26.3698,1466226000,0,13.9092,7.45421,0,-1,0
8853,0,1,-0.714383,2.91155,-26.1607,1466229600,0,13.9143,7.46902,0,-1,-1
8854,0,1,-0.540654,3.05206,-25.9544,1466233200,0,13.9256,7.51513,0,-1,-1
8855,0,1,-0.364781,3.1891,-25.7486,1466236800,0,13.9364,7.59266,0,-1,-1
8856,0,1,-0.192621,3.31948,-25.5489,1466240400,0,13.9199,7.65944,0,-1,-1
8857,0,1,-0.0181027,3.44676,-25.3419,1466244000,0,13.9044,7.70553,0,-1,-1
8858,0,1,0.159658,3.57361,-25.1325,1466247600,0,13.8946,7.72951,0,-1,-1
8859,0,1,0.338537,3.69822,-24.9192,1466251200,0,13.8866,7.77228,0,-1,-1
8860,0,1,0.516454,3.81924,-24.702,1466254800,0,13.8283,7.82155,0,-1,-1
8861,0,1,0.690385,3.93495,-24.4889,1466258400,0,13.8224,7.82424,0,-1,-1
8862,0,1,0.867174,4.05077,-24.2662,1466262000,0,13.794,7.8637,1,0,0
8863,0,1,1.0412,4.16168,-24.041,1466265600,0,13.764,7.89185,1,0,-1
8864,0,1,1.20993,4.26739,-23.815,1466269200,0,13.7303,7.91764,1,0,-1
8865,0,1,1.37245,4.36584,-23.587,1466272800,0,13.6616,7.94609,1,-1,-1
8866,0,1,1.53253,4.45852,-23.357,1466276400,0,13.6379,7.95319,1,0,-1
8867,0,1,1.68317,4.54251,-23.1296,1466280000,0,13.6164,7.96332,1,-1,-1
8868,0,1,1.82354,4.6149,-22.9095,1466283600,0,13.5616,7.95919,1,-1,-1
8869,0,1,1.95452,4.67553,-22.6943,1466287200,0,13.5104,7.96029,1,-1,0
8870,0,1,2.08256,4.72867,-22.4767,1466290800,0,13.4216,7.94495,1,-1,0
8871,0,1,2.22192,4.77534,-22.2277,1466294400,0,13.3682,7.9312,1,0,-1
8872,0,1,2.53734,4.85383,-21.6352,1466301600,0,13.1921,7.86366,0,-1,-1
8873,0,1,2.67268,4.87154,-21.3777,1466305200,0,13.1349,7.83696,0,-1,-1
8874,0,1,2.78948,4.87173,-21.1424,1466308800,0,12.9972,7.79085,0,-1,-1
8875,0,1,2.89642,4.8553,-20.9158,1466312400,0,12.9556,7.76196,0,-1,-1
8876,0,1,3.00783,4.82238,-20.6701,1466316000,0,12.8948,7.73967,0,-1,-1
8877,0,1,3.12037,4.77101,-20.4135,1466319600,0,12.8104,7.7164,0,-1,3
8878,0,1,3.23223,4.69923,-20.1487,1466323200,0,12.759,7.72127,0,-1,1
8879,0,1,3.33988,4.60918,-19.8819,1466326800,0,12.7157,7.72281,0,-1,1
8880,0,1,3.44246,4.49912,-19.6152,1466330400,0,12.6494,7.73327,0,-1,1
8881,0,1,3.53808,4.37335,-19.3542,1466334000,0,12.5887,7.7497,0,-1,1
8882,0,1,3.62876,4.22926,-19.0961,1466337600,0,12.5443,7.76279,0,0,-1
8883,0,1,3.71106,4.07257,-18.8489,1466341200,0,12.4906,7.78115,0,0,-1
8884,0,1,3.78798,3.90043,-18.6056,1466344800,0,12.4468,7.80705,0,-1,-1
8885,0,1,3.85902,3.71581,-18.37,1466348400,0,12.3614,7.84727,0,0,-1
8886,0,1,3.92515,3.52105,-18.1405,1466352000,0,12.2767,7.89405,0,0,-1
8887,0,1,3.98542,3.31833,-17.9213,1466355600,0,12.1973,7.93698,0,-1,-1
8888,0,1,4.04318,3.10555,-17.7053,1466359200,0,12.1297,7.98207,0,0,-1
8889,0,1,4.09555,2.88937,-17.4996,1466362800,0,12.0906,8.01853,0,-1,-1
8890,0,1,4.14529,2.67085,-17.3012,1466366400,0,12.0891,8.04987,0,-1,-1
8891,0,1,4.19162,2.45096,-17.1101,1466370000,0,11.9933,8.11813,0,-1,-1
8892,0,1,4.23573,2.2265,-16.9246,1466373600,0,11.8994,8.19351,0,-1,-1
8893,0,1,4.2792,1.9959,-16.7389,1466377200,0,11.8251,8.25519,0,-1,-1
8894,0,1,4.32313,1.74917,-16.5477,1466380800,0,11.7491,8.3196,0,-1,-1
8895,0,1,4.36666,1.50174,-16.3585,1466384400,0,11.6795,8.37205,0,-1,-1
8896,0,1,4.40769,1.26165,-16.1785,1466388000,0,11.5635,8.48355,0,-1,-1
8897,0,1,4.44687,1.02966,-16.0063,1466391600,0,11.478,8.56041,0,-1,1
8898,0,1,4.48509,0.806484,-15.8362,1466395200,0,11.389,8.64315,0,-1,1
8899,0,1,4.52548,0.57624,-15.6632,1466398800,0,11.3298,8.69551,0,-1,-1
8900,0,1,4.56723,0.345631,-15.4843,1466402400,0,11.2719,8.74858,0,-1,0
8901,0,1,4.61118,0.114222,-15.2993,1466406000,0,11.1772,8.81835,0,-1,4
8902,0,1,4.65685,-0.109492,-15.1096,1466409600,0,11.0626,8.9402,0,-1,-1
8903,0,1,4.70613,-0.32346,-14.9172,1466413200,0,10.958,9.04689,0,-1,3
8904,-1,1,4.75831,-0.537009,-14.7113,1466416800,0,10.8735,9.16569,0,-1,-1
8905,-1,1,4.81549,-0.73926,-14.5033,1466420400,0,10.8268,9.22893,0,-1,0
8906,-1,1,4.87592,-0.933518,-14.2858,1466424000,0,10.7674,9.33346,0,-1,-1
8907,-1,1,4.94176,-1.11454,-14.062,1466427600,0,10.7312,9.39731,0,-1,-1
8908,-1,1,5.01277,-1.28905,-13.8291,1466431200,0,10.6824,9.49302,0,-1,-1
8909,-1,1,5.08845,-1.45097,-13.5876,1466434800,0,10.603,9.66651,0,-1,-1
8910,-1,1,5.17017,-1.60075,-13.3427,1466438400,0,10.5492,9.7732,0,-1,-1
8911,-1,1,5.25925,-1.7378,-13.0935,1466442000,0,10.496,9.85941,0,-1,-1
8912,-1,1,5.35256,-1.86263,-12.8363,1466445600,0,10.4283,9.96631,0,-1,-1
8913,-1,1,5.45503,-1.97186,-12.5855,1466449200,0,10.3546,10.0707,0,-1,-1
8914,-1,1,5.5659,-2.07477,-12.3201,1466452800,0,10.3237,10.1266,0,-1,-1
8915,-1,1,5.68204,-2.16591,-12.0552,1466456400,0,10.2429,10.247,0,-1,-1
8916,-1,1,5.80343,-2.24704,-11.7865,1466460000,0,10.1961,10.3268,0,-1,-1
8917,-1,1,5.93084,-2.3155,-11.5227,1466463600,0,10.1366,10.4276,0,-1,-1
8918,-1,1,6.0651,-2.37344,-11.2553,1466467200,0,10.0742,10.5395,0,-1,-1
8919,-1,1,6.20676,-2.42162,-10.9884,1466470800,0,10.0177,10.6441,0,-1,-1
8920,-1,1,6.34797,-2.45882,-10.7264,1466474400,0,9.96846,10.7309,0,-1,-1
8921,-1,1,6.49398,-2.48482,-10.4676,1466478000,0,9.9409,10.8012,0,-1,-1
8922,-1,1,6.63923,-2.49915,-10.218,1466481600,0,9.89393,10.8742,0,-1,-1
8923,-1,1,6.78206,-2.50228,-9.97835,1466485200,0,9.87271,10.922,0,-1,-1
8924,-1,1,6.91671,-2.49571,-9.76146,1466488800,0,9.81682,11.0146,0,-1,-1
8925,-1,1,7.04503,-2.47836,-9.55201,1466492400,0,9.77721,11.1084,0,-1,-1
8926,-1,1,7.17653,-2.45083,-9.35727,1466496000,0,9.74965,11.1609,0,-1,-1
8927,-1,1,7.31745,-2.4096,-9.1485,1466499600,0,9.70731,11.2351,0,-1,-1
8928,-1,1,7.63192,-2.29146,-8.69878,1466506800,0,9.63538,11.3656,0,-1,-1
8929,-1,1,7.79609,-2.21803,-8.46963,1466510400,0,9.61563,11.4054,0,-1,-1
8930,-1,1,8.11669,-2.05284,-8.03604,1466517600,0,9.49008,11.6538,1,-1,-1
8931,-1,1,8.26182,-1.9695,-7.84815,1466521200,0,9.46224,11.6948,1,-1,0
8932,-1,1,8.40174,-1.88646,-7.67963,1466524800,0,9.4399,11.7603,1,0,-1
8933,-1,1,8.55231,-1.79335,-7.51054,1466528400,0,9.40852,11.8294,1,0,-1
8934,-1,1,8.71019,-1.68947,-7.33529,1466532000,0,9.41534,11.8621,1,0,-1
8935,-1,1,8.88124,-1.5782,-7.15851,1466535600,0,9.37641,11.9207,1,0,-1
8936,-1,1,9.06392,-1.45843,-6.97814,1466539200,0,9.36903,11.9542,1,0,-1
8937,-1,1,9.25284,-1.33663,-6.80069,1466542800,0,9.36968,11.9715,1,0,-1
8938,-1,1,9.45183,-1.21375,-6.62362,1466546400,0,9.36714,12.0208,1,-1,-1
8939,-1,1,9.65245,-1.09435,-6.45098,1466550000,0,9.39298,12.1006,1,-1,-1
8940,-1,1,9.85415,-0.983645,-6.28492,1466553600,0,9.40238,12.1343,1,-1,-1
8941,-1,1,10.0622,-0.880572,-6.12177,1466557200,0,9.41635,12.1882,1,-1,-1
8942,-1,1,10.2859,-0.781307,-5.94958,1466560800,0,9.43187,12.2019,1,-1,-1
8943,-1,1,10.5202,-0.692323,-5.77938,1466564400,0,9.48131,12.2708,1,-1,0
8944,-1,1,10.7618,-0.61777,-5.61068,1466568000,0,9.5331,12.3335,1,-1,0
8945,-1,1,10.9989,-0.559603,-5.44845,1466571600,0,9.54263,12.3451,1,-1,0
8946,-1,1,11.235,-0.522229,-5.29283,1466575200,0,9.5955,12.4046,0,-1,-1
8947,-1,1,11.4744,-0.504433,-5.13936,1466578800,0,9.66205,12.4642,0,-1,-1
8948,-1,1,11.7186,-0.506066,-4.98887,1466582400,0,9.70874,12.5036,0,-1,-1
8949,-1,1,11.974,-0.529783,-4.83923,1466586000,0,9.78188,12.5488,0,-1,-1
8950,-1,1,12.2261,-0.576059,-4.69341,1466589600,0,9.8451,12.5847,0,-1,1
8951,-1,1,12.4861,-0.641972,-4.55104,1466593200,0,9.88614,12.6093,0,-1,0
8952,-1,1,12.7413,-0.732024,-4.41468,1466596800,0,9.94499,12.6376,0,-1,-1
8953,-1,1,12.9903,-0.842721,-4.28164,1466600400,0,9.97355,12.6514,0,-1,-1
8954,-1,1,13.2352,-0.972344,-4.16003,1466604000,0,10.0804,12.699,0,-1,1
8955,-1,1,13.4713,-1.12202,-4.0426,1466607600,0,10.183,12.747,0,-1,0
8956,-1,1,13.697,-1.28791,-3.93574,1466611200,0,10.2392,12.7727,0,-1,-1
8957,-1,1,13.9112,-1.47172,-3.83434,1466614800,0,10.2998,12.797,0,-1,-1
8958,-1,1,14.1156,-1.67289,-3.74078,1466618400,0,10.4161,12.8326,0,-1,-1
8959,-1,1,14.3032,-1.88711,-3.65591,1466622000,0,10.5347,12.8738,0,0,-1
8960,-1,1,14.4782,-2.11412,-3.57875,1466625600,0,10.6105,12.8875,0,0,-1
8961,-1,1,14.6403,-2.35806,-3.50821,1466629200,0,10.7013,12.9097,0,0,-1
8962,-1,1,14.7885,-2.61327,-3.44602,1466632800,0,10.7625,12.9226,0,0,-1
8963,-1,1,14.9219,-2.87716,-3.39156,1466636400,0,10.8555,12.935,0,1,-1
8964,-1,1,15.0383,-3.14874,-3.34596,1466640000,0,10.9684,12.9454,0,1,-1
8965,-1,1,15.1404,-3.4279,-3.30814,1466643600,0,11.0956,12.9583,0,1,0
8966,-1,1,15.2262,-3.71363,-3.27894,1466647200,0,11.2115,12.9661,0,1,0
8967,-1,1,15.2938,-3.99723,-3.25929,1466650800,0,11.2938,12.9634,0,0,0
8968,-1,1,15.3453,-4.28924,-3.24849,1466654400,0,11.3966,12.9628,0,0,-1
8969,-1,1,15.3787,-4.58231,-3.2482,1466658000,0,11.4697,12.9553,0,0,-1
8970,-1,1,15.3957,-4.87489,-3.25734,1466661600,0,11.5964,12.9491,0,0,-1
8971,-1,1,15.3955,-5.17449,-3.27725,1466665200,0,11.7384,12.9359,0,0,-1
8972,-1,1,15.3791,-5.47199,-3.30733,1466668800,0,11.8245,12.9229,0,-1,-1
8973,-1,1,15.3466,-5.76676,-3.34863,1466672400,0,11.9086,12.9058,0,-1,-1
8974,-1,1,15.2968,-6.05481,-3.39902,1466676000,0,12.0344,12.8817,0,0,-1
8975,-1,1,15.2348,-6.33641,-3.45883,1466679600,0,12.1594,12.8176,0,-1,-1
8976,-1,1,15.1527,-6.61597,-3.52872,1466683200,0,12.2388,12.7901,0,-1,-1
8977,-1,1,15.0522,-6.88642,-3.6054,1466686800,0,12.3449,12.7352,0,0,-1
8978,-1,1,14.9374,-7.15,-3.69022,1466690400,0,12.4134,12.71,1,0,-1
8979,-1,1,14.8028,-7.4018,-3.78016,1466694000,0,12.5414,12.6188,1,0,-1
8980,-1,1,14.65,-7.64137,-3.87512,1466697600,0,12.6742,12.5318,1,0,-1
8981,-1,1,14.4793,-7.86518,-3.97286,1466701200,0,12.7742,12.4534,1,0,-1
8982,-1,1,14.2869,-8.07597,-4.07479,1466704800,0,12.9203,12.3214,1,0,-1
8983,-1,1,14.079,-8.26665,-4.17727,1466708400,0,12.996,12.2358,1,0,0
8984,-1,1,13.8506,-8.43505,-4.28142,1466712000,0,13.0994,12.1019,1,0,0
8985,-1,1,13.6073,-8.58244,-4.38569,1466715600,0,13.165,12.0147,1,0,0
8986,-1,1,13.351,-8.70452,-4.48898,1466719200,0,13.2562,11.8788,1,0,0
8987,-1,1,13.0897,-8.7977,-4.5889,1466722800,0,13.3517,11.7297,0,0,1
8988,-1,1,12.8133,-8.86713,-4.6882,1466726400,0,13.4228,11.6127,0,0,0
8989,-1,1,12.5417,-8.90903,-4.78521,1466730000,0,13.4588,11.5291,0,0,0
8990,-1,1,12.2607,-8.92596,-4.88141,1466733600,0,13.5256,11.3817,0,0,1
8991,-1,1,11.9828,-8.9179,-4.97473,1466737200,0,13.5884,11.2407,0,0,0
8992,-1,1,11.7085,-8.88569,-5.06426,1466740800,0,13.6346,11.1474,0,0,1
8993,-1,1,11.4365,-8.83084,-5.15432,1466744400,0,13.6697,11.0314,0,0,1
8994,-1,1,11.1766,-8.76113,-5.24071,1466748000,0,13.716,10.8857,0,0,0
8995,-1,1,10.926,-8.67852,-5.32616,1466751600,0,13.7789,10.699,0,0,0
8996,-1,1,10.6673,-8.57862,-5.41651,1466755200,0,13.8127,10.576,0,0,0
8997,-1,1,10.3989,-8.46505,-5.51318,1466758800,0,13.8497,10.4328,0,0,0
8998,-1,1,10.1438,-8.35314,-5.61167,1466762400,0,13.8952,10.2515,1,0,-1
8999,-1,1,9.89669,-8.24372,-5.7132,1466766000,0,13.9202,10.1353,1,0,1
9000,-1,1,9.65717,-8.14071,-5.81946,1466769600,0,13.9786,9.88274,1,0,0
9001,-1,1,9.42178,-8.04737,-5.93272,1466773200,0,13.9881,9.80863,1,0,-1
9002,-1,1,9.17818,-7.95925,-6.0587,1466776800,0,14.0159,9.6739,1,0,0
9003,-1,1,8.93607,-7.88379,-6.19423,1466780400,0,14.0547,9.5008,1,0,0
9004,-1,1,8.68977,-7.82443,-6.34433,1466784000,0,14.0831,9.40157,1,0,-1
9005,-1,1,8.44473,-7.78388,-6.50447,1466787600,0,14.1155,9.30067,1,0,0
9006,-1,1,8.20294,-7.76439,-6.67595,1466791200,0,14.164,9.16253,1,0,-1
9007,-1,1,7.96485,-7.76749,-6.857,1466794800,0,14.214,9.03215,1,0,-1
9008,-1,1,7.73248,-7.7948,-7.04413,1466798400,0,14.2619,8.8832,1,0,0
9009,-1,1,7.51414,-7.84516,-7.23596,1466802000,0,14.3238,8.72004,1,0,-1
9010,-1,1,7.30204,-7.92254,-7.4364,1466805600,0,14.3608,8.61191,1,0,0
9011,-1,1,7.10098,-8.0234,-7.63861,1466809200,0,14.4231,8.42779,1,0,-1
9012,-1,1,6.91189,-8.14472,-7.83999,1466812800,0,14.483,8.2515,1,0,-1
9013,-1,1,6.73776,-8.28698,-8.03968,1466816400,0,14.5355,8.03282,1,0,-1
9014,-1,1,6.57572,-8.44778,-8.23897,1466820000,0,14.5539,7.88968,1,0,-1
9015,-1,1,6.42764,-8.62302,-8.43598,1466823600,0,14.5848,7.7709,1,0,-1
9016,-1,1,6.28922,-8.81177,-8.63155,1466827200,0,14.6103,7.62737,1,-1,-1
9017,-1,1,6.16571,-9.00572,-8.82038,1466830800,0,14.6262,7.53909,1,-1,-1
9018,-1,1,6.05283,-9.21428,-9.01145,1466834400,0,14.6398,7.39604,1,0,-1
9019,-1,1,5.94448,-9.42639,-9.20021,1466838000,0,14.6733,7.25545,1,0,-1
9020,-1,1,5.85188,-9.63585,-9.38108,1466841600,0,14.692,7.17218,1,0,-1
9021,-1,1,5.76527,-9.84881,-9.56151,1466845200,0,14.6974,7.09275,1,0,-1
9022,-1,1,5.68589,-10.0563,-9.73318,1466848800,0,14.7063,6.98398,1,0,-1
9023,-1,1,5.61493,-10.2521,-9.89515,1466852400,0,14.705,6.89939,1,0,-1
9024,-1,1,5.55178,-10.4517,-10.0544,1466856000,0,14.7043,6.84522,1,-1,-1
9025,-1,1,5.49113,-10.6474,-10.2073,1466859600,0,14.6882,6.69664,1,-1,-1
9026,-1,1,5.42849,-10.8704,-10.3799,1466863200,0,14.6822,6.64733,1,0,-1
9027,-1,1,5.29262,-11.3964,-10.7687,1466870400,0,14.661,6.41779,1,-1,-1
9028,-1,1,5.23467,-11.6227,-10.9291,1466874000,0,14.6732,6.39839,1,0,-1
9029,-1,1,5.18296,-11.8242,-11.0657,1466877600,0,14.6505,6.28471,1,0,-1
9030,-1,1,5.13015,-12.0238,-11.1951,1466881200,0,14.6574,6.23979,1,-1,0
9031,-1,1,5.07868,-12.2147,-11.3125,1466884800,0,14.6389,6.16908,1,0,-1
9032,-1,1,5.02631,-12.395,-11.4175,1466888400,0,14.6298,6.13757,1,0,-1
9033,-1,1,4.97498,-12.5623,-11.5108,1466892000,0,14.611,6.08432,1,0,-1
9034,-1,1,4.91444,-12.7367,-11.5995,1466895600,0,14.5838,6.01872,1,-1,-1
9035,-1,1,4.83829,-12.9401,-11.6981,1466899200,0,14.5701,6.00034,1,-1,-1
9036,-1,1,4.45829,-13.8784,-12.0977,1466910000,0,13.6838,5.21308,1,-1,-1
9037,-1,1,4.35273,-14.09,-12.1779,1466913600,0,13.6744,5.20662,1,-1,-1
9038,-1,1,4.24913,-14.2719,-12.2389,1466917200,0,13.6614,5.19391,1,-1,-1
9039,-1,1,4.13311,-14.4469,-12.2904,1466920800,0,13.6506,5.18068,1,-1,-1
9040,-1,1,3.99369,-14.6366,-12.3391,1466924400,0,13.6285,5.17525,1,-1,3
9041,-1,1,3.83321,-14.8345,-12.3839,1466928000,0,13.5711,5.16898,1,-1,2
9042,-1,1,3.66312,-15.0229,-12.4184,1466931600,0,13.4986,5.17324,1,-1,2
9043,-1,1,3.47851,-15.2084,-12.4438,1466935200,0,13.4585,5.17542,1,-1,-1
9044,-1,1,3.29012,-15.3821,-12.46,1466938800,0,13.422,5.18226,1,-1,-1
9045,-1,1,3.09148,-15.5429,-12.4648,1466942400,0,13.3192,5.19164,1,0,-1
9046,-1,1,2.86675,-15.7061,-12.4591,1466946000,0,13.2843,5.20066,1,0,-1
9047,-1,1,2.37963,-16.0217,-12.4207,1466953200,0,13.0348,5.2706,1,0,-1
9048,-1,1,2.1627,-16.1443,-12.3919,1466956800,0,12.9706,5.30192,1,0,-1
9049,-1,1,1.95452,-16.2475,-12.3547,1466960400,0,12.988,5.2825,1,0,-1
9050,-1,1,1.72924,-16.345,-12.3043,1466964000,0,12.9156,5.31603,2,0,-1
9051,-1,1,1.20376,-16.5397,-12.1609,1466971200,0,12.559,5.47264,1,-1,-1
9052,-1,1,0.950962,-16.6201,-12.081,1466974800,0,12.4954,5.49759,1,-1,-1
9053,-1,1,0.716785,-16.6859,-12,1466978400,0,12.4502,5.51947,1,-1,-1
9054,-1,1,0.484494,-16.7418,-11.9108,1466982000,0,12.4031,5.55758,1,-1,-1
