,0,1,2,3,4,5,6
53,1.8767278,-0.080948286,-0.10788055,0.12785399,0.1278052,0.50975215,1412757900.0
54,2.2857933,-0.27672255,-0.103849456,0.1278547,0.12781909,0.50886285,1412684000.0
55,2.1453767,-0.29094863,-0.10451356,0.12785512,0.12773941,0.6595302,1403667200.0
56,1.9859303,-0.08904941,-0.095123604,0.12785548,0.12781803,0.38423306,1414659700.0
57,2.28464,-0.554663,-0.10502894,0.12785517,0.12780777,0.5274631,1403000400.0
58,2.428578,-0.036517534,-0.049156632,0.1278558,0.12783046,-0.07516419,1414936800.0
59,3.1425452,-0.6094931,-0.09679369,0.1278542,0.1278872,0.11317255,1454467200.0
60,2.5532136,-0.74780077,-0.07816945,0.12785561,0.12776151,0.60055405,1411631200.0
61,1.8571209,-0.79490477,0.30723384,0.12785538,0.12788723,0.2450827,1423707600.0
62,1.9999102,-1.0560428,-0.107847914,0.12785095,0.1278191,0.5087837,1415559600.0
63,2.9998622,-0.83275026,-0.108881615,0.12785128,0.12783043,0.28298494,1403322000.0
64,2.2847352,-0.7361248,-0.09240742,0.12785329,0.12781912,0.3582892,1407741600.0
65,1.9992868,-0.06157044,0.325307,0.12785514,0.12778503,0.39571965,1409492100.0
66,2.4288528,-0.66928464,-0.1068385,0.12785254,0.1278076,0.2650382,1407977900.0
67,2.7144117,-0.3147792,-0.08201047,0.1278546,0.1277964,0.43345258,1418754700.0
68,2.7144403,0.14233845,-0.11360024,0.1278567,0.12780778,0.4920332,1428797800.0
69,1.9994909,-0.512614,-0.08825215,0.12785406,0.12795529,0.22610971,1412879900.0
70,2.4280407,-0.8622306,0.10196337,0.12785429,0.12787582,0.18909974,1413551900.0
71,2.284731,-0.5635211,-0.088102475,0.12785527,0.12779641,0.4524768,1412730000.0
72,1.8570161,0.22485483,-0.12236856,-1.0090436,-1.0090556,0.39638925,1428400000.0
73,1.7144189,-0.032680683,-0.12352829,0.12785074,0.1278078,-0.11246435,1468302000.0
74,2.1427848,-0.54633355,-0.09027683,0.12785359,0.12785314,0.39581445,1407741400.0
75,2.2855525,-0.71903884,-0.12618344,0.12785245,0.12787588,-0.37650838,1409550300.0
76,2.2858286,-0.37792066,-0.09624907,0.12785342,0.12783046,0.3205408,1403614200.0
77,2.1426437,-0.44101244,-0.09992834,0.12785381,0.12779641,0.37707812,1403016400.0
78,2.1423812,0.44679135,-0.10112869,0.12785384,0.12785311,0.13257611,1449874000.0
79,2.1397479,-0.2816706,-0.0905733,0.12785187,0.12784195,0.22684905,1403955000.0
80,1.8571677,-0.0828678,-0.109691754,0.12784985,0.1278986,0.30157936,1418163300.0
81,2.284756,-0.2978003,-0.0999342,0.12785149,0.1278078,-0.18665683,1423292500.0
82,1.8565681,0.275379,-0.1044898,0.12785327,0.12784185,0.16958761,1418195700.0
83,2.5712862,-0.3653807,-0.10120328,0.12785015,0.1278418,0.20814298,1407813100.0
84,1.9996926,-0.22191802,-0.09194649,0.12785208,0.12778503,0.22608213,1422254800.0
85,2.1422315,-0.0111585455,-0.06516372,0.12785396,0.12784182,0.0944938,1460884700.0
86,2.5687547,-0.5170462,-0.10179831,0.12784953,0.12800103,0.22670975,1413057700.0
87,1.8568745,-0.25558266,-0.10605085,0.12784865,0.12785317,-0.05639765,1421284700.0
88,2.4282389,-0.3652841,-0.11337943,0.127849,0.1278759,0.05692046,1421281800.0
89,2.2858388,-0.90494585,0.1604145,0.12785678,0.12785317,0.16982959,1466275500.0
90,2.427141,-0.6154243,-0.11300691,0.12784879,0.12785329,0.3966082,1403505200.0
91,2.285651,-0.4578677,-0.115038596,0.12785071,0.12788723,0.16975076,1412606500.0
92,2.7130086,-0.9381545,-0.040433172,0.1278523,0.12792128,0.47100213,1411902200.0
93,1.2838036,0.06159858,-0.120381385,0.12785064,0.12787572,-0.09427751,1418161800.0
94,2.0000615,-0.28112754,-0.1078,0.1278486,0.1278759,-0.05628747,1408614900.0
95,1.5705129,0.22025608,-0.09822447,0.12784788,0.12789829,-0.31610388,1405317600.0
96,2.1429558,0.38038734,-0.1252816,0.12785093,0.12784177,0.37708938,1432195800.0
97,1.9999397,-0.5041404,-0.104432814,0.12785167,0.1279213,0.54642946,1403984500.0
98,2.7137003,-0.20922059,-0.11486337,0.1278514,0.12783049,0.43337837,1403035100.0
99,1.8572929,-0.28510854,-0.11319526,0.12785213,0.12786452,0.35821187,1418556300.0
100,2.2838624,-0.33551776,-0.11508084,0.12785119,0.12780777,0.47031775,1402926600.0
101,1.999595,-0.33558837,-0.095756896,0.12785476,0.12778506,-0.018802343,1412158300.0
102,1.7138958,0.3891328,-0.104782835,0.12785478,0.12781912,0.73482263,1447266700.0
103,2.7142308,-0.31458345,-0.1100514,0.12785509,0.12775098,0.094277725,1423181000.0
104,2.571155,-0.2810308,-0.120422654,0.1278518,0.12784185,0.6778624,1408405800.0
105,2.4285572,0.2078903,0.07114438,0.12786004,0.1278986,0.07553428,1503633200.0
106,2.4286609,-0.15889896,-0.04249111,0.12785554,0.12777369,0.5840459,1417595300.0
107,2.2854717,0.4563718,-0.09526397,0.12785125,0.12783045,0.00013716961,1428759300.0
108,2.7035468,-0.38754755,-0.028241076,-0.9866272,-0.9866857,0.24835059,1412564900.0
109,2.4284184,-0.62191343,-0.11745796,0.12785137,0.12779635,0.11386185,1407521500.0
110,1.9996192,-0.87113154,0.9768048,0.12786375,0.12787588,0.13201724,1462403200.0
111,2.1430423,-0.946332,-0.11130315,0.12785552,0.12788723,0.49006933,1452477800.0
112,1.7140654,-0.4494394,-0.09728658,0.12785064,0.12785318,0.00013962884,1475327600.0
113,2.2852254,-0.73586273,-0.123125225,0.12785086,0.12784182,0.82904375,1404296200.0
114,2.428615,-0.9128589,-0.1224978,0.12785128,0.1277964,0.395779,1407250600.0
115,2.2854192,-0.36106566,0.006703044,0.12784928,0.12785314,0.47115523,1413919500.0
116,2.140122,-0.48080635,-0.12695636,0.12785167,0.12781872,0.13358499,1421045600.0
117,2.1427164,-1.2366124,0.016281055,0.1278567,0.12784171,0.09487075,1416088700.0
118,1.8572088,-0.06175358,-0.12361982,-1.0078248,-1.0078578,-0.3200837,1408493000.0
119,2.2856607,-0.44098175,-0.12168976,0.1278507,0.1278759,0.037822638,1463046100.0
120,2.5712693,-0.84133005,-0.08730424,0.12785584,0.12789862,0.30163157,1416163100.0
121,2.4285738,0.064565875,-0.1264448,0.12785153,0.12783043,0.245306,1449446900.0
122,2.1415868,-0.2050995,-0.09509779,0.12785444,0.12784179,0.43329346,1431116800.0
123,2.5475073,0.083016455,-0.10697449,-0.9594662,-0.95951235,-0.020966517,1412377100.0
124,2.0000005,-0.3395144,-0.12030004,0.12785344,0.12789862,-0.093888804,1419131500.0
125,2.4283795,0.08581953,-0.095079936,0.12785245,0.12780775,0.26412842,1404426000.0
126,2.142704,-0.108134605,-0.105921,0.12785223,0.1278267,-0.6772665,1403985000.0
127,2.2838416,-0.16268982,-0.11979834,0.12785251,0.1278531,0.4710064,1412920700.0
128,2.142814,-0.09593834,-0.1177021,0.12785283,0.1278646,0.24564692,1403672700.0
129,2.9993277,-0.08308074,-0.10705862,0.12785129,0.12787572,0.30179164,1412675500.0
130,1.4285655,-0.09971031,-0.12204878,0.12785074,0.12785318,0.09437204,1419709000.0
131,1.8562996,-0.47410035,-0.10470314,0.12785324,0.12784182,0.52723885,1407503600.0
132,2.4276595,-0.4239505,-0.1293218,0.12785469,0.12784179,0.000379891,1433258000.0
133,2.5693064,0.07014667,-0.05559706,0.1278513,0.12786454,0.30094498,1469448600.0
134,2.4302762,-0.2513092,-0.11696012,0.1278493,0.12796679,0.24542147,1409302300.0
135,2.7140627,-0.5799991,-0.1192633,0.12785023,0.12800084,0.6027533,1403337200.0
136,1.9993057,0.034537807,-0.11535969,0.12784947,0.12780778,0.6024361,1412938200.0
137,2.2887585,-0.49516338,-0.12393817,0.1278489,0.12785338,0.3212235,1408447200.0
138,1.8570852,-0.83701366,-0.1160721,0.12784943,0.12788725,0.20737162,1416828000.0
139,3.2840786,-0.37888938,-0.10641295,-0.9979513,-0.9979622,0.49138394,1422109000.0
140,1.5713495,-0.41989276,-0.12739605,0.12784943,0.12790996,-0.018650193,1422580500.0
141,1.7142802,-0.154438,-0.12964447,0.12785316,0.12784182,-0.09399873,1445368700.0
142,2.2858639,-0.4370111,-0.1238027,0.1278515,0.12779641,0.22632319,1408152700.0
143,2.1428647,0.123716995,-0.10379814,0.12785533,0.12780777,-0.20698415,1468894100.0
144,2.1426554,0.005634335,-0.036052365,0.12785374,0.12785311,0.056627195,1478033700.0
145,2.285447,-0.4502603,-0.11161416,0.12785788,0.12777364,0.45219117,1408278500.0
146,2.0003552,-0.23850495,-0.097641274,0.12785552,0.12778504,-0.13148254,1408949000.0
147,2.142265,-0.508169,-0.09855262,0.12785588,0.12778503,0.18849064,1416991400.0
148,2.1417243,-0.4158868,-0.11700891,0.12785852,0.12781909,0.11329539,1422654000.0
149,1.5714339,-0.37357014,-0.08511142,0.12785937,0.12783046,0.113158666,1403366900.0
150,2.8568218,-0.8749345,-0.080524616,0.12785685,0.12786451,0.30156276,1413740800.0
151,2.1422443,-0.54627335,-0.060371593,0.12785639,0.12785317,0.58389103,1403346700.0
152,2.8567502,-0.75272083,-0.057476334,0.12786168,0.1278191,0.6784595,1416375200.0
153,3.139283,-0.8363681,-0.058577143,0.12786186,0.12781896,0.97785574,1416536600.0
154,2.1413205,-0.22178537,-0.053736728,0.12785774,0.12789856,0.00015939958,1404582800.0
155,1.2854573,0.1783003,-0.097604424,0.12785363,0.12797807,0.6406444,1428842400.0
156,2.7137005,-0.26073977,-0.080623485,0.12785724,0.12783045,0.00081524055,1404721700.0
157,2.5702248,-0.6246838,-0.05018744,0.12785764,0.12778525,0.33719844,1408552600.0
158,2.1434245,-0.78229964,-0.0708519,0.12785868,0.12781909,0.057072554,1407621000.0
159,2.8565946,-1.0476753,-0.06323232,0.12786172,0.12780774,0.22625665,1413809300.0
160,1.8579286,-0.63084644,-0.06616302,0.12786116,0.12781908,0.26367888,1412485400.0
161,2.7145853,-0.18841182,-0.11013683,0.12785538,0.12781912,0.9230778,1408942800.0
162,2.1428447,0.035121534,-0.111487985,0.12785669,0.12779638,0.1885464,1450002000.0
163,1.438376,-0.95426136,-0.0698585,0.1278552,0.12778507,0.10287411,1416145700.0
164,2.7143264,-0.5505389,-0.084753715,0.12785703,0.12777369,0.11325233,1409102800.0
165,2.1432981,-0.91698235,-0.06822381,0.1278614,0.1277964,0.113451816,1407571800.0
166,1.999434,-0.23900236,-0.07487364,0.12785903,0.12778504,-0.13160735,1413378600.0
167,2.2857113,-0.30199927,0.14703459,-1.0079279,-1.0079904,-0.11285312,1431521700.0
168,2.4283261,0.009809316,-0.08807524,0.12785599,0.12778504,0.1698354,1403580800.0
169,2.8571484,-0.22191049,-0.094322875,0.12785828,0.12783048,0.09438901,1449526400.0
170,1.9995697,0.16068326,-0.10353553,0.1278542,0.12784176,0.4140678,1414260500.0
171,1.8567718,-0.47046155,-0.11099302,0.12785387,0.12790991,0.22614321,1412618400.0
172,2.2854927,-0.4706113,0.0010596858,0.12785466,0.12784183,0.22624384,1404192900.0
173,2.4287043,-0.29819405,-0.09572092,0.12785661,0.12787583,0.1322324,1403909500.0
174,2.571415,-0.20507121,-0.029943526,0.12785596,0.1278191,0.24511068,1431462000.0
175,2.4279668,0.1860105,-0.11503557,0.12785587,0.12775105,0.2826269,1418418700.0
176,2.14301,-0.2303403,-0.089335136,0.12785622,0.12780775,-0.056349624,1422400400.0
177,2.285165,-0.095433906,-0.0910481,0.12785995,0.1277964,0.30146158,1413300100.0
178,1.8569847,0.1529949,-0.099479675,0.12785515,0.12778504,-0.11279453,1440104400.0
179,2.1610267,-0.37809032,-0.084322415,0.12785712,0.12779582,0.18967271,1407770900.0
180,2.2941573,-0.58982384,-0.091798574,0.12785897,0.12781776,0.24283366,1403612900.0
181,2.4283793,-1.0262451,-0.11084794,0.1278542,0.12792121,0.6968627,1420675700.0
182,1.7142668,-0.3441441,-0.10627622,0.1278535,0.12777369,0.5840649,1403718500.0
183,2.1429367,-0.12080252,-0.10429658,0.12785317,0.12778504,-0.24465276,1431316100.0
184,2.4283023,0.22892836,-0.10250714,0.12785517,0.12780774,-0.07526403,1481019300.0
185,2.5712414,-0.28587916,-0.106996365,0.12785438,0.12778501,0.18854894,1412824800.0
186,2.4280577,-0.4368075,-0.09864082,0.12785591,0.12777369,0.1320843,1403846100.0
187,2.7141786,-0.27693355,-0.11104109,0.12785469,0.12777369,-0.1878621,1430997500.0
188,2.712183,-0.33003107,-0.062376507,0.12785563,0.12778504,0.07661923,1408180400.0
189,1.7143053,-0.0028465716,0.07113786,-1.0077379,-1.0077109,-0.16938637,1427344300.0
190,2.2858405,-0.37365764,-0.11404959,0.1278519,0.12781909,0.45226645,1412633700.0
191,2.427997,0.13223054,-0.0719252,0.12785392,0.12776232,-0.32011652,1406112500.0
192,2.284704,0.38050014,-0.069135085,0.12785412,0.1278077,-0.037342396,1442457900.0
193,1.7139491,0.11475483,-0.11344568,0.12785402,0.12777367,0.2256456,1441124400.0
194,2.1430738,-0.18399134,-0.09935764,0.12785326,0.1278191,-0.13161533,1403495000.0
195,2.4282846,0.254211,-0.119400464,0.12785308,0.12781909,0.47110415,1472182500.0
196,2.4285119,-0.2598026,-0.12537442,0.12785433,0.12777369,0.11320699,1409266200.0
197,2.2846487,-0.57976544,-0.10576247,0.12785414,0.12777367,0.18844143,1407555100.0
198,2.571138,0.28374717,-0.12667724,0.12785651,0.12783045,0.39570054,1418478100.0
199,2.7142494,0.013972922,-0.117151804,0.12785737,0.12779638,-0.15040672,1404903300.0
200,2.4283962,0.62911016,-0.09769334,0.1278583,0.12780775,-0.1692591,1482351600.0
201,1.7143371,-0.59268016,0.19239722,0.12785855,0.1278418,0.30161297,1434597200.0
202,2.4275815,-0.4280679,-0.11557025,0.12785639,0.12776236,0.39541155,1413754400.0
203,2.422877,-0.8397596,-0.11845381,0.12785515,0.12790838,0.018600386,1407595400.0
204,2.854231,-0.43749312,-0.116334744,0.12785739,0.12784147,0.2072896,1403649700.0
205,2.4280138,-0.120747626,-0.11423167,0.12785515,0.12780774,0.20722753,1435838600.0
206,2.0000055,0.14044191,-0.0994869,0.12786186,0.12783046,0.018990071,1431695700.0
207,2.8569343,-0.095484845,-0.08012708,0.12785883,0.12784182,0.4523099,1467436900.0
208,2.286068,-0.83262986,-0.115261406,0.1278554,0.12778504,0.2827128,1417443300.0
209,2.1425147,1.0416976,-0.115762085,-1.0077233,-1.0078177,0.5090297,1446582100.0
210,2.000768,-0.008172946,-0.09964881,0.12785459,0.12784155,-0.05597708,1430652900.0
211,2.5713608,-0.38196504,-0.06873567,0.12785545,0.12780777,-0.45190188,1433658500.0
212,2.5710435,-0.5630912,0.010353075,0.1278585,0.1277964,0.18850683,1404291200.0
213,3.1427605,-0.65583754,-0.1039384,0.12785177,0.1278191,-0.093972355,1421410300.0
214,2.7113006,-0.42383942,-0.116261534,-1.0071303,-1.0070747,-0.055681128,1408730000.0
215,1.9993721,-0.09155162,-0.09929168,0.12785509,0.12779641,-0.09405964,1409088100.0
216,2.4284468,-0.46625045,-0.12654214,0.12785427,0.1277964,0.09437919,1412783900.0
217,2.5721765,-0.19987585,0.14291628,0.1278524,0.12785049,-0.01072721,1404549100.0
218,2.28557,-0.832579,-0.08616676,0.12785353,0.1277964,-0.05629902,1412027500.0
219,2.285757,-0.33147177,0.023262328,0.12786217,0.12788722,0.00021586304,1412775000.0
220,2.4279137,0.04354333,-0.018517217,0.12785603,0.12781906,-0.056080963,1428449800.0
221,2.1428103,-0.40724635,-0.014606317,-1.0020478,-1.0021081,-1.0676767,1408873900.0
222,2.2856104,-0.22188742,-0.10070494,0.1278543,0.1277964,0.26389918,1449127800.0
223,2.2856398,-0.2977445,-0.07913353,0.12785324,0.12775096,0.33928508,1402977500.0
224,1.7140448,-0.7061964,-0.08646258,0.12785457,0.12781909,-0.05628245,1412087900.0
225,1.9999648,0.077193424,-0.09432587,0.1278541,0.12776233,-0.15049073,1405102000.0
226,2.7138014,0.068126984,0.023249472,0.12785962,0.12780769,-0.07478457,1423682200.0
227,1.8570269,0.47749805,-0.03959733,0.12785457,0.12780775,0.20743094,1423445000.0
228,2.5710852,-0.108190104,-0.084844865,0.12785141,0.12790994,0.05670995,1409201500.0
229,2.2856197,-0.25553918,-0.124699466,0.12785287,0.12786454,0.43348405,1403839500.0
230,2.4284286,0.031019175,-0.095615335,0.12785682,0.12781912,0.03786228,1482619400.0
231,1.7142031,-0.5715847,-0.106635414,0.12785462,0.1277964,0.07555668,1456952200.0
232,1.7143427,0.051808294,-0.120385006,0.12785333,0.12784179,0.4332714,1431061200.0
233,1.8572004,-0.3650631,-0.113556966,0.12785386,0.1278191,0.09441769,1435805000.0
234,2.5714226,-0.3103905,-0.115802005,-1.0078565,-1.0079252,-0.18821229,1413093400.0
235,1.8564764,-0.11231635,-0.110332236,0.12785228,0.127944,0.28275555,1426121300.0
236,1.8571943,-0.17171757,-0.12680778,0.12785009,0.12779641,0.0002703509,1413402600.0
237,1.8571717,-0.46208173,-0.123036996,0.12785122,0.1278418,-0.18825686,1404795000.0
238,2.571738,-0.38633004,-0.12061993,0.12784971,0.12778504,-0.03707633,1403618000.0
239,1.8561671,-0.40703386,-0.10733343,0.12785317,0.12776229,0.30125004,1403185700.0
240,2.143338,-0.20938183,-0.12779874,0.12785582,0.12777363,0.13191691,1403773700.0
241,1.9998468,0.17394818,0.56723106,0.12785415,0.12780775,-0.22570805,1404996100.0
242,1.8571852,-0.5969163,-0.13180026,0.12785463,0.12778504,0.2639556,1424034300.0
243,1.7143086,-0.820148,0.017753262,0.12785545,0.12790994,-0.2258502,1430075100.0
244,2.1425984,0.69240844,-0.12672156,0.12785378,0.12780775,0.26390037,1445206900.0
245,1.9999442,-1.0307465,-0.13278551,0.12785505,0.1278191,0.5840891,1447262800.0
246,2.5716538,0.4563254,-0.11602682,-1.007866,-1.0079693,0.6594608,1418125300.0
247,2.8562236,-0.08694675,-0.12343789,0.12785275,0.12783037,0.2258692,1408915800.0
248,1.4288687,0.4690209,-0.11751554,0.12785271,0.12776235,0.11303175,1436536000.0
249,1.5710721,0.45225734,-0.12559967,0.1278532,0.12777369,0.5653339,1419085700.0
250,2.5685887,0.038251493,0.5009622,0.12785342,0.12783068,-0.055006843,1404115100.0
251,2.142533,-0.6093653,-0.10070752,0.12785278,0.12785317,0.26392162,1417927000.0
252,2.0000377,-0.6348654,-0.1256923,0.12785406,0.12773961,0.24499132,1429458200.0
253,2.5696096,-0.01623436,-0.123633884,0.1278527,0.12790982,0.22538352,1408937600.0
254,1.8573792,-0.40717414,-0.12016352,0.12785184,0.12785317,0.05669084,1407742800.0
255,2.4282725,0.62891024,-0.10987307,0.12785873,0.12784182,1.0740011,1482652300.0
256,2.285644,-0.356656,-0.11526303,0.12785241,0.12775098,0.113189645,1453494000.0
257,1.1425444,-0.7526201,0.12189276,0.12785321,0.12781909,-0.11277992,1421066400.0
258,2.427265,-0.32727867,-0.12362336,0.12785119,0.12777369,-0.037530694,1403599400.0
259,1.4271284,-0.9759738,-0.11872848,0.12785421,0.12779635,0.09475699,1453291600.0
260,2.2854307,-0.5294316,-0.11615964,0.1278501,0.12775096,0.43373385,1426398100.0
261,2.1426783,0.33861715,-0.115305066,0.12785271,0.1277737,0.35813805,1481602000.0
262,2.988211,-0.45375574,-0.104823396,0.12785292,0.12778457,-0.08786921,1403755800.0
263,1.571284,0.26662028,-0.123987414,0.12785028,0.12787585,0.18850656,1428089300.0
264,2.9999778,-0.028004952,-0.10011252,0.12785535,0.12781908,-0.48944464,1486795100.0
265,2.1425543,-0.3271227,-0.12762518,0.12785174,0.1278759,0.0190333,1458858400.0
266,2.5691445,-0.055721875,-0.062388036,0.1278502,0.12785314,-0.12891327,1404216300.0
267,2.4315157,-0.06487625,-0.104159094,0.1278506,0.12789883,-0.0166666,1404165500.0
268,2.714128,-0.23451672,-0.12609383,0.12785116,0.12790994,0.3392126,1404064800.0
269,2.85622,0.2666885,-0.120352946,0.12785245,0.12787583,0.1319747,1435388200.0
270,1.9994155,-0.1333909,-0.11205256,0.12784919,0.12795529,-0.7149491,1404504200.0
271,1.4277596,-0.6260202,-0.11573427,0.12785076,0.12781918,0.18877833,1412514700.0
272,2.428282,0.19110715,-0.08888389,0.12785217,0.12788726,-0.018607585,1473202300.0
273,2.1437066,-0.27191472,-0.12842625,0.12784876,0.12806877,0.056648143,1403913100.0
274,2.571388,-0.13339825,-0.10726394,0.12785396,0.12793265,0.26388538,1430917200.0
275,2.2861335,-0.27181894,-0.10140234,0.12784836,0.12793298,0.23965757,1408249900.0
276,2.2854128,-0.19666278,-0.034494653,0.12785047,0.12788723,0.094389945,1404456800.0
277,2.5711339,0.026695803,-0.11683962,0.12785125,0.12780774,0.9231231,1512175700.0
278,2.285715,-0.028080463,-0.12604801,0.12784834,0.12788723,-0.056341037,1403734100.0
279,2.5710151,0.5146991,-0.10578448,0.12785588,0.12783043,-0.3007383,1513995300.0
280,2.7134612,0.009749056,-0.10804773,0.12785023,0.12777366,0.16955674,1413727700.0
281,2.285502,0.20797808,-0.10995045,0.12784839,0.12772825,-0.037311204,1423487100.0
282,1.5711868,0.18189292,-0.12700415,0.12784797,0.12783036,0.63923866,1413837000.0
283,2.4284005,0.039306384,-0.12011917,0.1278497,0.12776232,-0.07501244,1413228900.0
284,3.2852988,0.46479842,-0.0027014287,0.12785782,0.12784183,0.39593536,1429694300.0
285,2.5682232,-0.41069666,-0.103285916,0.12785126,0.12778506,0.09404879,1408131100.0
286,1.5714403,0.51535606,-0.13418113,0.12785253,0.1277964,0.1131828,1441793000.0
287,2.428195,0.23733358,-0.1083941,0.12785155,0.12784182,-0.20706156,1413290200.0
288,2.2857707,0.2542135,-0.13117146,0.12785004,0.12783046,0.15083571,1408813300.0
289,2.2857006,0.37210724,-0.116839185,0.12785159,0.12800081,-0.056253422,1404236700.0
290,2.4276943,0.5785168,-0.029733073,0.1278516,0.12801217,-0.43299127,1405135400.0
291,2.9996457,-0.31031805,-0.12452054,0.1278524,0.12786448,0.113310605,1422126200.0
292,1.2856945,0.24998184,-0.047136884,0.12785989,0.12790994,0.019015627,1423473300.0
293,2.1427777,0.37216347,-0.11903944,0.12785281,0.12785318,-0.26353732,1458537700.0
294,1.9999744,0.39744827,-0.09288365,0.12785992,0.12793265,0.075540915,1446775600.0
295,1.713779,0.14472795,-0.11819227,0.12785086,0.12786458,-0.07526301,1403793300.0
296,1.714073,-0.6523845,-0.07280242,0.12785047,0.12788713,-0.48894948,1421025800.0
297,2.4287574,-0.060814913,-0.13198252,0.12784958,0.12801239,0.00012670404,1403556200.0
