,Unnamed: 0,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,UMAP-0,UMAP-1,UMAP-2
2259,2259,0.0,1437037200.0,-0.0,0.0,0.0,0.0,-0.0,3.34056,8.685611,14.059471
32511,32511,3.0,1624802400.0,0.0,-0.0,-0.0,-1.0,0.0,-0.07365849,0.92445904,6.1659136
34276,34276,4.0,1406682000.0,-0.0,0.0,0.0,0.0,0.0,4.283508,-2.041406,4.2544327
9557,9557,1.0,1469008800.0,1.0,-0.0,0.0,0.0,-0.0,1.4685082,3.1667407,8.64059
38304,38304,5.0,1434654000.0,-1.0,-0.0,-0.0,2.0,1.0,16.043558,9.916871,4.5282984
26242,26242,3.0,1500465600.0,1.0,-0.0,0.0,-1.0,-1.0,2.3292642,9.338539,5.5671124
2752,2752,0.0,1439190000.0,1.0,-0.0,-1.0,0.0,-1.0,8.320048,-2.2741735,13.571227
32761,32761,3.0,1626375600.0,1.0,-0.0,-0.0,1.0,0.0,7.3549414,7.1774807,-0.8248461
28882,28882,3.0,1533186000.0,1.0,-0.0,-1.0,-1.0,1.0,6.238956,8.211725,3.3076468
37318,37318,5.0,1403046000.0,-1.0,-0.0,-1.0,0.0,0.0,-5.2005367,11.561802,5.249415
39713,39713,5.0,1442026800.0,-0.0,0.0,5.0,2.0,1.0,8.180623,5.317182,2.4829752
19089,19089,3.0,1405321200.0,-1.0,-0.0,-1.0,2.0,1.0,9.406885,-3.4280844,10.903206
19421,19421,3.0,1406563200.0,-0.0,0.0,2.0,3.0,-0.0,-0.8114402,6.645549,14.017148
27855,27855,3.0,1529359200.0,-0.0,-0.0,1.0,0.0,-0.0,7.892544,7.6599307,10.519474
26282,26282,3.0,1500609600.0,1.0,-0.0,0.0,-1.0,2.0,5.9253616,5.9320755,3.9514356
12697,12697,2.0,1407747600.0,1.0,0.0,2.0,0.0,-0.0,6.300928,1.729458,-5.7271266
18416,18416,3.0,1402794000.0,-1.0,-0.0,-1.0,-1.0,0.0,-3.8424304,6.218252,-0.082644686
10121,10121,1.0,1471330800.0,1.0,0.0,1.0,1.0,1.0,11.290451,8.755475,7.173597
27205,27205,3.0,1504072800.0,1.0,-0.0,0.0,-1.0,0.0,2.228807,5.6166058,8.66019
11893,11893,2.0,1404727200.0,-1.0,-0.0,-1.0,1.0,-1.0,-2.558001,11.018441,3.4324381
8892,8892,1.0,1466373600.0,0.0,-0.0,-1.0,-1.0,-0.0,7.6569076,8.2614355,6.261078
1477,1477,0.0,1433581200.0,-2.0,0.0,2.0,1.0,-0.0,9.761014,0.06397222,-1.5765246
38890,38890,5.0,1438714800.0,1.0,-0.0,-0.0,2.0,1.0,-4.6717334,7.6149387,8.053396
14874,14874,2.0,1438747200.0,1.0,-0.0,0.0,-2.0,-1.0,3.3965063,-2.6091657,-5.307394
9805,9805,1.0,1470013200.0,1.0,-0.0,0.0,-1.0,-1.0,4.3659163,10.440742,10.839769
3649,3649,1.0,1402272000.0,-0.0,-0.0,0.0,0.0,0.0,6.66453,-3.306036,4.29301
1229,1229,0.0,1432310400.0,-2.0,-0.0,0.0,-1.0,0.0,14.440731,0.10848447,5.8100324
20028,20028,3.0,1408827600.0,1.0,1.0,-0.0,-1.0,-2.0,-6.485013,2.048861,3.5639622
553,553,0.0,1404604800.0,-1.0,-0.0,-1.0,0.0,-0.0,-5.343901,6.111416,-2.0154614
25219,25219,3.0,1496646000.0,-1.0,-0.0,0.0,-1.0,-0.0,0.016646424,-2.927026,8.422662
1169,1169,0.0,1432065600.0,-2.0,-0.0,0.0,-1.0,1.0,14.74803,10.185511,6.3798532
28249,28249,3.0,1530828000.0,0.0,-0.0,-1.0,-1.0,1.0,8.335615,5.537955,11.161184
1101,1101,0.0,1406959200.0,0.0,-0.0,-1.0,1.0,-6.0,6.1213098,-5.5387383,3.2757757
18778,18778,3.0,1404115200.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.95577633,6.167696,10.664225
19392,19392,3.0,1406458800.0,0.0,-0.0,-0.0,-1.0,-0.0,-1.4101509,13.891778,6.9594984
33945,33945,4.0,1405458000.0,-1.0,-0.0,1.0,1.0,1.0,1.5286181,-1.7881296,3.1134343
27549,27549,3.0,1528225200.0,-1.0,0.0,2.0,1.0,1.0,6.70655,7.4077597,12.521882
19331,19331,3.0,1406239200.0,-1.0,-0.0,-0.0,0.0,0.0,-4.1963515,4.157809,6.8716035
34142,34142,4.0,1406199600.0,-1.0,0.0,2.0,0.0,0.0,0.7434715,0.7133031,-3.3632393
16820,16820,2.0,1468774800.0,1.0,-0.0,-0.0,0.0,0.0,-1.0808358,3.3078592,-0.94436425
20822,20822,3.0,1436349600.0,-1.0,0.0,0.0,0.0,-0.0,-0.052687358,7.592565,13.537246
22165,22165,3.0,1441702800.0,0.0,-0.0,-1.0,-1.0,1.0,8.30151,10.6638365,-1.7190301
3427,3427,1.0,1401465600.0,-1.0,-0.0,-1.0,-1.0,1.0,6.008166,11.183002,2.4218266
15620,15620,2.0,1441634400.0,-1.0,-0.0,-1.0,-1.0,-0.0,-3.6272228,-0.053723663,0.62983406
12068,12068,2.0,1405432800.0,-1.0,-0.0,2.0,1.0,1.0,13.657958,-1.0154603,3.6765857
39058,39058,5.0,1439344800.0,1.0,0.0,2.0,1.0,0.0,6.273233,1.440857,7.3750634
20829,20829,3.0,1436374800.0,-0.0,0.0,-0.0,0.0,-0.0,-3.713789,5.9452643,10.3303995
2791,2791,0.0,1439370000.0,1.0,-0.0,1.0,0.0,-2.0,-2.4956727,5.945206,-0.55504733
6092,6092,1.0,1434348000.0,-1.0,-0.0,-1.0,0.0,-0.0,10.173659,7.60325,-2.1438255
28717,28717,3.0,1532559600.0,1.0,-0.0,-0.0,0.0,-1.0,6.9522276,9.812627,7.3344574
35027,35027,4.0,1432177200.0,-3.0,-0.0,-0.0,1.0,0.0,11.253569,-4.1253667,10.904152
21856,21856,3.0,1440471600.0,-1.0,-0.0,-0.0,0.0,-1.0,14.946872,4.425867,7.8043184
29291,29291,3.0,1534726800.0,2.0,-0.0,0.0,-1.0,-1.0,4.3328447,11.403955,3.7994425
20056,20056,3.0,1408928400.0,1.0,2.0,-1.0,1.0,-2.0,14.388861,4.178066,1.4999574
35647,35647,4.0,1434603600.0,-1.0,-0.0,-1.0,0.0,-1.0,2.8130226,8.445781,15.101409
22918,22918,3.0,1466938800.0,1.0,-0.0,-0.0,-1.0,-1.0,8.575297,9.050112,6.206051
5323,5323,1.0,1408539600.0,1.0,-0.0,-1.0,-1.0,-1.0,-4.231462,4.864483,2.8411942
22976,22976,3.0,1467154800.0,0.0,0.0,1.0,0.0,-1.0,10.50454,6.0703216,2.2787075
34284,34284,4.0,1406710800.0,-0.0,0.0,-1.0,-1.0,0.0,9.119934,-4.1659513,8.281215
1638,1638,0.0,1434276000.0,-1.0,-0.0,-1.0,0.0,-1.0,-0.2090548,-2.5624483,3.7544444
11497,11497,2.0,1403276400.0,-0.0,-0.0,-0.0,-1.0,-0.0,4.6500435,-2.3086245,2.8827696
17207,17207,2.0,1470182400.0,1.0,-0.0,0.0,-1.0,-2.0,2.5777264,3.8828266,9.9836445
27630,27630,3.0,1528516800.0,-1.0,-0.0,0.0,0.0,1.0,9.956519,8.8675585,12.295366
15995,15995,2.0,1465444800.0,-1.0,-0.0,1.0,1.0,0.0,10.733323,7.4691644,1.6506826
13446,13446,2.0,1433167200.0,-3.0,2.0,3.0,0.0,-0.0,-1.1639676,6.9153175,5.0469327
39604,39604,5.0,1441616400.0,-1.0,-0.0,-1.0,1.0,1.0,-6.409984,7.629735,8.420987
22250,22250,3.0,1464386400.0,-2.0,-0.0,-1.0,-1.0,2.0,7.738017,2.0334682,11.770986
23498,23498,3.0,1469635200.0,1.0,-0.0,-0.0,-1.0,3.0,11.742629,4.9014664,6.5913534
1413,1413,0.0,1433300400.0,-2.0,0.0,-0.0,0.0,-0.0,5.5207195,11.375642,-1.0790858
5498,5498,1.0,1409176800.0,1.0,-0.0,0.0,0.0,-2.0,1.0504147,16.293577,7.103008
28591,28591,3.0,1532095200.0,1.0,-0.0,-1.0,-1.0,-0.0,6.065203,7.9247923,11.448621
22965,22965,3.0,1467115200.0,0.0,0.0,2.0,1.0,-1.0,2.0336206,4.657622,0.63505393
39651,39651,5.0,1441789200.0,-1.0,-0.0,3.0,-1.0,1.0,-2.003484,13.772097,9.012759
4670,4670,1.0,1406102400.0,-1.0,0.0,1.0,1.0,1.0,-0.59930074,10.695076,11.100667
17901,17901,2.0,1472742000.0,0.0,0.0,3.0,1.0,-1.0,-0.93261844,4.547995,7.405965
13842,13842,2.0,1434646800.0,-1.0,-0.0,-1.0,-1.0,-1.0,3.1539352,3.2555838,13.004286
684,684,0.0,1405152000.0,-1.0,-0.0,-1.0,2.0,1.0,5.6750736,-3.1600068,4.3428164
36551,36551,4.0,1439218800.0,1.0,-0.0,1.0,-1.0,1.0,12.378966,6.435007,10.288692
225,225,0.0,1403388000.0,-0.0,-0.0,1.0,-1.0,0.0,9.823504,-1.3779353,-0.87733865
13592,13592,2.0,1433732400.0,-2.0,-0.0,-1.0,1.0,-0.0,-2.1977022,13.257638,0.1893773
31405,31405,3.0,1565805600.0,2.0,-0.0,1.0,1.0,-1.0,4.2935057,7.5413117,-1.2417506
33122,33122,3.0,1629835200.0,1.0,-0.0,0.0,1.0,0.0,4.0781994,4.1100726,2.2944632
30754,30754,3.0,1563382800.0,1.0,-0.0,-1.0,-1.0,-0.0,7.988008,-2.5263793,4.4460425
29684,29684,3.0,1559494800.0,-1.0,-0.0,1.0,0.0,-0.0,6.6718535,-1.0763706,3.9795008
39400,39400,5.0,1440781200.0,-1.0,-0.0,-0.0,0.0,-1.0,4.082598,9.745835,-4.5286236
18710,18710,3.0,1403870400.0,0.0,-0.0,-0.0,-1.0,-0.0,6.4231853,-3.8690007,10.797306
22216,22216,3.0,1464264000.0,-2.0,-0.0,-1.0,0.0,2.0,8.722447,-0.45605817,8.006739
27171,27171,3.0,1503950400.0,1.0,-0.0,0.0,-1.0,0.0,2.7458706,6.4071155,8.459699
25514,25514,3.0,1497740400.0,-1.0,-0.0,0.0,-1.0,-2.0,3.4816194,1.5324831,11.6488695
16462,16462,2.0,1467216000.0,1.0,-0.0,1.0,0.0,-1.0,3.4101944,2.286063,10.93523
29681,29681,3.0,1559484000.0,-1.0,-0.0,1.0,-1.0,-0.0,6.646361,-0.95885175,3.5412886
28653,28653,3.0,1532329200.0,-0.0,-0.0,1.0,0.0,-1.0,4.35041,7.4523616,10.802979
23106,23106,3.0,1467975600.0,1.0,-0.0,0.0,0.0,2.0,8.522753,10.223075,-0.6045467
3839,3839,1.0,1402956000.0,0.0,-0.0,-1.0,-1.0,-0.0,3.132198,-3.1795473,6.746009
3254,3254,0.0,1441519200.0,-0.0,-0.0,-2.0,0.0,-0.0,16.179174,9.354995,0.96941125
5413,5413,1.0,1408867200.0,1.0,-0.0,0.0,-1.0,-1.0,5.2465568,6.0817375,-3.9103577
34658,34658,4.0,1408075200.0,1.0,0.0,-0.0,0.0,-1.0,-6.0066156,1.5468298,7.716719
27050,27050,3.0,1503496800.0,1.0,-0.0,0.0,-1.0,1.0,0.26216066,10.222619,6.6100554
20225,20225,3.0,1434049200.0,-1.0,-0.0,1.0,0.0,2.0,1.8268391,5.453019,-4.101616
39778,39778,5.0,1442289600.0,-0.0,-0.0,-1.0,-1.0,1.0,5.1471806,7.3135304,6.512027
16436,16436,2.0,1467115200.0,0.0,-0.0,4.0,1.0,-1.0,2.071063,4.647093,0.59147716
6021,6021,1.0,1434088800.0,-1.0,-0.0,-0.0,0.0,-0.0,5.429345,-3.4920237,2.1640625
7018,7018,1.0,1437973200.0,1.0,-0.0,-0.0,-1.0,-0.0,3.0202208,14.869723,2.6479695
37601,37601,5.0,1404118800.0,-1.0,-0.0,-1.0,0.0,-3.0,-1.3345,-3.6328044,3.8358016
11734,11734,2.0,1404144000.0,-1.0,-0.0,-1.0,0.0,-1.0,11.630683,2.4079301,6.7494087
9494,9494,1.0,1468782000.0,1.0,-0.0,0.0,-1.0,0.0,-0.6393489,2.982698,-0.6829437
27838,27838,3.0,1529298000.0,-0.0,-0.0,-1.0,-1.0,-0.0,7.160607,9.232633,11.522222
37927,37927,5.0,1405497600.0,-0.0,-0.0,1.0,0.0,0.0,10.319223,3.4828188,-3.5459633
35403,35403,4.0,1433710800.0,-2.0,0.0,1.0,0.0,-1.0,5.625029,-1.503615,-0.845342
2123,2123,0.0,1436475600.0,-0.0,0.0,-0.0,-1.0,0.0,-5.3639727,1.4470533,0.8444723
17385,17385,2.0,1470830400.0,2.0,-0.0,-1.0,0.0,1.0,-3.3251982,6.3838863,6.7362785
18108,18108,2.0,1473498000.0,1.0,-0.0,-1.0,0.0,-1.0,10.675903,7.9430184,-0.23665129
5160,5160,1.0,1407888000.0,1.0,-0.0,0.0,3.0,-0.0,0.9380467,12.695088,1.657126
12298,12298,2.0,1406304000.0,-0.0,0.0,-0.0,0.0,1.0,9.649121,16.011467,3.0789797
38485,38485,5.0,1435356000.0,-1.0,-0.0,2.0,0.0,0.0,8.874089,-1.6002005,-5.42668
23285,23285,3.0,1468706400.0,0.0,-0.0,-0.0,0.0,0.0,-3.374278,3.4974513,0.99722457
22728,22728,3.0,1466226000.0,-0.0,-0.0,-1.0,0.0,-0.0,2.8643816,4.5150056,9.003049
26825,26825,3.0,1502629200.0,1.0,-0.0,0.0,-1.0,-1.0,6.811938,3.9228935,-1.7803223
3238,3238,0.0,1441458000.0,1.0,-0.0,-1.0,-1.0,-0.0,-4.288983,1.9104648,-2.7681062
3353,3353,0.0,1441900800.0,0.0,-0.0,-1.0,-1.0,-0.0,-1.6316848,2.9643476,8.855786
12903,12903,2.0,1408554000.0,1.0,-0.0,-0.0,0.0,-1.0,-4.8631845,-1.4666108,6.3164396
39242,39242,5.0,1440075600.0,-2.0,-0.0,0.0,4.0,-0.0,1.7473383,11.331585,11.962684
30361,30361,3.0,1561960800.0,-1.0,-0.0,-1.0,3.0,-1.0,9.237517,-0.7100392,3.9516199
22618,22618,3.0,1465826400.0,-1.0,-0.0,-0.0,0.0,-0.0,9.860927,7.8557124,2.6501622
39374,39374,5.0,1440687600.0,-0.0,-0.0,1.0,1.0,-1.0,-6.77263,3.5363116,10.038866
5194,5194,1.0,1408017600.0,1.0,-0.0,0.0,-1.0,-1.0,9.405609,2.2534313,15.474374
6623,6623,1.0,1436497200.0,-0.0,-0.0,-1.0,-1.0,1.0,14.618266,0.051337767,6.3570023
24215,24215,3.0,1472374800.0,0.0,-0.0,-1.0,0.0,1.0,2.4127817,0.94732416,9.030254
19199,19199,3.0,1405753200.0,-0.0,-0.0,-1.0,-1.0,0.0,3.7755632,12.4078665,13.905261
24306,24306,3.0,1472702400.0,1.0,0.0,2.0,1.0,1.0,6.539171,-3.577193,0.37078878
29846,29846,3.0,1560099600.0,-1.0,-0.0,-0.0,-1.0,-1.0,10.141186,1.1717196,0.38812444
29826,29826,3.0,1560027600.0,-1.0,-0.0,0.0,-1.0,-1.0,8.764753,1.9060593,-0.04464099
31289,31289,3.0,1565388000.0,1.0,-0.0,-0.0,0.0,-0.0,-0.823026,9.095741,1.5181391
34026,34026,4.0,1405771200.0,0.0,-0.0,-1.0,1.0,1.0,5.0188956,-3.4780898,5.85067
14481,14481,2.0,1437148800.0,1.0,-0.0,-0.0,-1.0,0.0,-1.3581842,15.385402,7.2524
4945,4945,1.0,1407103200.0,1.0,-0.0,-1.0,0.0,-0.0,4.2732825,3.6455867,-3.5586357
25588,25588,3.0,1498064400.0,-0.0,-0.0,0.0,-1.0,2.0,6.465535,7.6741505,5.368048
20705,20705,3.0,1435921200.0,-0.0,-0.0,-0.0,0.0,-0.0,-5.603773,11.397249,3.635919
9112,9112,1.0,1467190800.0,0.0,-0.0,0.0,1.0,-2.0,-2.6484752,4.6304154,7.5640926
3158,3158,0.0,1441044000.0,1.0,-0.0,-1.0,0.0,0.0,-1.5736593,12.366336,-1.3804737
30418,30418,3.0,1562169600.0,0.0,-0.0,-0.0,-1.0,1.0,10.469752,5.370241,1.7828758
37378,37378,5.0,1403276400.0,-0.0,-0.0,-0.0,-1.0,0.0,4.695072,-2.333752,2.8176956
33428,33428,4.0,1403485200.0,-1.0,-0.0,-1.0,1.0,1.0,7.407412,-3.1315415,3.16038
19911,19911,3.0,1408359600.0,1.0,1.0,0.0,0.0,-1.0,14.238297,1.3857737,6.608714
12841,12841,2.0,1408287600.0,1.0,0.0,3.0,0.0,-0.0,12.899579,0.52544105,2.9639263
9287,9287,1.0,1467957600.0,1.0,-0.0,-0.0,0.0,1.0,4.9961076,6.0720925,4.914135
38727,38727,5.0,1436328000.0,-1.0,0.0,4.0,1.0,-0.0,9.921092,13.558423,2.6141326
37889,37889,5.0,1405317600.0,-1.0,-0.0,-1.0,-1.0,1.0,-3.8723888,8.420967,11.200695
35025,35025,4.0,1432170000.0,-3.0,-0.0,0.0,1.0,0.0,-2.6902485,4.989566,-2.2790563
25544,25544,3.0,1497855600.0,-1.0,-0.0,0.0,-1.0,-2.0,1.2647083,1.5535345,12.843273
9666,9666,1.0,1469408400.0,0.0,-0.0,-0.0,0.0,-0.0,5.758844,4.157847,3.8678725
18609,18609,3.0,1403496000.0,-0.0,-0.0,-1.0,-1.0,-0.0,15.080658,6.1938753,11.341404
8418,8418,1.0,1443362400.0,0.0,-0.0,-1.0,-1.0,-1.0,14.382518,8.172392,3.3211722
7111,7111,1.0,1438405200.0,1.0,-0.0,-1.0,-1.0,-0.0,11.251315,2.4822505,-3.6106145
19207,19207,3.0,1405782000.0,1.0,-0.0,0.0,1.0,0.0,-5.065595,-0.2918818,4.033136
3156,3156,0.0,1441036800.0,1.0,-0.0,-1.0,0.0,0.0,7.474886,-0.60379714,1.4893256
36901,36901,4.0,1440568800.0,-2.0,2.0,1.0,0.0,-0.0,11.368942,-0.3396981,12.142359
35504,35504,4.0,1434085200.0,-1.0,0.0,1.0,0.0,-1.0,-1.3581778,-0.55667347,5.9541936
11668,11668,2.0,1403906400.0,-0.0,-0.0,-0.0,-1.0,-0.0,10.001232,13.371136,-3.4070883
25258,25258,3.0,1496790000.0,-1.0,0.0,0.0,-1.0,-0.0,1.2203779,-2.4401298,9.352887
6010,6010,1.0,1434049200.0,-1.0,-0.0,0.0,0.0,-0.0,1.8617673,5.3886986,-4.071234
10006,10006,1.0,1470754800.0,2.0,-0.0,-0.0,-1.0,-2.0,-4.228942,7.629008,4.7734365
195,195,0.0,1403276400.0,-0.0,-0.0,-0.0,-1.0,0.0,4.6976104,-2.286105,2.9679625
37615,37615,5.0,1404169200.0,-1.0,-0.0,2.0,-1.0,-0.0,-0.50652,0.6011202,-0.28070584
15939,15939,2.0,1465232400.0,-2.0,-0.0,1.0,-1.0,0.0,2.9605348,-0.05509517,6.6873326
16528,16528,2.0,1467550800.0,1.0,-0.0,1.0,-1.0,-1.0,0.3985544,11.157242,11.268382
15765,15765,2.0,1464552000.0,-2.0,-0.0,-0.0,0.0,1.0,4.4687953,1.8365674,9.068494
38712,38712,5.0,1436248800.0,-1.0,-0.0,4.0,0.0,-0.0,4.105437,4.6388683,0.7466802
15732,15732,2.0,1464429600.0,-2.0,-0.0,-1.0,3.0,2.0,6.502863,3.3965797,11.5699415
30549,30549,3.0,1562641200.0,1.0,-0.0,-1.0,-1.0,0.0,8.237549,1.7015232,2.0504904
17203,17203,2.0,1470168000.0,2.0,-0.0,1.0,-1.0,-2.0,2.039235,3.6198223,9.673336
29485,29485,3.0,1558760400.0,-2.0,-0.0,-1.0,-1.0,1.0,9.777591,6.966263,2.853559
12441,12441,2.0,1406818800.0,-0.0,-0.0,-1.0,4.0,0.0,7.3580465,-2.5295706,8.607498
1050,1050,0.0,1406768400.0,0.0,0.0,-1.0,0.0,-2.0,4.8185105,-5.706842,7.2325315
16901,16901,2.0,1469066400.0,-1.0,-0.0,-1.0,1.0,0.0,3.1871886,6.758439,-2.113696
4846,4846,1.0,1406743200.0,0.0,-0.0,-0.0,-1.0,0.0,4.751426,8.010931,14.161684
15387,15387,2.0,1440720000.0,-1.0,-0.0,-0.0,-1.0,0.0,9.576453,5.282827,8.615503
37800,37800,5.0,1404993600.0,0.0,-0.0,0.0,-1.0,1.0,7.4936037,-5.213307,3.924034
3659,3659,1.0,1402308000.0,-0.0,-0.0,-0.0,1.0,0.0,8.309806,-1.9923043,9.708825
25273,25273,3.0,1496844000.0,-0.0,-0.0,0.0,-1.0,-0.0,0.64251024,-0.89099914,9.773793
26530,26530,3.0,1501538400.0,1.0,-0.0,0.0,-1.0,0.0,3.8797784,-1.4343325,-0.746902
17066,17066,2.0,1469667600.0,-1.0,-0.0,0.0,2.0,-0.0,7.8422084,-1.6766318,10.743811
11363,11363,2.0,1402790400.0,-1.0,-0.0,0.0,2.0,0.0,-4.60962,12.540004,7.261417
14342,14342,2.0,1436641200.0,-0.0,-0.0,-0.0,-1.0,0.0,14.564003,1.5874739,7.804101
27089,27089,3.0,1503640800.0,1.0,-0.0,0.0,-1.0,1.0,0.19937775,7.284275,7.41379
2049,2049,0.0,1436133600.0,0.0,-0.0,-1.0,1.0,1.0,7.4787674,4.9937663,-5.5163836
29033,29033,3.0,1533758400.0,1.0,-0.0,0.0,0.0,0.0,5.2354913,8.483421,4.8795724
37368,37368,5.0,1403236800.0,-1.0,-0.0,-0.0,-1.0,0.0,-0.4333063,4.8633013,-0.11776671
6884,6884,1.0,1437483600.0,1.0,-0.0,0.0,0.0,0.0,11.045595,-1.8893604,13.331798
15358,15358,2.0,1440608400.0,-1.0,-0.0,1.0,0.0,0.0,13.363033,11.63503,-2.7417474
36840,36840,4.0,1440349200.0,-2.0,2.0,-0.0,0.0,-0.0,4.1003323,-2.1536393,12.791595
9679,9679,1.0,1469455200.0,1.0,-0.0,-0.0,-1.0,-0.0,4.9431725,3.060992,4.367651
8092,8092,1.0,1442142000.0,-0.0,-0.0,-0.0,1.0,-0.0,9.03704,6.3910556,2.6428843
21788,21788,3.0,1440144000.0,-1.0,-0.0,-1.0,1.0,-1.0,-1.4161466,10.135787,4.1067777
39095,39095,5.0,1439478000.0,1.0,-0.0,-0.0,1.0,0.0,-0.3790326,6.549838,-2.3047829
5099,5099,1.0,1407668400.0,1.0,-0.0,-0.0,-1.0,-0.0,9.505287,15.09197,5.1320477
22347,22347,3.0,1464739200.0,-2.0,-0.0,-0.0,-1.0,1.0,6.7821417,1.4217663,8.541972
5315,5315,1.0,1408471200.0,1.0,-0.0,-1.0,-1.0,-1.0,15.258256,0.08619176,7.8409996
26125,26125,3.0,1500026400.0,0.0,-0.0,0.0,-1.0,-1.0,2.8521547,4.042273,6.4654484
19832,19832,3.0,1408060800.0,1.0,-0.0,0.0,1.0,-1.0,1.1768668,8.74297,-3.8702924
3838,3838,1.0,1402952400.0,0.0,-0.0,-1.0,-1.0,-0.0,4.9713635,-4.0603137,3.9380617
32886,32886,3.0,1627790400.0,1.0,-0.0,1.0,-1.0,0.0,-2.3786726,3.3591902,5.8981633
7531,7531,1.0,1439956800.0,0.0,-0.0,-1.0,-1.0,1.0,13.748158,-1.2553443,2.4907477
17111,17111,2.0,1469829600.0,1.0,-0.0,2.0,0.0,-1.0,10.225943,10.170712,6.565693
16680,16680,2.0,1468206000.0,1.0,-0.0,-0.0,-1.0,1.0,1.269176,-1.8772069,-0.26875323
38010,38010,5.0,1405861200.0,1.0,-0.0,-0.0,-1.0,0.0,1.0117127,-1.9379663,-1.4393855
37987,37987,5.0,1405774800.0,0.0,-0.0,-0.0,1.0,0.0,7.8306375,10.777709,-3.9528558
30878,30878,3.0,1563904800.0,1.0,-0.0,1.0,0.0,-1.0,2.9979138,10.830171,1.5394285
6377,6377,1.0,1435424400.0,-0.0,-0.0,0.0,0.0,-1.0,5.8210683,-3.3633184,5.5625114
6055,6055,1.0,1434211200.0,-0.0,-0.0,-1.0,0.0,-0.0,0.4063443,-3.6168087,3.2296233
20348,20348,3.0,1434510000.0,-1.0,-0.0,0.0,0.0,1.0,4.629184,1.9240516,2.2340167
39674,39674,5.0,1441875600.0,0.0,-0.0,-0.0,0.0,1.0,-3.656277,0.17411587,-3.9639537
28648,28648,3.0,1532311200.0,-0.0,0.0,1.0,1.0,-1.0,4.902059,7.970777,11.194334
4820,4820,1.0,1406649600.0,0.0,-0.0,-1.0,-1.0,0.0,-1.7758241,14.016867,2.180686
30132,30132,3.0,1561136400.0,-1.0,-0.0,0.0,0.0,0.0,8.546094,-0.88603324,6.2162085
1542,1542,0.0,1433854800.0,-1.0,-0.0,-1.0,0.0,-1.0,8.099735,-2.473552,3.4670677
28919,28919,3.0,1533322800.0,2.0,-0.0,1.0,0.0,1.0,5.0004888,6.0108304,1.7267789
10339,10339,1.0,1472151600.0,0.0,-0.0,-0.0,-1.0,0.0,2.8400187,3.47721,-4.9130297
11179,11179,2.0,1402128000.0,-1.0,-0.0,-1.0,0.0,1.0,-1.315573,3.4244921,0.3495805
22299,22299,3.0,1464566400.0,-1.0,-0.0,-1.0,-1.0,1.0,4.4659443,1.7656791,10.019642
24371,24371,3.0,1472947200.0,1.0,-0.0,0.0,-1.0,0.0,7.6467605,11.642258,-0.0021184487
15160,15160,2.0,1439812800.0,0.0,-0.0,-1.0,0.0,1.0,3.1966212,7.3305583,7.8909135
19367,19367,3.0,1406368800.0,-0.0,-0.0,-1.0,-1.0,0.0,11.330438,4.0808325,-4.9751463
20988,20988,3.0,1436950800.0,-1.0,0.0,1.0,1.0,-1.0,-0.98228467,9.310024,7.3346076
21543,21543,3.0,1439222400.0,1.0,-0.0,0.0,-1.0,0.0,0.71379095,12.468766,-3.637501
31941,31941,3.0,1567749600.0,-1.0,-0.0,-1.0,-1.0,-1.0,1.1906681,10.950138,5.852486
21224,21224,3.0,1437861600.0,1.0,-0.0,-0.0,-1.0,1.0,10.89392,12.638189,5.105281
39009,39009,5.0,1439168400.0,1.0,-0.0,-1.0,2.0,0.0,5.7883005,2.777614,7.5147595
37587,37587,5.0,1404068400.0,-1.0,-0.0,-0.0,2.0,-0.0,7.1623626,-5.7152205,0.5407735
21335,21335,3.0,1438408800.0,1.0,-0.0,-0.0,0.0,1.0,-3.5516212,-0.15708038,3.964093
9420,9420,1.0,1468512000.0,1.0,-0.0,-0.0,-1.0,0.0,3.4137018,2.565308,8.53053
27013,27013,3.0,1503363600.0,1.0,-0.0,0.0,-1.0,1.0,2.508162,12.272196,7.8681383
9039,9039,1.0,1466920800.0,1.0,-0.0,-1.0,-1.0,-1.0,7.5726385,9.80503,5.423613
5591,5591,1.0,1432386000.0,-2.0,-0.0,-1.0,-1.0,1.0,6.502965,9.54551,0.019412015
35454,35454,4.0,1433894400.0,-1.0,-0.0,-1.0,3.0,-1.0,13.987476,2.482496,0.056715883
12047,12047,2.0,1405353600.0,-1.0,-0.0,-0.0,-1.0,1.0,6.6049247,5.080664,-2.1526062
15041,15041,2.0,1439370000.0,1.0,-0.0,2.0,1.0,-2.0,-2.4488323,5.857968,-0.5811434
37191,37191,4.0,1441846800.0,-0.0,-0.0,0.0,1.0,1.0,4.639344,12.405659,-1.7612005
7969,7969,1.0,1441695600.0,-0.0,-0.0,-1.0,2.0,-0.0,4.0465207,8.0608015,8.57582
22352,22352,3.0,1464757200.0,-2.0,-0.0,-1.0,1.0,1.0,6.9027376,1.0840806,7.9158697
27155,27155,3.0,1503892800.0,1.0,-0.0,0.0,-1.0,1.0,1.6180108,7.4075804,7.800171
24825,24825,3.0,1495202400.0,-2.0,0.0,0.0,-1.0,2.0,-1.546858,0.49297795,9.91827
26107,26107,3.0,1499961600.0,1.0,-0.0,0.0,-1.0,-1.0,1.2441096,5.4066577,6.8510623
