,Unnamed: 0,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,UMAP-0,UMAP-1,UMAP-2
18772,18772,3.0,1404093600.0,0.0,-0.0,-1.0,-1.0,-0.0,4.7008634,8.559797,-4.2433743
2147,2147,0.0,1436565600.0,0.0,-0.0,-1.0,1.0,0.0,-0.6082782,4.5670524,8.257812
39595,39595,5.0,1441580400.0,-1.0,-0.0,-0.0,-1.0,1.0,-3.357157,-1.9817202,10.8365965
31613,31613,3.0,1566561600.0,1.0,-0.0,1.0,1.0,1.0,2.2619865,6.6594043,-0.143623
22959,22959,3.0,1467093600.0,0.0,-0.0,2.0,1.0,-1.0,1.5935429,10.719443,7.652122
23961,23961,3.0,1471316400.0,1.0,-0.0,1.0,1.0,-1.0,-0.95429516,3.2164342,3.7752807
11665,11665,2.0,1403895600.0,0.0,-0.0,-0.0,-1.0,-0.0,15.124438,1.0380383,4.9469237
21448,21448,3.0,1438858800.0,1.0,-0.0,0.0,0.0,0.0,10.166778,4.7455096,-6.360136
35516,35516,4.0,1434128400.0,-1.0,0.0,2.0,-1.0,-1.0,-0.32244134,-3.042106,5.3173623
7710,7710,1.0,1440694800.0,-0.0,-0.0,-1.0,-1.0,0.0,13.159915,-2.1815586,-0.6024434
2852,2852,0.0,1439614800.0,1.0,-0.0,-1.0,0.0,2.0,-4.280866,8.232985,-0.52651393
39514,39514,5.0,1441263600.0,-0.0,-0.0,-1.0,0.0,2.0,2.4172242,10.660941,-5.6161637
3799,3799,1.0,1402812000.0,-0.0,-0.0,-0.0,-1.0,-0.0,4.462507,-1.6154398,-2.7820039
16738,16738,2.0,1468476000.0,-1.0,-0.0,-1.0,1.0,1.0,6.723951,1.3251998,12.719192
16594,16594,2.0,1467889200.0,1.0,-0.0,1.0,1.0,1.0,1.4319433,-0.6014987,-4.217723
16711,16711,2.0,1468321200.0,1.0,-0.0,-0.0,0.0,1.0,3.869406,0.020601965,-2.4650314
25211,25211,3.0,1496617200.0,-1.0,-0.0,0.0,-1.0,-0.0,0.12870483,-2.7654557,8.285319
27795,27795,3.0,1529132400.0,-1.0,-0.0,-0.0,0.0,0.0,10.273693,10.713408,11.606819
4756,4756,1.0,1406419200.0,-0.0,-0.0,-1.0,2.0,0.0,11.405838,-0.054106865,1.4033811
17804,17804,2.0,1472378400.0,-1.0,-0.0,-0.0,0.0,-0.0,2.2155626,1.1716094,8.882968
38933,38933,5.0,1438891200.0,2.0,-0.0,1.0,-1.0,1.0,-1.0006472,8.753296,-4.4038634
16197,16197,2.0,1466222400.0,-0.0,-0.0,0.0,-1.0,-0.0,1.0100956,5.998714,-0.31195226
4926,4926,1.0,1407034800.0,1.0,-0.0,-1.0,1.0,-0.0,5.100684,15.907474,0.34234157
22717,22717,3.0,1466186400.0,0.0,-0.0,0.0,-1.0,-0.0,9.4609165,-2.1856816,3.7564843
7146,7146,1.0,1438534800.0,1.0,-0.0,-1.0,-1.0,-0.0,8.081552,-4.935251,3.078154
15832,15832,2.0,1464793200.0,-1.0,-0.0,-0.0,0.0,1.0,8.219336,0.757294,7.843786
23085,23085,3.0,1467896400.0,1.0,-0.0,1.0,-2.0,2.0,8.097696,8.473564,1.9568008
6888,6888,1.0,1437498000.0,1.0,-0.0,-0.0,-1.0,0.0,0.8016354,7.7916694,14.697679
7491,7491,1.0,1439812800.0,1.0,-0.0,-1.0,0.0,1.0,3.1674378,7.2769666,7.935952
27565,27565,3.0,1528282800.0,-1.0,-0.0,0.0,0.0,1.0,6.8415647,6.7171655,10.382935
0,0,0.0,1379498400.0,-0.0,0.0,-0.0,0.0,-0.0,-4.1324096,12.107164,5.350244
2864,2864,0.0,1439668800.0,1.0,-0.0,-1.0,1.0,2.0,11.219555,-1.7912621,5.907424
38161,38161,5.0,1434110400.0,-1.0,0.0,1.0,0.0,2.0,6.280298,3.5733144,16.212942
15453,15453,2.0,1440961200.0,-1.0,-0.0,1.0,-1.0,0.0,9.7177,12.663945,9.685509
25420,25420,3.0,1497384000.0,0.0,-0.0,0.0,-1.0,-1.0,0.055522315,2.652516,10.370258
11305,11305,2.0,1402581600.0,-1.0,0.0,-1.0,0.0,0.0,-1.9902582,-0.3848238,-0.1288751
8467,8467,1.0,1443538800.0,0.0,0.0,2.0,1.0,-2.0,12.600522,3.542232,4.160185
13452,13452,2.0,1433188800.0,-3.0,3.0,2.0,-1.0,-0.0,-2.5517485,-2.8971682,6.0741677
34980,34980,4.0,1409410800.0,1.0,-0.0,-0.0,-1.0,-2.0,13.130826,6.3624873,7.289675
31530,31530,3.0,1566262800.0,2.0,-0.0,-0.0,-1.0,2.0,0.20496565,7.217111,0.461912
17193,17193,2.0,1470128400.0,1.0,-0.0,1.0,-1.0,-2.0,0.15049782,-3.2861662,1.581439
32096,32096,3.0,1593806400.0,2.0,-0.0,-0.0,-1.0,1.0,0.98898715,2.3247263,5.6580186
3220,3220,0.0,1441393200.0,1.0,-0.0,-0.0,-1.0,-0.0,5.894175,7.1991215,-3.85962
25106,25106,3.0,1496232000.0,-1.0,-0.0,0.0,-1.0,0.0,2.4778104,-1.7636868,9.8506365
29087,29087,3.0,1533960000.0,1.0,-0.0,0.0,-1.0,-0.0,3.3480926,6.716527,1.83721
37260,37260,5.0,1402801200.0,-1.0,-0.0,-1.0,-1.0,1.0,1.0431435,12.34087,10.542315
6399,6399,1.0,1435507200.0,0.0,-0.0,0.0,-1.0,-2.0,5.652763,3.0120976,4.802812
32319,32319,3.0,1622124000.0,-2.0,-0.0,3.0,1.0,0.0,7.056906,5.4336324,7.603341
14973,14973,2.0,1439125200.0,0.0,-0.0,-0.0,-1.0,-1.0,1.6933247,1.6584276,5.948428
25289,25289,3.0,1496901600.0,-1.0,-0.0,0.0,-1.0,-0.0,0.3628677,-0.36056694,8.932458
27161,27161,3.0,1503914400.0,1.0,-0.0,0.0,-1.0,0.0,2.156212,6.9424996,7.9701366
15261,15261,2.0,1440252000.0,-2.0,-0.0,0.0,3.0,1.0,5.0468273,-0.10070749,7.729031
25580,25580,3.0,1498035600.0,-1.0,-0.0,0.0,-1.0,2.0,5.865964,6.3192816,5.0270863
1857,1857,0.0,1435316400.0,-1.0,-0.0,1.0,-1.0,2.0,11.1008835,-4.02431,10.643266
19975,19975,3.0,1408633200.0,1.0,0.0,-1.0,-1.0,-1.0,2.521026,12.859879,-2.798343
3468,3468,1.0,1401613200.0,-0.0,-0.0,-0.0,-1.0,1.0,6.892595,9.239949,0.1622445
22022,22022,3.0,1441108800.0,1.0,-0.0,-1.0,-1.0,-1.0,5.6299605,-3.5070262,13.452907
8536,8536,1.0,1465023600.0,-0.0,-0.0,-1.0,1.0,-0.0,0.43312117,7.7653375,3.6113782
27093,27093,3.0,1503655200.0,1.0,-0.0,0.0,-1.0,1.0,-0.09979734,7.2465925,7.8589144
29454,29454,3.0,1535335200.0,1.0,-0.0,-1.0,-1.0,-2.0,6.076422,8.2867365,-1.6691418
19283,19283,3.0,1406059200.0,1.0,-0.0,-1.0,-1.0,0.0,2.9217076,15.263639,7.553581
37826,37826,5.0,1405087200.0,0.0,-0.0,-1.0,0.0,1.0,13.024153,9.321997,2.551545
27172,27172,3.0,1503954000.0,1.0,-0.0,0.0,-1.0,0.0,2.7696443,6.3376017,8.557199
11278,11278,2.0,1402484400.0,-1.0,0.0,2.0,1.0,0.0,7.723751,1.9307318,-3.3281484
4501,4501,1.0,1405450800.0,-0.0,-0.0,-0.0,1.0,1.0,-0.6883389,-1.2984055,-3.652222
14714,14714,2.0,1438030800.0,1.0,-0.0,1.0,-1.0,-0.0,5.547752,3.3937092,13.268425
38338,38338,5.0,1434780000.0,-1.0,-0.0,1.0,0.0,1.0,10.94898,6.6099644,-5.401469
37978,37978,5.0,1405742400.0,-0.0,-0.0,-1.0,1.0,0.0,4.6814156,0.1944139,3.1746826
30659,30659,3.0,1563040800.0,1.0,-0.0,-0.0,-1.0,-0.0,9.9257145,3.1316183,-0.5268375
28129,28129,3.0,1530385200.0,0.0,-0.0,-0.0,0.0,2.0,7.472048,4.296657,10.731163
28764,28764,3.0,1532728800.0,1.0,-0.0,0.0,0.0,3.0,7.0426073,9.853882,9.70948
35052,35052,4.0,1432267200.0,-3.0,-0.0,0.0,-1.0,0.0,-0.8674389,4.921368,15.179139
33826,33826,4.0,1405018800.0,-0.0,-0.0,1.0,-1.0,2.0,5.7538915,9.738087,1.9995637
11598,11598,2.0,1403650800.0,-0.0,-0.0,-1.0,3.0,-0.0,7.617391,0.37916785,12.795254
33571,33571,4.0,1404010800.0,-0.0,-0.0,-0.0,-1.0,0.0,-2.148232,12.154265,2.0866416
34570,34570,4.0,1407751200.0,1.0,0.0,1.0,0.0,-0.0,8.119938,13.514988,-0.80651516
3674,3674,1.0,1402362000.0,-0.0,-0.0,-0.0,-1.0,0.0,4.801019,3.7189646,0.7216189
18211,18211,2.0,1473876000.0,1.0,-0.0,2.0,0.0,-2.0,3.4468932,1.486567,1.6830919
13918,13918,2.0,1434967200.0,-1.0,-0.0,-1.0,0.0,-1.0,10.6731205,4.7523165,-1.1142715
38623,38623,5.0,1435921200.0,-0.0,-0.0,1.0,0.0,-0.0,-5.6093335,11.499793,3.658395
34601,34601,4.0,1407862800.0,1.0,1.0,3.0,3.0,-0.0,5.0097938,13.898853,2.3617783
20217,20217,3.0,1434016800.0,0.0,-0.0,-2.0,-1.0,2.0,4.5753503,-3.014034,12.306632
12250,12250,2.0,1406124000.0,-1.0,1.0,4.0,1.0,1.0,11.973469,14.295874,3.9508405
3344,3344,0.0,1441864800.0,0.0,-0.0,-1.0,1.0,-0.0,9.9327135,-0.78642774,6.3017983
8914,8914,1.0,1466452800.0,0.0,-0.0,-1.0,-1.0,-1.0,4.706948,8.086688,4.795122
36141,36141,4.0,1437152400.0,0.0,-0.0,-1.0,3.0,1.0,3.1419134,-5.040803,5.2299943
13221,13221,2.0,1432216800.0,-2.0,-0.0,-1.0,3.0,1.0,2.842895,2.4777124,8.316775
11829,11829,2.0,1404496800.0,0.0,-0.0,-0.0,2.0,-1.0,3.7359803,2.5314312,15.252538
11944,11944,2.0,1404968400.0,-0.0,-0.0,-0.0,-1.0,3.0,3.3318348,0.19248742,-0.1367599
35673,35673,4.0,1434697200.0,-1.0,-0.0,2.0,0.0,-1.0,4.8942,2.3603172,13.435315
40009,40009,5.0,1443380400.0,0.0,-0.0,-0.0,-1.0,-0.0,14.056098,7.109786,3.1747673
31548,31548,3.0,1566327600.0,1.0,0.0,0.0,-1.0,2.0,1.227967,9.109543,-0.5412275
8100,8100,1.0,1442170800.0,-0.0,-0.0,-1.0,1.0,-0.0,9.107141,5.7916327,3.663258
33999,33999,4.0,1405674000.0,-1.0,-0.0,-1.0,-1.0,1.0,14.640356,10.508518,6.318905
7261,7261,1.0,1438974000.0,2.0,-0.0,-0.0,-1.0,-1.0,7.6641364,-1.6674311,6.1899157
21380,21380,3.0,1438581600.0,1.0,-0.0,-0.0,1.0,1.0,7.228454,0.21360262,-0.22369461
35238,35238,4.0,1433080800.0,-3.0,5.0,4.0,1.0,-0.0,6.4004164,-2.6648586,6.1460767
34387,34387,4.0,1407085200.0,0.0,-0.0,-0.0,-1.0,-0.0,-0.77868426,3.2296143,14.939138
37390,37390,5.0,1403319600.0,-1.0,-0.0,1.0,-1.0,0.0,14.963363,4.867325,5.482141
1054,1054,0.0,1406782800.0,0.0,0.0,-1.0,-1.0,-4.0,-2.978871,12.015053,5.7492075
16315,16315,2.0,1466658000.0,0.0,-0.0,1.0,-1.0,-0.0,7.988934,-2.1385567,-1.7135122
30860,30860,3.0,1563840000.0,0.0,0.0,1.0,1.0,-1.0,0.7424984,11.553386,3.2786367
33842,33842,4.0,1405080000.0,-1.0,-0.0,-0.0,-1.0,2.0,3.110397,5.823067,6.6374364
18125,18125,2.0,1473562800.0,0.0,-0.0,2.0,1.0,-1.0,-0.54515177,9.60121,6.90431
16322,16322,2.0,1466683200.0,0.0,-0.0,1.0,-1.0,-0.0,6.9563923,-2.3753707,-1.053469
35714,35714,4.0,1434862800.0,-1.0,-0.0,-0.0,-1.0,-1.0,-3.249092,2.961239,-3.0222023
1813,1813,0.0,1435118400.0,-0.0,-0.0,-1.0,0.0,-2.0,8.676277,14.771095,-0.60732085
12257,12257,2.0,1406149200.0,-1.0,2.0,4.0,1.0,1.0,13.988389,9.969897,-0.093107186
18606,18606,3.0,1403485200.0,-0.0,-0.0,-1.0,2.0,-0.0,7.5321693,-3.145081,3.1511219
12817,12817,2.0,1408197600.0,1.0,-0.0,0.0,-1.0,-0.0,-2.4254622,-2.3967404,8.673383
4244,4244,1.0,1404442800.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.06652725,15.799022,6.7240357
35852,35852,4.0,1435395600.0,-1.0,-0.0,2.0,0.0,2.0,12.151795,1.0760205,6.925584
14222,14222,2.0,1436209200.0,-0.0,-0.0,-1.0,1.0,1.0,0.0727358,14.38652,-1.6217271
8368,8368,1.0,1443178800.0,0.0,-0.0,1.0,-1.0,-1.0,12.426814,8.659471,4.5155754
1127,1127,0.0,1407063600.0,1.0,-0.0,-1.0,1.0,-5.0,1.1141068,3.5756786,3.6759915
24469,24469,3.0,1473310800.0,1.0,-0.0,-1.0,-1.0,0.0,3.839338,-2.078696,7.41021
8792,8792,1.0,1466010000.0,0.0,-0.0,-1.0,2.0,-0.0,0.33888054,1.182298,-1.1717141
20607,20607,3.0,1435503600.0,-0.0,-0.0,-0.0,-1.0,0.0,-6.928847,1.3281944,7.880045
35033,35033,4.0,1432198800.0,-3.0,-0.0,-0.0,-1.0,0.0,6.8757424,-2.7979598,3.8658934
31641,31641,3.0,1566662400.0,1.0,-0.0,1.0,1.0,1.0,2.7660544,8.328011,1.4489446
8347,8347,1.0,1443103200.0,1.0,-0.0,0.0,-1.0,-1.0,13.497238,5.835658,1.3403939
18895,18895,3.0,1404547200.0,-1.0,-0.0,-1.0,-1.0,-1.0,2.4574466,4.3603683,11.621398
2688,2688,0.0,1438934400.0,1.0,-0.0,-1.0,-1.0,-1.0,10.74613,-1.59193,-4.3978777
23971,23971,3.0,1471352400.0,1.0,-0.0,0.0,1.0,-1.0,-0.14866824,5.0297256,9.410592
25988,25988,3.0,1499522400.0,1.0,-0.0,0.0,-1.0,-0.0,6.1526213,4.0320764,5.375308
13319,13319,2.0,1432605600.0,-2.0,-0.0,-1.0,1.0,0.0,-1.2417911,10.546077,10.397614
11479,11479,2.0,1403208000.0,-1.0,-0.0,2.0,-1.0,-0.0,14.31879,7.170008,11.991231
4299,4299,1.0,1404640800.0,-0.0,-0.0,-1.0,1.0,-1.0,14.27645,8.928256,7.4665666
14574,14574,2.0,1437519600.0,0.0,-0.0,-0.0,-1.0,-0.0,3.8581228,-4.599322,3.633519
22638,22638,3.0,1465898400.0,-0.0,-0.0,0.0,-1.0,-0.0,7.6803184,6.076921,13.36037
3689,3689,1.0,1402416000.0,-0.0,-0.0,-0.0,0.0,0.0,6.3200765,10.936791,-2.072174
24735,24735,3.0,1474282800.0,0.0,-0.0,-1.0,-1.0,-1.0,3.9531612,-0.6050177,11.15851
16526,16526,2.0,1467536400.0,0.0,-0.0,0.0,-1.0,-1.0,6.817307,3.4536626,10.407822
37386,37386,5.0,1403305200.0,-0.0,-0.0,1.0,-1.0,0.0,-5.386813,4.6905584,-0.031060755
1626,1626,0.0,1434229200.0,-1.0,-0.0,-0.0,0.0,-1.0,-2.1932375,-2.2635732,-2.333661
10377,10377,1.0,1472288400.0,0.0,-0.0,1.0,-1.0,0.0,8.7811985,8.674309,8.0429535
34153,34153,4.0,1406239200.0,-0.0,-0.0,-0.0,0.0,0.0,-4.1818404,4.173526,6.8186984
27011,27011,3.0,1503356400.0,1.0,-0.0,0.0,-1.0,1.0,2.6914394,12.383037,7.771125
24608,24608,3.0,1473818400.0,1.0,-0.0,1.0,0.0,-1.0,4.0282493,0.10456187,0.9741733
7205,7205,1.0,1438747200.0,1.0,-0.0,-1.0,-1.0,-0.0,3.4227402,-2.6440735,-5.361128
14944,14944,2.0,1439017200.0,-0.0,-0.0,-0.0,0.0,-1.0,10.319744,9.666215,-0.1658375
1257,1257,0.0,1432461600.0,-2.0,-0.0,-1.0,1.0,0.0,9.573914,-3.6866329,1.3678324
9602,9602,1.0,1469170800.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.35010278,6.4793205,9.455824
6421,6421,1.0,1435586400.0,-0.0,-0.0,-1.0,-1.0,-2.0,9.686984,1.8277012,5.6858263
7252,7252,1.0,1438941600.0,1.0,-0.0,-1.0,-1.0,-1.0,-0.20860863,-0.706643,5.9443374
38139,38139,5.0,1434031200.0,-1.0,-0.0,0.0,-1.0,2.0,13.676884,0.33725253,-2.0024714
8577,8577,1.0,1465182000.0,-2.0,-0.0,-0.0,0.0,0.0,7.5813613,7.2163734,3.59598
3676,3676,1.0,1402369200.0,-0.0,-0.0,-0.0,0.0,0.0,4.9522204,3.8027778,0.8711611
16518,16518,2.0,1467489600.0,0.0,-0.0,-0.0,0.0,-1.0,13.440802,6.1652684,4.937169
658,658,0.0,1405054800.0,0.0,-0.0,-0.0,0.0,1.0,1.5163335,5.5984445,10.449653
28868,28868,3.0,1533135600.0,2.0,-0.0,0.0,-1.0,1.0,5.5080066,9.935706,2.8953643
17993,17993,2.0,1473084000.0,1.0,-0.0,-0.0,-1.0,-1.0,6.4020886,7.697107,-5.161
7322,7322,1.0,1439197200.0,1.0,-0.0,-1.0,-1.0,-1.0,-3.328692,11.246275,1.6552739
16330,16330,2.0,1466712000.0,0.0,-0.0,2.0,0.0,-0.0,0.6111216,10.774804,3.6447344
16063,16063,2.0,1465736400.0,-1.0,-0.0,3.0,0.0,0.0,3.7069645,9.147947,8.261025
19761,19761,3.0,1407798000.0,1.0,25.0,-1.0,-1.0,-1.0,10.405046,12.26477,11.911414
5988,5988,1.0,1433959200.0,-1.0,-0.0,-1.0,-1.0,-0.0,11.769199,6.845928,0.5490677
2854,2854,0.0,1439622000.0,1.0,-0.0,-1.0,0.0,2.0,9.622142,7.5157013,-2.4801137
7370,7370,1.0,1439370000.0,1.0,-0.0,0.0,-1.0,-1.0,-2.5163949,5.8423414,-0.59468895
4678,4678,1.0,1406131200.0,-0.0,0.0,1.0,2.0,0.0,5.3738523,-2.2442281,7.850115
19565,19565,3.0,1407085200.0,0.0,-0.0,0.0,-1.0,-0.0,-0.7344777,3.2574656,14.883991
39303,39303,5.0,1440421200.0,-1.0,-0.0,0.0,4.0,-1.0,14.833495,9.686528,3.6370196
13777,13777,2.0,1434412800.0,-1.0,-0.0,-1.0,-1.0,-1.0,9.473258,-5.1764703,-1.4778125
31475,31475,3.0,1566057600.0,1.0,-0.0,0.0,-1.0,-1.0,3.4871979,9.657902,1.239408
30351,30351,3.0,1561924800.0,-0.0,-0.0,-0.0,-1.0,-1.0,9.868364,-0.74027866,2.3801944
25178,25178,3.0,1496491200.0,-1.0,-0.0,0.0,-1.0,-0.0,2.4162588,-2.0775285,7.6502895
10242,10242,1.0,1471802400.0,0.0,-0.0,2.0,0.0,0.0,1.8247879,-1.04023,1.1783756
14474,14474,2.0,1437123600.0,-0.0,-0.0,-0.0,-1.0,0.0,13.20275,13.3410015,3.3477023
28215,28215,3.0,1530705600.0,0.0,-0.0,0.0,0.0,1.0,8.522556,4.73947,12.068555
19127,19127,3.0,1405461600.0,-1.0,-0.0,0.0,1.0,1.0,13.653236,-0.23567806,9.558174
9655,9655,1.0,1469368800.0,1.0,-0.0,0.0,-1.0,-0.0,4.6451097,3.3950331,3.6178615
36086,36086,4.0,1436943600.0,-1.0,0.0,3.0,0.0,1.0,-3.3136585,-2.3703868,5.7841654
17055,17055,2.0,1469628000.0,-0.0,-0.0,-1.0,-1.0,-0.0,12.209968,4.841668,6.5985317
11908,11908,2.0,1404835200.0,-1.0,-0.0,-0.0,-1.0,-1.0,4.812301,5.824375,16.203262
17114,17114,2.0,1469840400.0,1.0,-0.0,3.0,0.0,-1.0,10.352851,9.446935,6.0338593
7802,7802,1.0,1441029600.0,1.0,-0.0,-1.0,-1.0,0.0,7.499377,-0.63141626,9.134974
7348,7348,1.0,1439290800.0,1.0,-0.0,0.0,0.0,-1.0,-0.21521254,7.7079453,5.717692
26488,26488,3.0,1501372800.0,1.0,-0.0,0.0,-1.0,1.0,3.7048295,1.8437113,-0.8170547
18928,18928,3.0,1404666000.0,-0.0,-0.0,-0.0,-1.0,-1.0,2.9999297,6.1694784,10.408544
2349,2349,0.0,1437422400.0,0.0,-0.0,-1.0,-1.0,-0.0,-1.4110255,5.5313478,-1.9750522
29518,29518,3.0,1558879200.0,-1.0,-0.0,0.0,0.0,1.0,7.595207,3.1243272,3.1882694
14907,14907,2.0,1438884000.0,2.0,-0.0,1.0,-1.0,-1.0,-0.64815295,7.361729,4.555819
24985,24985,3.0,1495785600.0,-2.0,0.0,0.0,-1.0,0.0,0.6415398,-2.7770343,10.724173
20124,20124,3.0,1409173200.0,1.0,0.0,0.0,-1.0,-2.0,5.47093,5.9746995,13.809572
20719,20719,3.0,1435971600.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0055916244,12.696278,5.6264
37240,37240,5.0,1402725600.0,-1.0,-0.0,-1.0,0.0,1.0,1.7857202,-0.9972461,-0.2279226
2625,2625,0.0,1438646400.0,1.0,-0.0,-0.0,0.0,-1.0,-4.11825,2.2630067,9.319848
8884,8884,1.0,1466344800.0,0.0,-0.0,-1.0,-1.0,-0.0,9.771385,-2.4429247,5.944265
36632,36632,4.0,1439510400.0,1.0,1.0,-1.0,3.0,1.0,-6.015104,9.898281,7.028859
24731,24731,3.0,1474268400.0,-0.0,0.0,-1.0,-1.0,-1.0,3.4391637,-0.382024,10.815369
46,46,0.0,1402736400.0,-1.0,-0.0,-1.0,0.0,1.0,2.928967,-0.98095745,-4.464737
39698,39698,5.0,1441965600.0,0.0,-0.0,2.0,0.0,1.0,-2.0925934,0.19888444,2.9403672
12977,12977,2.0,1408824000.0,1.0,-0.0,0.0,-1.0,-1.0,-2.4187658,-0.23828702,13.344768
2217,2217,0.0,1436853600.0,-0.0,-0.0,-1.0,-1.0,0.0,13.748498,6.2414055,-3.5369763
9127,9127,1.0,1467244800.0,1.0,-0.0,-1.0,0.0,-2.0,1.8727204,2.3943722,9.693676
38863,38863,5.0,1436821200.0,-0.0,-0.0,-1.0,0.0,-1.0,-1.1371298,15.189252,1.6727312
16527,16527,2.0,1467547200.0,0.0,-0.0,0.0,-1.0,-1.0,0.36806062,11.175055,11.243815
15841,15841,2.0,1464825600.0,-2.0,-0.0,-1.0,-1.0,1.0,9.373804,1.6358409,8.892645
21361,21361,3.0,1438513200.0,1.0,-0.0,-1.0,-1.0,1.0,4.1957645,2.1423376,-6.7184935
5090,5090,1.0,1407636000.0,1.0,-0.0,1.0,0.0,-0.0,8.95349,-3.1741588,-4.027279
5310,5310,1.0,1408449600.0,1.0,-0.0,-1.0,-1.0,-1.0,2.874393,5.2055836,11.269941
6443,6443,1.0,1435780800.0,0.0,-0.0,0.0,-1.0,3.0,-3.2675896,8.456431,6.923206
21066,21066,3.0,1437235200.0,0.0,-0.0,-0.0,-1.0,-1.0,0.8932903,9.279361,-3.8139896
40025,40025,5.0,1443438000.0,0.0,-0.0,-0.0,0.0,-0.0,12.864343,5.3474975,3.7647462
37038,37038,4.0,1441076400.0,-1.0,-0.0,-1.0,-1.0,-1.0,7.0379043,9.920194,3.3554752
4966,4966,1.0,1407178800.0,1.0,-0.0,-0.0,-1.0,-0.0,4.576574,2.0345454,-6.368261
26330,26330,3.0,1500793200.0,1.0,-0.0,0.0,-1.0,1.0,4.8232837,3.680153,8.662691
11269,11269,2.0,1402452000.0,-1.0,1.0,3.0,0.0,0.0,7.80414,1.9589348,10.501862
25035,25035,3.0,1495976400.0,-1.0,-0.0,0.0,-1.0,0.0,-1.3052329,1.0156574,11.73101
2672,2672,0.0,1438873200.0,2.0,-0.0,1.0,0.0,-1.0,12.002433,-2.2364993,8.465936
14698,14698,2.0,1437973200.0,0.0,-0.0,1.0,-1.0,-0.0,2.8619907,15.026608,2.5993614
16743,16743,2.0,1468494000.0,-1.0,-0.0,-1.0,0.0,1.0,7.0681496,0.9813972,13.244203
24532,24532,3.0,1473537600.0,1.0,0.0,1.0,0.0,-0.0,5.92881,-0.16797516,9.889439
32729,32729,3.0,1626260400.0,1.0,-0.0,-0.0,-1.0,0.0,6.5873265,7.341527,0.8799824
12029,12029,2.0,1405288800.0,-1.0,-0.0,-1.0,-1.0,2.0,5.2823687,-4.370234,6.929765
17463,17463,2.0,1471111200.0,1.0,-0.0,2.0,0.0,1.0,2.7089598,-3.2427802,5.122969
11670,11670,2.0,1403913600.0,-1.0,-0.0,-0.0,2.0,-0.0,6.675283,5.4981422,0.15424062
37599,37599,5.0,1404111600.0,-1.0,-0.0,-1.0,1.0,-1.0,2.2866488,14.947282,0.048529338
1714,1714,0.0,1434628800.0,-1.0,-0.0,-1.0,-1.0,-1.0,14.304029,9.04257,-1.8092431
31581,31581,3.0,1566446400.0,1.0,-0.0,-0.0,-1.0,1.0,4.041989,8.840303,2.4694026
7685,7685,1.0,1440597600.0,-1.0,-0.0,-0.0,-1.0,0.0,1.1686199,-3.4797792,6.8371
31498,31498,3.0,1566144000.0,2.0,-0.0,0.0,0.0,-2.0,0.8492728,7.297109,3.030596
8281,8281,1.0,1442862000.0,0.0,-0.0,0.0,-1.0,-1.0,15.899556,5.74865,2.0923393
29351,29351,3.0,1534950000.0,1.0,0.0,1.0,2.0,-1.0,9.571597,7.1289167,0.5071716
3246,3246,0.0,1441486800.0,0.0,-0.0,-1.0,0.0,-0.0,3.578422,14.385526,4.6862693
28156,28156,3.0,1530493200.0,0.0,-0.0,-0.0,1.0,1.0,7.733204,5.23006,9.607879
33521,33521,4.0,1403830800.0,-0.0,-0.0,-0.0,-1.0,0.0,0.84465694,7.049316,-4.631493
29764,29764,3.0,1559797200.0,-1.0,-0.0,0.0,-1.0,-0.0,9.101496,2.2240307,3.9054368
10742,10742,1.0,1473642000.0,1.0,-0.0,2.0,-1.0,-1.0,2.0646791,4.83099,-2.6480238
34581,34581,4.0,1407790800.0,1.0,0.0,-0.0,-1.0,-0.0,5.4775915,14.076319,4.5183544
8679,8679,1.0,1465552800.0,-1.0,-0.0,-1.0,-1.0,-0.0,-0.20911457,8.102601,9.546276
24224,24224,3.0,1472407200.0,1.0,-0.0,0.0,-1.0,1.0,3.672515,8.104286,6.954507
38272,38272,5.0,1434510000.0,-1.0,-0.0,2.0,1.0,1.0,4.5834994,1.8821356,2.3266463
37134,37134,4.0,1441641600.0,-1.0,-0.0,-0.0,1.0,1.0,1.3816383,12.883717,-1.3181124
33437,33437,4.0,1403517600.0,-1.0,-0.0,-1.0,-1.0,1.0,-0.3847966,-3.0541725,6.8134484
39835,39835,5.0,1442509200.0,-0.0,-0.0,-1.0,3.0,0.0,-3.733533,10.283346,2.6838818
710,710,0.0,1405245600.0,-2.0,-0.0,-0.0,-1.0,1.0,6.9179225,7.229367,-3.38716
7673,7673,1.0,1440554400.0,-1.0,-0.0,-1.0,1.0,0.0,-4.456674,2.0802908,6.0194273
3472,3472,1.0,1401627600.0,-0.0,-0.0,-1.0,1.0,1.0,6.8298407,9.857947,-0.09891481
23289,23289,3.0,1468724400.0,0.0,-0.0,-1.0,-1.0,0.0,2.9603271,-2.4797382,-1.2769322
10753,10753,1.0,1473681600.0,1.0,-0.0,0.0,1.0,-1.0,3.0092208,8.617104,11.186306
3412,3412,1.0,1401411600.0,-1.0,-0.0,0.0,0.0,1.0,5.310063,7.205816,3.6735241
3662,3662,1.0,1402318800.0,-0.0,-0.0,-1.0,0.0,0.0,0.48335412,1.0412952,-5.2397547
