,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,UMAP-0,UMAP-1,UMAP-2
38,0.0,1402707600.0,-1.0,-0.0,-1.0,-1.0,1.0,13.023172,11.191158,6.3893895
39,0.0,1402711200.0,-1.0,-0.0,-0.0,-1.0,1.0,1.9911652,-1.5314106,-0.93693495
40,0.0,1402714800.0,-1.0,-0.0,-1.0,0.0,1.0,14.432413,4.207744,7.087139
41,0.0,1402718400.0,-1.0,-0.0,-1.0,0.0,1.0,2.8045957,13.50575,3.2239325
42,0.0,1402722000.0,-1.0,-0.0,-1.0,0.0,1.0,2.1928837,15.582544,3.9081438
43,0.0,1402725600.0,-1.0,-0.0,-1.0,0.0,1.0,1.864308,-0.9638867,-0.12779827
44,0.0,1402729200.0,-1.0,-0.0,-1.0,0.0,1.0,3.2786026,2.8490927,12.166443
45,0.0,1402732800.0,-1.0,-0.0,-1.0,0.0,1.0,-3.2054005,4.8155527,9.052488
46,0.0,1402736400.0,-1.0,-0.0,-1.0,0.0,1.0,2.928967,-0.98095745,-4.464737
47,0.0,1402740000.0,-1.0,-0.0,-1.0,0.0,1.0,5.4213204,-0.90784794,3.3454762
48,0.0,1402743600.0,-1.0,-0.0,-1.0,-1.0,1.0,1.3238292,4.2497573,-7.271996
49,0.0,1402747200.0,-1.0,-0.0,-1.0,0.0,1.0,2.1789613,-4.733158,0.27829444
50,0.0,1402750800.0,-1.0,-0.0,-0.0,1.0,1.0,3.0378559,4.8382554,1.1588686
51,0.0,1402754400.0,-1.0,-0.0,-0.0,1.0,1.0,-2.9157026,2.375824,-0.25242338
52,0.0,1402758000.0,-1.0,-0.0,-0.0,0.0,1.0,9.827793,-2.1142457,-1.4818945
53,0.0,1402761600.0,-1.0,-0.0,0.0,-1.0,1.0,7.284095,-0.3012798,-5.2777357
54,0.0,1402765200.0,-1.0,-0.0,0.0,-1.0,1.0,4.37074,13.93121,-0.37473205
55,0.0,1402768800.0,-1.0,-0.0,0.0,-1.0,1.0,1.633372,9.3325815,-4.8889627
56,0.0,1402772400.0,-1.0,-0.0,0.0,-1.0,1.0,0.40728396,1.6512392,-3.0581393
57,0.0,1402776000.0,-1.0,-0.0,0.0,-1.0,1.0,-1.025448,-2.8004975,4.8734436
58,0.0,1402779600.0,-1.0,-0.0,-0.0,-1.0,1.0,-0.56478214,3.4815607,-1.6434181
59,0.0,1402783200.0,-1.0,-0.0,-0.0,0.0,1.0,6.14418,6.6925073,16.284433
60,0.0,1402786800.0,-1.0,-0.0,-0.0,-1.0,1.0,-1.5087534,12.295976,4.657635
61,0.0,1402790400.0,-1.0,-0.0,-0.0,0.0,1.0,-4.512985,12.613806,7.149923
62,0.0,1402794000.0,-1.0,-0.0,-0.0,0.0,1.0,-3.8597803,6.2357273,-0.051879097
63,0.0,1402797600.0,-1.0,-0.0,-0.0,-1.0,1.0,3.9555976,-5.217901,2.7403164
64,0.0,1402801200.0,-1.0,-0.0,-0.0,1.0,1.0,0.9609486,12.402915,10.500074
65,0.0,1402804800.0,-1.0,-0.0,-0.0,-1.0,1.0,11.983101,7.341573,1.1227534
66,0.0,1402808400.0,-1.0,-0.0,-0.0,-1.0,1.0,-3.4436727,7.6519933,-1.3986685
67,0.0,1402812000.0,-1.0,-0.0,-0.0,-1.0,1.0,4.451681,-1.5354737,-2.8368988
68,0.0,1402815600.0,-1.0,-0.0,-0.0,-1.0,1.0,8.626852,3.5526805,11.241865
69,0.0,1402819200.0,-1.0,-0.0,-0.0,-1.0,1.0,1.3258617,9.055376,13.0610285
70,0.0,1402822800.0,-1.0,-0.0,-0.0,-1.0,1.0,7.967113,-4.6920943,-1.1129577
71,0.0,1402826400.0,-1.0,-0.0,-0.0,-1.0,1.0,2.492647,-6.630709,5.0708866
72,0.0,1402830000.0,-1.0,-0.0,-0.0,-1.0,1.0,5.718104,4.6045785,-8.247684
73,0.0,1402833600.0,-1.0,-0.0,-0.0,-1.0,1.0,0.056636952,4.162232,-3.1853807
74,0.0,1402837200.0,-1.0,-0.0,-0.0,-1.0,1.0,2.6042085,10.022895,-4.7852445
75,0.0,1402840800.0,-1.0,-0.0,-0.0,-1.0,1.0,4.787685,-6.977144,8.289321
76,0.0,1402844400.0,-1.0,-0.0,-0.0,-1.0,1.0,0.08789021,-3.2179737,-2.8325987
77,0.0,1402848000.0,-1.0,-0.0,-0.0,-1.0,1.0,-3.757994,4.939176,0.84416145
78,0.0,1402851600.0,-1.0,-0.0,-1.0,-1.0,1.0,4.087917,9.179517,13.356203
79,0.0,1402855200.0,-1.0,-0.0,-1.0,-1.0,1.0,-4.300479,0.2703862,11.200884
80,0.0,1402858800.0,-1.0,-0.0,-1.0,2.0,1.0,5.2156243,12.265412,8.071318
81,0.0,1402862400.0,-1.0,-0.0,-1.0,1.0,1.0,-6.675844,4.3104653,5.395724
82,0.0,1402866000.0,-0.0,-0.0,-1.0,1.0,1.0,-5.659973,1.657992,10.060648
83,0.0,1402869600.0,-0.0,-0.0,-1.0,-1.0,1.0,-5.0134354,8.7188,4.2194686
84,0.0,1402873200.0,-1.0,-0.0,-1.0,-1.0,1.0,6.228043,-1.9828494,0.16548778
85,0.0,1402876800.0,-1.0,-0.0,-1.0,0.0,1.0,-2.1697645,-1.1307154,8.658046
86,0.0,1402880400.0,-1.0,-0.0,-1.0,2.0,1.0,2.7260678,-4.2192006,10.969455
87,0.0,1402884000.0,-1.0,-0.0,-1.0,0.0,1.0,14.542413,8.145044,11.813005
88,0.0,1402887600.0,-1.0,-0.0,-1.0,1.0,1.0,-6.0938306,1.210381,6.5089474
89,0.0,1402891200.0,-1.0,-0.0,-1.0,0.0,1.0,11.234757,3.7307353,5.4284916
90,0.0,1402894800.0,-1.0,-0.0,-1.0,0.0,1.0,12.436308,9.931056,0.4488164
91,0.0,1402898400.0,-1.0,-0.0,-1.0,0.0,1.0,7.916292,4.870188,-2.7080154
92,0.0,1402902000.0,-1.0,-0.0,-1.0,1.0,1.0,2.3367097,3.6510532,7.077948
93,0.0,1402905600.0,-1.0,-0.0,-1.0,0.0,1.0,3.6575744,3.2790802,14.46205
94,0.0,1402909200.0,-1.0,-0.0,-1.0,0.0,1.0,7.651764,15.107191,8.306243
95,0.0,1402912800.0,-1.0,-0.0,-1.0,1.0,1.0,6.414876,6.4011817,13.804669
96,0.0,1402916400.0,-0.0,-0.0,-1.0,0.0,1.0,9.504468,-1.198572,-1.8256087
97,0.0,1402920000.0,-0.0,-0.0,-1.0,2.0,1.0,7.2613893,16.639585,4.3296313
98,0.0,1402923600.0,-0.0,-0.0,-1.0,0.0,1.0,13.246768,4.8710175,0.7803315
99,0.0,1402927200.0,-0.0,-0.0,-1.0,0.0,1.0,5.193417,4.914165,-2.031638
100,0.0,1402930800.0,-0.0,-0.0,-1.0,0.0,1.0,-6.298719,6.7971864,6.5377283
101,0.0,1402934400.0,-0.0,-0.0,-0.0,0.0,1.0,8.32854,-2.9852638,1.0742455
102,0.0,1402938000.0,-0.0,-0.0,-0.0,-1.0,1.0,0.33827984,-3.0105433,-1.4717877
103,0.0,1402941600.0,-0.0,-0.0,-0.0,-1.0,1.0,12.71339,4.0499344,11.204417
104,0.0,1402945200.0,-0.0,-0.0,-0.0,2.0,1.0,-5.232671,9.4606905,0.40220988
105,0.0,1402948800.0,-0.0,-0.0,-0.0,1.0,1.0,10.678443,5.427964,-1.8109236
106,0.0,1402952400.0,-0.0,-0.0,-0.0,-1.0,1.0,5.0050297,-4.1165795,4.05374
107,0.0,1402956000.0,-0.0,-0.0,-0.0,-1.0,1.0,3.156521,-3.123469,6.7241654
108,0.0,1402959600.0,-0.0,-0.0,-0.0,-1.0,1.0,15.684896,0.51069826,4.5859313
109,0.0,1402963200.0,-1.0,-0.0,-1.0,1.0,1.0,7.050685,15.062925,3.9249604
110,0.0,1402966800.0,-1.0,-0.0,-1.0,-1.0,1.0,12.189171,8.135169,-4.770845
111,0.0,1402970400.0,-1.0,-0.0,-1.0,-1.0,1.0,-7.8713965,7.5253606,3.5239546
112,0.0,1402974000.0,-1.0,-0.0,-1.0,1.0,1.0,8.296712,14.091205,7.968877
113,0.0,1402977600.0,-1.0,-0.0,-1.0,1.0,1.0,5.323381,-6.164415,0.78222483
114,0.0,1402981200.0,-1.0,-0.0,-1.0,1.0,1.0,-0.15742949,-5.6861315,2.1330202
115,0.0,1402984800.0,-1.0,-0.0,-1.0,-1.0,1.0,-1.4015973,4.3620715,-5.962057
116,0.0,1402988400.0,-1.0,-0.0,-1.0,-1.0,1.0,3.334046,1.7615029,14.9328165
117,0.0,1402992000.0,-1.0,-0.0,-1.0,-1.0,1.0,11.420627,5.0145507,-3.304259
118,0.0,1402995600.0,-1.0,-0.0,-1.0,0.0,1.0,2.55994,12.413672,-3.9077857
119,0.0,1402999200.0,-1.0,-0.0,-1.0,3.0,1.0,13.181001,-1.9087559,11.374519
120,0.0,1403002800.0,-1.0,-0.0,-1.0,4.0,1.0,13.948541,7.8196507,0.0492007
121,0.0,1403006400.0,-0.0,-0.0,-1.0,-1.0,1.0,8.495621,-0.8058453,-2.2331357
122,0.0,1403010000.0,-0.0,-0.0,-1.0,0.0,1.0,12.0987625,1.6576661,-2.0748534
123,0.0,1403013600.0,-0.0,-0.0,-0.0,0.0,1.0,-1.8274798,-2.7318757,6.6782084
124,0.0,1403017200.0,0.0,-0.0,-1.0,-1.0,1.0,1.8689756,12.676495,-0.83068645
125,0.0,1403020800.0,-0.0,-0.0,-1.0,-1.0,1.0,-2.6263525,-4.682558,5.317995
126,0.0,1403024400.0,-0.0,-0.0,-0.0,0.0,1.0,-3.9820535,0.66333055,3.2996483
127,0.0,1403028000.0,-0.0,-0.0,-0.0,-1.0,1.0,-3.4388251,9.48717,-2.576169
128,0.0,1403031600.0,-0.0,-0.0,-0.0,2.0,1.0,9.33414,12.487626,-2.863939
129,0.0,1403035200.0,-0.0,-0.0,-0.0,-1.0,1.0,14.078317,7.903045,-1.8648577
130,0.0,1403038800.0,-0.0,-0.0,-1.0,1.0,1.0,9.702889,11.685892,-1.8225477
131,0.0,1403042400.0,-0.0,-0.0,-0.0,0.0,1.0,6.582864,-5.0094,5.0422177
132,0.0,1403046000.0,-0.0,-0.0,-1.0,0.0,1.0,-5.1953526,11.565225,5.269619
133,0.0,1403049600.0,-0.0,-0.0,-1.0,0.0,1.0,-6.235562,4.6912103,4.420774
134,0.0,1403053200.0,-1.0,-0.0,-1.0,0.0,1.0,9.232994,12.792928,-0.70692366
135,0.0,1403056800.0,-1.0,-0.0,-1.0,2.0,1.0,-5.3408,8.865529,0.9245589
136,0.0,1403060400.0,-1.0,-0.0,-1.0,1.0,1.0,12.879597,4.3988495,-2.5723352
137,0.0,1403064000.0,-1.0,-0.0,-1.0,1.0,1.0,2.595963,-3.4923346,7.99697
138,0.0,1403067600.0,-1.0,-0.0,-1.0,1.0,1.0,13.66528,2.9395428,8.570852
139,0.0,1403071200.0,-1.0,-0.0,-1.0,0.0,1.0,-5.4407735,7.931168,5.023072
140,0.0,1403074800.0,-1.0,-0.0,-1.0,0.0,1.0,8.3687725,7.8941936,3.60051
141,0.0,1403078400.0,-1.0,-0.0,-1.0,-1.0,1.0,8.048075,3.6174743,15.976354
142,0.0,1403082000.0,-1.0,-0.0,-1.0,0.0,1.0,14.43892,-2.1003077,3.9593165
143,0.0,1403085600.0,-1.0,-0.0,-1.0,1.0,1.0,-0.8346131,0.9546694,5.7850866
144,0.0,1403089200.0,-1.0,-0.0,-1.0,-1.0,1.0,16.281742,1.3356276,0.82325935
145,0.0,1403092800.0,-1.0,-0.0,2.0,-1.0,1.0,-2.0290632,-4.0961747,2.10551
146,0.0,1403096400.0,-1.0,-0.0,0.0,-1.0,1.0,-1.9462281,11.504392,10.866701
147,0.0,1403100000.0,-1.0,-0.0,0.0,-1.0,1.0,11.541979,-4.6365943,2.5479937
148,0.0,1403103600.0,-1.0,-0.0,1.0,0.0,1.0,-0.16092403,11.018248,14.139189
149,0.0,1403107200.0,-1.0,-0.0,1.0,0.0,1.0,10.481001,13.686969,9.279889
150,0.0,1403110800.0,-1.0,-0.0,1.0,0.0,1.0,-2.7981062,9.029634,9.915094
151,0.0,1403114400.0,-1.0,-0.0,1.0,0.0,1.0,7.5426874,12.467375,-3.6508372
152,0.0,1403118000.0,-1.0,-0.0,2.0,-1.0,1.0,9.419961,1.0282747,7.4806848
153,0.0,1403121600.0,-1.0,-0.0,2.0,-1.0,1.0,11.240794,1.9855938,-2.166546
154,0.0,1403125200.0,-1.0,-0.0,1.0,0.0,1.0,-2.3132424,7.0996537,1.1403642
155,0.0,1403128800.0,-1.0,-0.0,2.0,0.0,1.0,3.3782747,15.342368,7.0787935
156,0.0,1403132400.0,-1.0,-0.0,2.0,0.0,1.0,6.19174,-0.13974756,12.162232
157,0.0,1403136000.0,-1.0,-0.0,1.0,0.0,1.0,-3.8319545,-1.7527763,-0.71042544
158,0.0,1403139600.0,-1.0,-0.0,1.0,0.0,1.0,0.4075471,3.2522979,14.18607
159,0.0,1403143200.0,-1.0,-0.0,1.0,-1.0,1.0,12.464046,5.0215526,-0.41852924
160,0.0,1403146800.0,-1.0,-0.0,2.0,-1.0,1.0,10.636607,10.585432,-0.038752828
161,0.0,1403150400.0,-1.0,-0.0,2.0,0.0,1.0,9.10169,3.0066845,-5.647743
162,0.0,1403154000.0,-1.0,-0.0,1.0,-1.0,1.0,10.303087,5.7259226,-1.3924252
163,0.0,1403157600.0,-1.0,-0.0,1.0,-1.0,1.0,10.469928,2.0227122,-4.673074
164,0.0,1403161200.0,-1.0,-0.0,2.0,-1.0,1.0,-6.727157,2.3170507,6.700726
165,0.0,1403164800.0,-1.0,-0.0,1.0,0.0,1.0,4.7057796,0.1560472,7.5248585
166,0.0,1403168400.0,-1.0,-0.0,1.0,-1.0,1.0,9.245857,10.689945,12.764884
167,0.0,1403172000.0,-1.0,-0.0,1.0,-1.0,1.0,3.1810377,10.697019,8.510059
168,0.0,1403175600.0,-1.0,-0.0,0.0,-1.0,1.0,2.2333868,-5.7879124,3.6297274
169,0.0,1403179200.0,-1.0,-0.0,0.0,0.0,1.0,5.038081,16.3804,5.949117
170,0.0,1403182800.0,-1.0,-0.0,0.0,-1.0,1.0,2.4784164,-3.0570955,11.488941
171,0.0,1403186400.0,-1.0,-0.0,0.0,-1.0,0.0,12.3055105,-1.1031164,9.582754
172,0.0,1403190000.0,-1.0,-0.0,1.0,0.0,1.0,-6.5756154,1.9184817,-0.0507954
173,0.0,1403193600.0,-1.0,-0.0,1.0,0.0,1.0,9.126753,1.3204266,-3.5176744
174,0.0,1403197200.0,-1.0,-0.0,1.0,0.0,1.0,14.082133,9.390687,1.5365053
175,0.0,1403200800.0,-1.0,-0.0,1.0,-1.0,1.0,6.5536594,7.4933305,14.142511
176,0.0,1403204400.0,-1.0,-0.0,1.0,-1.0,1.0,8.800716,13.574526,-4.020274
177,0.0,1403208000.0,-0.0,-0.0,1.0,-1.0,0.0,14.308204,7.195785,11.982067
178,0.0,1403211600.0,-0.0,-0.0,1.0,-1.0,0.0,2.9480557,1.3591008,15.573645
179,0.0,1403215200.0,-0.0,-0.0,1.0,-1.0,1.0,7.7117033,13.685245,10.396026
180,0.0,1403218800.0,-1.0,-0.0,1.0,-1.0,1.0,-0.25597543,0.16187078,-5.6989985
181,0.0,1403222400.0,-1.0,-0.0,0.0,-1.0,1.0,9.310174,-0.47748473,6.321773
182,0.0,1403226000.0,-1.0,-0.0,0.0,-1.0,0.0,13.748584,3.4086306,11.228158
183,0.0,1403229600.0,-1.0,-0.0,0.0,-1.0,0.0,0.096892945,4.0078554,5.850369
184,0.0,1403233200.0,-1.0,-0.0,0.0,-1.0,1.0,14.325424,9.5977,12.127453
185,0.0,1403236800.0,-1.0,-0.0,0.0,-1.0,0.0,-0.54548615,4.8130465,-0.17762251
186,0.0,1403240400.0,-1.0,-0.0,0.0,-1.0,0.0,-0.42945796,12.844417,-1.7611432
187,0.0,1403244000.0,-1.0,-0.0,0.0,-1.0,0.0,-2.4663398,5.5534997,-2.758525
188,0.0,1403247600.0,-1.0,-0.0,0.0,-1.0,0.0,5.834345,-0.6233579,-5.3957553
189,0.0,1403251200.0,-1.0,-0.0,-0.0,-1.0,0.0,10.478826,1.3113395,8.540882
190,0.0,1403254800.0,-1.0,-0.0,-0.0,-1.0,0.0,8.594055,9.397705,-3.2260365
191,0.0,1403258400.0,-1.0,-0.0,-0.0,-1.0,0.0,0.09423065,-0.42479298,1.0132056
192,0.0,1403262000.0,-0.0,-0.0,-0.0,-1.0,0.0,-6.164631,9.729266,4.7572494
193,0.0,1403265600.0,-0.0,-0.0,-0.0,-1.0,0.0,-2.9876096,6.576036,12.289487
194,0.0,1403272800.0,-0.0,-0.0,-0.0,-1.0,0.0,3.9725509,2.0606427,13.084743
195,0.0,1403276400.0,-0.0,-0.0,-0.0,-1.0,0.0,4.6976104,-2.286105,2.9679625
196,0.0,1403280000.0,-0.0,-0.0,-0.0,0.0,0.0,-4.995143,7.70027,3.5445073
197,0.0,1403283600.0,-0.0,-0.0,-0.0,-1.0,0.0,10.393199,11.5014925,-0.12249372
198,0.0,1403287200.0,-0.0,-0.0,0.0,-1.0,0.0,7.813182,10.716902,2.2761705
199,0.0,1403290800.0,-0.0,-0.0,1.0,-1.0,0.0,8.754035,4.7366877,-5.124643
200,0.0,1403294400.0,-0.0,-0.0,1.0,-1.0,0.0,11.102242,-0.5587005,9.852886
201,0.0,1403298000.0,-0.0,-0.0,1.0,0.0,0.0,15.35016,6.2896633,9.889713
202,0.0,1403301600.0,-0.0,-0.0,1.0,-1.0,0.0,0.50810057,1.4473205,6.5052514
203,0.0,1403305200.0,-0.0,-0.0,1.0,-1.0,0.0,-5.488071,4.602602,0.02965881
204,0.0,1403308800.0,-0.0,-0.0,1.0,-1.0,0.0,14.639056,11.350263,3.7794821
205,0.0,1403312400.0,-0.0,-0.0,1.0,-1.0,0.0,4.6912174,-1.4666612,7.242259
206,0.0,1403316000.0,-1.0,-0.0,1.0,-1.0,0.0,0.38117355,6.628332,13.31368
207,0.0,1403319600.0,-1.0,-0.0,1.0,-1.0,0.0,14.987328,4.9086404,5.54182
208,0.0,1403323200.0,-1.0,-0.0,1.0,-1.0,0.0,-2.6376848,4.7183113,5.924393
209,0.0,1403326800.0,-1.0,-0.0,1.0,-1.0,0.0,10.235099,12.680912,8.678976
210,0.0,1403330400.0,-1.0,-0.0,0.0,-1.0,0.0,5.158297,5.748596,-4.345848
211,0.0,1403334000.0,-1.0,-0.0,0.0,0.0,0.0,-2.7268775,-4.855982,0.9079218
212,0.0,1403337600.0,-1.0,-0.0,0.0,-1.0,0.0,6.0955057,-1.079383,5.9039345
213,0.0,1403341200.0,-1.0,-0.0,0.0,0.0,0.0,1.4197351,-2.9464562,-0.9299614
214,0.0,1403344800.0,-0.0,-0.0,0.0,-1.0,0.0,0.56933564,13.226017,11.258963
215,0.0,1403348400.0,-1.0,-0.0,0.0,-1.0,0.0,9.677094,4.4251842,-1.3066074
216,0.0,1403352000.0,-0.0,-0.0,0.0,-1.0,0.0,5.2527623,6.2021194,-5.1531267
217,0.0,1403355600.0,-0.0,-0.0,0.0,-1.0,0.0,11.785405,12.641702,-1.0399245
218,0.0,1403359200.0,-0.0,-0.0,0.0,-1.0,0.0,9.36926,-1.8041244,11.067178
219,0.0,1403362800.0,-0.0,-0.0,0.0,0.0,0.0,15.169494,4.733104,4.2995014
220,0.0,1403366400.0,-0.0,-0.0,0.0,-1.0,0.0,10.217136,3.7552218,15.502556
221,0.0,1403370000.0,-0.0,-0.0,0.0,-1.0,0.0,2.2211564,5.5134177,11.744607
222,0.0,1403373600.0,-0.0,-0.0,-0.0,-1.0,0.0,0.14737828,-0.8818864,-1.7428718
223,0.0,1403380800.0,-0.0,-0.0,0.0,-1.0,0.0,10.445531,7.558379,10.827237
224,0.0,1403384400.0,-0.0,-0.0,1.0,-1.0,0.0,-1.4092054,-0.5002322,7.1489806
225,0.0,1403388000.0,-0.0,-0.0,1.0,-1.0,0.0,9.823504,-1.3779353,-0.87733865
226,0.0,1403391600.0,-0.0,-0.0,0.0,-1.0,0.0,-3.78022,13.035494,3.6010375
227,0.0,1403395200.0,-0.0,-0.0,-0.0,-1.0,0.0,14.852036,12.593329,1.5435832
228,0.0,1403398800.0,-0.0,-0.0,-0.0,2.0,0.0,-5.461784,10.982811,7.954226
229,0.0,1403402400.0,-0.0,-0.0,-0.0,1.0,0.0,3.892009,15.122378,8.144875
230,0.0,1403406000.0,-0.0,-0.0,-0.0,0.0,0.0,-3.1963923,-3.179328,10.259459
231,0.0,1403409600.0,-0.0,-0.0,-0.0,0.0,0.0,-2.0038273,11.192408,-2.4672685
232,0.0,1403413200.0,-0.0,-0.0,-0.0,-1.0,0.0,5.741111,15.214861,8.241258
233,0.0,1403416800.0,-0.0,-0.0,-0.0,-1.0,0.0,11.273387,4.1442027,9.563162
234,0.0,1403420400.0,-0.0,-0.0,0.0,-1.0,0.0,11.378626,7.2528257,4.023062
235,0.0,1403424000.0,-0.0,-0.0,-0.0,-1.0,0.0,12.055221,5.773831,2.1600428
236,0.0,1403427600.0,-0.0,-0.0,-0.0,-1.0,0.0,2.4706237,5.520698,-1.2379376
237,0.0,1403431200.0,-0.0,-0.0,-1.0,0.0,0.0,6.898762,-0.21810742,6.6819825
238,0.0,1403434800.0,-0.0,-0.0,-1.0,0.0,0.0,12.948883,9.267501,7.6248813
239,0.0,1403438400.0,-0.0,-0.0,-0.0,-1.0,0.0,9.786701,-4.8904576,10.151267
240,0.0,1403442000.0,-0.0,-0.0,1.0,-1.0,0.0,2.2554955,11.938137,10.397363
241,0.0,1403445600.0,-0.0,-0.0,1.0,-1.0,0.0,9.038008,11.554322,10.349449
242,0.0,1403449200.0,0.0,-0.0,1.0,-1.0,0.0,4.22838,-6.863563,3.77547
243,0.0,1403452800.0,0.0,-0.0,1.0,-1.0,0.0,-3.1442063,9.066099,10.296987
244,0.0,1403456400.0,0.0,-0.0,0.0,-1.0,0.0,0.7318432,8.473178,3.704893
245,0.0,1403460000.0,0.0,-0.0,0.0,-1.0,0.0,1.3211106,3.9466348,9.194019
246,0.0,1403463600.0,0.0,-0.0,0.0,-1.0,0.0,2.315773,0.25632134,1.5895396
247,0.0,1403467200.0,0.0,-0.0,-0.0,1.0,0.0,3.6365385,0.6433668,2.3809733
248,0.0,1403470800.0,0.0,-0.0,0.0,0.0,0.0,11.471001,-2.9108026,1.0863389
249,0.0,1403474400.0,0.0,-0.0,0.0,-1.0,0.0,5.779135,11.90436,10.636537
250,0.0,1403478000.0,0.0,-0.0,0.0,-1.0,0.0,8.592648,8.956372,7.163298
251,0.0,1403481600.0,0.0,-0.0,-0.0,-1.0,0.0,-0.4078726,0.118698426,0.4671968
252,0.0,1403485200.0,0.0,-0.0,-0.0,-1.0,0.0,7.545991,-3.1312144,3.1558423
253,0.0,1403488800.0,0.0,-0.0,-0.0,1.0,0.0,15.175074,7.1675134,7.866025
254,0.0,1403492400.0,-0.0,-0.0,-0.0,1.0,0.0,4.957118,-7.3380194,7.1368003
255,0.0,1403496000.0,-0.0,-0.0,0.0,-1.0,0.0,15.033423,6.168409,11.351205
256,0.0,1403499600.0,-0.0,-0.0,-0.0,-1.0,0.0,9.942507,5.542926,4.7211075
257,0.0,1403503200.0,-0.0,-0.0,-0.0,-1.0,0.0,-2.9832668,6.0921283,13.455684
258,0.0,1403506800.0,-0.0,-0.0,-0.0,-1.0,0.0,13.214755,1.4547704,3.4373314
